Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Carlos Dunlap II,3,3,1.5,0,0,0,0,0,1,20.3,20.3,3.0%,FA,9,2020
2,Trey Hendrickson,2,1,2.0,0,0,0,0,0,1,16.8,16.8,35.9%,CIN,9,2020
3,Shaq Lawson,2,1,0.0,0,0,0,1,1,1,16.3,16.3,0.0%,FA,9,2020
4,Emmanuel Ogbah,4,1,1.0,1,0,1,0,0,1,16.3,16.3,2.0%,FA,9,2020
5,DaQuan Jones,4,3,0.5,0,0,0,0,0,1,15.3,15.3,0.8%,BUF,9,2020
6,Al-Quadin Muhammad,4,0,1.0,0,0,0,0,0,1,15.0,15.0,0.0%,FA,9,2020
7,Jarran Reed,2,2,2.0,0,0,0,0,0,1,15.0,15.0,5.8%,SEA,9,2020
8,Jerry Tillery,1,0,1.0,1,0,1,1,0,1,15.0,15.0,0.8%,MIN,9,2020
9,William Gholston,4,1,0.0,0,0,0,0,0,1,14.3,14.3,1.6%,TB,9,2020
10,Jeffery Simmons,3,0,0.0,1,0,1,1,0,1,14.0,14.0,28.2%,TEN,9,2020
11,Deatrich Wise Jr.,4,2,1.0,0,0,0,0,0,1,14.0,14.0,3.0%,NE,9,2020
12,Foley Fatukasi,4,3,0.0,0,0,1,0,0,1,12.3,12.3,0.4%,HOU,9,2020
13,Mario Addison,3,1,1.0,0,0,0,0,0,1,11.8,11.8,4.0%,FA,9,2020
14,Grover Stewart,3,1,0.0,1,0,0,0,0,1,11.8,11.8,3.6%,IND,9,2020
15,Maxx Crosby,1,5,1.0,0,0,0,0,0,1,11.8,11.8,69.0%,LV,9,2020
16,Daron Payne,5,2,0.0,0,0,0,0,0,1,11.5,11.5,15.4%,WAS,9,2020
17,J.J. Watt,2,0,1.0,0,0,1,0,0,1,11.0,11.0,4.2%,FA,9,2020
18,Haason Reddick,3,2,0.0,0,0,0,0,0,1,11.0,11.0,17.4%,NYJ,9,2020
19,Dre'Mont Jones,2,0,1.0,1,0,0,0,0,1,11.0,11.0,4.9%,SEA,9,2020
20,Jason Pierre-Paul,5,2,0.0,1,0,0,0,0,1,10.5,10.5,0.0%,FA,9,2020
21,Carl Nassib,1,1,1.0,1,0,0,0,0,1,10.3,10.3,0.0%,FA,9,2020
22,Tarell Basham,3,1,0.0,0,0,0,0,0,1,10.3,10.3,0.0%,FA,9,2020
23,Cameron Heyward,3,1,0.5,0,0,0,0,0,1,9.8,9.8,23.1%,PIT,9,2020
24,Brian Burns,2,0,1.0,0,0,0,0,0,1,9.5,9.5,41.8%,NYG,9,2020
25,Leonard Williams,1,2,1.0,0,0,0,0,0,1,9.5,9.5,11.1%,SEA,9,2020
26,Jerry Hughes,1,0,1.0,0,0,1,0,0,1,9.5,9.5,1.0%,FA,9,2020
27,DeMarcus Walker,2,0,1.0,0,0,0,0,0,1,9.5,9.5,1.9%,CHI,9,2020
28,DeForest Buckner,2,3,0.0,0,0,1,0,0,1,9.3,9.3,47.6%,IND,9,2020
29,DeShawn Williams,4,1,0.0,0,0,0,0,0,1,9.3,9.3,0.6%,BUF,9,2020
30,Tanoh Kpassagnon,4,1,0.0,0,0,0,0,0,1,9.3,9.3,0.0%,NO,9,2020
31,DeMarcus Lawrence,3,1,0.0,1,0,0,0,0,1,9.3,9.3,12.8%,DAL,9,2020
32,Denico Autry,1,1,1.0,0,0,0,0,0,1,8.8,8.8,10.5%,HOU,9,2020
33,Frank Clark,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.0%,FA,9,2020
34,Mario Edwards Jr.,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.0%,HOU,9,2020
35,Stephon Tuitt,4,0,0.0,0,0,0,0,0,1,8.5,8.5,0.1%,FA,9,2020
36,Malcom Brown,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,9,2020
37,Josh Mauro,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,9,2020
38,Tim Settle,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.4%,HOU,9,2020
39,Bilal Nichols,1,0,1.0,0,0,0,0,0,1,8.0,8.0,1.3%,ARI,9,2020
40,Akiem Hicks,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,9,2020
41,Henry Anderson,2,2,0.0,0,0,0,0,0,1,7.0,7.0,0.0%,FA,9,2020
42,Jonathan Allen,2,2,0.5,0,0,0,0,0,1,6.5,6.5,14.9%,WAS,9,2020
43,David Onyemata,0,0,0.0,1,1,0,0,0,1,6.5,6.5,5.8%,ATL,9,2020
44,Randy Gregory,2,1,0.0,0,0,0,0,0,1,6.3,6.3,2.3%,TB,9,2020
45,Chris Jones,1,1,1.0,0,0,0,0,0,1,6.3,6.3,25.6%,KC,9,2020
46,Clelin Ferrell,2,1,0.0,0,0,0,0,0,1,6.3,6.3,1.7%,WAS,9,2020
47,Grady Jarrett,2,1,0.0,0,0,0,0,0,1,6.3,6.3,5.7%,ATL,9,2020
48,Melvin Ingram III,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,9,2020
49,Derrick Nnadi,3,2,0.0,0,0,0,0,0,1,6.0,6.0,1.0%,KC,9,2020
50,Justin Madubuike,3,2,0.0,0,0,0,0,0,1,6.0,6.0,24.8%,BAL,9,2020
51,Josh Allen,1,3,0.5,0,0,0,0,0,1,5.8,5.8,44.0%,JAC,9,2020
52,Armon Watts,1,3,0.5,0,0,0,0,0,1,5.8,5.8,0.8%,NE,9,2020
53,Carlos Davis,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.0%,FA,9,2020
54,Neville Gallimore,1,2,0.0,0,0,0,0,0,1,5.5,5.5,0.6%,MIA,9,2020
55,Chase Young,1,0,1.0,0,0,0,0,0,1,5.5,5.5,10.5%,NO,9,2020
56,Montravius Adams,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.4%,PIT,9,2020
57,Zach Sieler,3,1,0.0,0,0,0,0,0,1,5.3,5.3,28.8%,MIA,9,2020
58,Derick Roberson,2,1,0.0,1,0,0,0,0,1,5.3,5.3,0.0%,FA,9,2020
59,Johnathan Hankins,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,SEA,9,2020
60,Daniel McCullers,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,9,2020
61,Derrick Brown,3,1,0.0,0,0,0,0,0,1,5.3,5.3,40.2%,CAR,9,2020
62,DaVon Hamilton,0,1,0.0,0,0,0,1,0,1,4.8,4.8,0.6%,JAC,9,2020
63,Ndamukong Suh,1,1,0.0,0,0,0,0,0,1,4.8,4.8,0.0%,FA,9,2020
64,Jaylon Ferguson,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,9,2020
65,Chase Winovich,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,9,2020
66,Brent Urban,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.4%,BAL,9,2020
67,Derek Wolfe,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,9,2020
68,Isaiah Buggs,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.2%,FA,9,2020
69,Romeo Okwara,1,2,0.0,1,0,0,0,0,1,4.5,4.5,0.0%,FA,9,2020
70,Everson Griffen,1,2,0.0,1,0,0,0,0,1,4.5,4.5,2.0%,FA,9,2020
71,John Cominsky,2,2,0.0,0,0,0,0,0,1,4.5,4.5,1.3%,DET,9,2020
72,Dalvin Tomlinson,0,1,0.5,1,0,0,0,0,1,4.3,4.3,2.1%,CLE,9,2020
73,Trent Murphy,1,0,0.0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,9,2020
74,Dexter Lawrence II,1,0,0.0,0,0,0,0,0,1,4.0,4.0,12.5%,NYG,9,2020
75,Adam Gotsis,1,0,0.0,0,0,0,0,0,1,4.0,4.0,1.2%,JAC,9,2020
76,Henry Mondeaux,1,0,0.0,0,0,0,0,0,1,4.0,4.0,3.0%,FA,9,2020
77,Vernon Butler,1,0,0.0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,9,2020
78,Taylor Stallworth,1,0,0.0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,9,2020
79,Jaleel Johnson,1,0,0.0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,9,2020
80,Christian Wilkins,2,1,0.0,0,0,0,0,0,1,3.8,3.8,48.7%,LV,9,2020
81,Linval Joseph,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,9,2020
82,Jalyn Holmes,1,3,0.0,0,0,0,0,0,1,3.8,3.8,0.4%,NYJ,9,2020
83,Javon Kinlaw,2,1,0.0,0,0,0,0,0,1,3.8,3.8,1.7%,NYJ,9,2020
84,Kerry Hyder Jr.,2,1,0.0,0,0,0,0,0,1,3.8,3.8,2.0%,FA,9,2020
85,Justin Jones,1,3,0.0,0,0,0,0,0,1,3.8,3.8,2.7%,ARI,9,2020
86,McTelvin Agim,1,1,0.0,1,0,0,0,0,1,3.8,3.8,0.0%,HOU,9,2020
87,Raekwon Davis,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.2%,IND,9,2020
88,Shamar Stephen,0,2,0.5,0,0,0,0,0,1,3.5,3.5,0.0%,FA,9,2020
89,Poona Ford,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.8%,LAC,9,2020
90,Justin Zimmer,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,9,2020
91,Dean Lowry,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.6%,PIT,9,2020
92,Austin Bryant,2,0,0.0,0,0,0,0,0,1,3.0,3.0,1.0%,SF,9,2020
93,Carlos Watkins,1,0,0.0,1,0,0,0,0,1,3.0,3.0,0.0%,FA,9,2020
94,Maliek Collins,1,2,0.0,0,0,0,0,0,1,3.0,3.0,2.3%,SF,9,2020
95,Rakeem Nunez-Roches,2,0,0.0,0,0,0,0,0,1,3.0,3.0,1.0%,NYG,9,2020
96,Jonathan Greenard,1,2,0.0,0,0,0,0,0,1,3.0,3.0,29.2%,MIN,9,2020
97,Nick Williams,1,2,0.0,0,0,0,0,0,1,3.0,3.0,3.0%,FA,9,2020
98,Bryce Huff,2,0,0.0,0,0,0,0,0,1,3.0,3.0,4.1%,PHI,9,2020
99,Aldon Smith,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,9,2020
100,Jabaal Sheard,1,2,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,9,2020
101,Ryan Kerrigan,0,1,0.5,0,0,0,0,0,1,2.8,2.8,0.0%,FA,9,2020
102,Jacob Tuioti-Mariner,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,9,2020
103,Brandon Williams,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.2%,FA,9,2020
104,Ifeadi Odenigbo,0,3,0.0,0,0,0,0,0,1,2.3,2.3,4.0%,NYJ,9,2020
105,Tyler Lancaster,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,9,2020
106,Corey Peters,1,1,0.0,0,0,0,0,0,1,2.3,2.3,2.0%,FA,9,2020
107,Anthony Nelson,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.4%,TB,9,2020
108,Danny Shelton,0,3,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,9,2020
