Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
29,Gus Edwards,14,26,1.9,7,0,1,0,0,0,0.0,0,0,1,8.6,8.6,80.8%,LAC,6,2020
30,Jeremy McNichols,5,51,10.2,20,1,0,2,3,11,5.5,0,0,1,8.2,8.2,0.0%,WAS,6,2020
31,Nyheim Hines,0,0,0.0,0,0,0,5,6,27,5.4,0,0,1,7.7,7.7,0.5%,CLE,6,2020
32,Kareem Hunt,13,40,3.1,10,0,0,2,3,17,8.5,0,0,1,7.7,7.7,27.3%,FA,6,2020
33,Devonta Freeman,18,61,3.4,14,0,0,1,2,-4,-4.0,0,0,1,6.7,6.7,0.0%,FA,6,2020
34,Tony Pollard,10,31,3.1,12,0,0,2,4,9,4.5,0,0,1,6.0,6.0,93.4%,TEN,6,2020
35,La'Mical Perine,7,27,3.9,13,0,0,2,3,9,4.5,0,0,1,5.6,5.6,0.2%,PIT,6,2020
36,Devin Singletary,10,32,3.2,10,0,0,1,2,13,13.0,0,0,1,5.5,5.5,83.7%,NYG,6,2020
37,Malcolm Brown,2,4,2.0,3,0,0,3,4,18,6.0,0,0,1,5.2,5.2,0.0%,FA,6,2020
38,J.K. Dobbins,9,28,3.1,16,0,0,2,4,1,0.5,0,0,1,4.9,4.9,43.4%,LAC,6,2020
39,Jerick McKinnon,6,18,3.0,5,0,0,2,3,10,5.0,0,0,1,4.8,4.8,16.2%,FA,6,2020
40,Trenton Cannon,3,12,4.0,10,0,0,2,2,15,7.5,0,0,1,4.7,4.7,0.0%,FA,6,2020
41,Chris Thompson,0,0,0.0,0,0,0,3,4,15,5.0,0,0,1,4.5,4.5,0.0%,FA,6,2020
42,Damien Harris,6,19,3.2,6,0,0,1,1,14,14.0,0,0,1,4.3,4.3,4.6%,FA,6,2020
43,Ty Johnson,3,42,14.0,34,2,0,0,1,0,0.0,0,0,1,4.2,4.2,0.6%,BUF,6,2020
44,Matt Breida,6,15,2.5,5,0,0,2,2,7,3.5,0,0,1,4.2,4.2,1.1%,FA,6,2020
45,Ke'Shawn Vaughn,5,42,8.4,19,0,0,0,1,0,0.0,0,0,1,4.2,4.2,0.1%,FA,6,2020
46,Alexander Mattison,10,26,2.6,16,0,0,1,2,4,4.0,0,0,1,4.0,4.0,41.3%,LV,6,2020
47,Royce Freeman,8,26,3.3,11,0,0,1,1,4,4.0,0,0,1,4.0,4.0,3.2%,DAL,6,2020
48,Chase Edmonds,5,23,4.6,9,0,0,1,2,6,6.0,0,0,1,3.9,3.9,0.8%,TB,6,2020
49,JaMycal Hasty,9,37,4.1,10,0,0,0,1,0,0.0,0,0,1,3.7,3.7,0.1%,NE,6,2020
50,Ito Smith,2,8,4.0,4,0,0,1,1,17,17.0,0,0,1,3.5,3.5,0.0%,FA,6,2020
51,Brian Hill,10,28,2.8,9,0,0,2,2,6,3.0,0,1,1,3.4,3.4,0.0%,FA,6,2020
52,Jamaal Williams,4,34,8.5,25,1,0,0,1,0,0.0,0,0,1,3.4,3.4,10.3%,NO,6,2020
53,AJ Dillon,5,31,6.2,20,1,0,0,0,0,0.0,0,0,1,3.1,3.1,35.2%,GB,6,2020
54,Kerryon Johnson,4,9,2.3,9,0,0,1,2,11,11.0,0,0,1,3.0,3.0,0.0%,FA,6,2020
55,Dontrell Hilliard,4,29,7.3,19,0,0,0,0,0,0.0,0,0,1,2.9,2.9,0.0%,FA,6,2020
56,Boston Scott,2,4,2.0,5,0,0,2,4,5,2.5,0,0,1,2.9,2.9,0.1%,LAR,6,2020
57,Duke Johnson Jr.,4,9,2.3,10,0,0,1,2,2,2.0,0,0,1,2.1,2.1,0.0%,FA,6,2020
58,Peyton Barber,4,6,1.5,4,0,0,1,1,4,4.0,0,0,1,2.0,2.0,1.0%,FA,6,2020
59,Dion Lewis,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1,2.0,2.0,2.0%,FA,6,2020
60,Mark Ingram II,5,20,4.0,9,0,0,0,0,0,0.0,0,0,1,2.0,2.0,0.1%,FA,6,2020
61,Anthony McFarland Jr.,3,2,0.7,3,0,0,1,1,6,6.0,0,0,1,1.8,1.8,0.0%,FA,6,2020
62,Ameer Abdullah,2,7,3.5,4,0,0,1,1,1,1.0,0,0,1,1.8,1.8,0.7%,LV,6,2020
63,Kyle Juszczyk,0,0,0.0,0,0,0,1,2,8,8.0,0,0,1,1.8,1.8,1.0%,SF,6,2020
64,LeSean McCoy,4,1,0.3,2,0,0,1,1,6,6.0,0,0,1,1.7,1.7,2.0%,FA,6,2020
65,Darwin Thompson,3,17,5.7,11,0,0,0,0,0,0.0,0,0,1,1.7,1.7,0.0%,FA,6,2020
66,Mike Boone,1,-1,-1.0,0,0,0,1,1,6,6.0,0,0,1,1.5,1.5,0.0%,CAR,6,2020
67,Rex Burkhead,5,14,2.8,7,0,0,0,0,0,0.0,0,0,1,1.4,1.4,10.0%,FA,6,2020
68,Rico Dowdle,3,13,4.3,7,0,0,0,0,0,0.0,0,0,1,1.3,1.3,10.6%,DAL,6,2020
69,Keith Smith,0,0,0.0,0,0,0,1,1,3,3.0,0,0,1,1.3,1.3,0.0%,FA,6,2020
70,Patrick Laird,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,1.2,1.2,0.0%,FA,6,2020
71,Zack Moss,5,10,2.0,4,0,0,0,0,0,0.0,0,0,1,1.0,1.0,75.1%,CIN,6,2020
72,D'Ernest Johnson,4,1,0.3,6,0,0,0,1,0,0.0,0,0,1,0.1,0.1,2.7%,JAC,6,2020
73,Khari Blasingame,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.1%,CHI,6,2020
74,Jason Huntley,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
75,Jeremy Cox,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
76,John Lovett,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
77,Jonathan Ward,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,PIT,6,2020
78,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,6,2020
79,Cam Akers,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,9.2%,FA,6,2020
80,Xavier Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
81,Artavis Pierce,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
82,Jacob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
83,Chandler Cox,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
84,Cullen Gillaspia,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
85,Andrew Beck,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,HOU,6,2020
86,Bruce Miller,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
87,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
88,Cordarrelle Patterson,1,1,1.0,1,0,0,1,1,8,8.0,0,0,1,0.0,0.0,1.4%,PIT,6,2020
89,Alex Armah Jr.,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
90,Cethan Carter,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
91,Dare Ogunbowale,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.3%,HOU,6,2020
92,C.J. Ham,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,MIN,6,2020
93,J.P. Holtz,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
94,Corey Clement,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
95,Samaje Perine,1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,12.7%,DEN,6,2020
96,Wayne Gallman Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
97,Elijhaa Penny,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
98,Justice Hill,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,10.1%,BAL,6,2020
99,Patrick Ricard,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.1%,BAL,6,2020
100,Jaylen Samuels,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
101,Jason Cabinda,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
102,Ryan Nall,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
103,C.J. Prosise,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
104,Derek Watt,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
105,Andy Janovich,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,6,2020
106,Jordan Wilkins,1,-1,-1.0,0,0,0,0,1,0,0.0,0,0,1,-0.1,-0.1,0.0%,FA,6,2020
