Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
21,Nyheim Hines,6,10,1.7,5,0,1,3,3,22,7.3,0,0,1,12.2,12.2,0.5%,CLE,13,2020
22,Devin Singletary,18,61,3.4,15,0,0,3,4,22,7.3,0,0,1,11.3,11.3,83.7%,NYG,13,2020
23,Austin Ekeler,8,36,4.5,9,0,0,4,9,32,8.0,0,0,1,10.8,10.8,93.1%,WAS,13,2020
24,Jeremy McNichols,2,2,1.0,1,0,1,3,4,15,5.0,0,0,1,10.7,10.7,0.0%,WAS,13,2020
25,Damien Harris,16,80,5.0,12,0,0,1,1,15,15.0,0,0,1,10.5,10.5,4.6%,FA,13,2020
26,David Johnson,10,44,4.4,19,0,1,0,2,0,0.0,0,0,1,10.4,10.4,0.0%,FA,13,2020
27,Gus Edwards,7,101,14.4,36,4,0,0,0,0,0.0,0,0,1,10.1,10.1,80.8%,LAC,13,2020
28,Duke Johnson Jr.,2,8,4.0,4,0,0,6,6,24,4.0,0,0,1,9.2,9.2,0.0%,FA,13,2020
29,Kareem Hunt,14,33,2.4,8,0,0,3,3,24,8.0,0,0,1,8.7,8.7,27.3%,FA,13,2020
30,Peyton Barber,14,23,1.6,5,0,1,0,0,0,0.0,0,0,1,8.3,8.3,1.0%,FA,13,2020
31,C.J. Ham,0,0,0.0,0,0,0,1,1,12,12.0,1,0,1,8.2,8.2,0.1%,MIN,13,2020
32,Kyle Juszczyk,2,5,2.5,5,0,0,1,1,6,6.0,1,0,1,8.1,8.1,1.0%,SF,13,2020
33,Jeff Wilson Jr.,7,47,6.7,18,0,0,2,5,12,6.0,0,0,1,7.9,7.9,6.8%,MIA,13,2020
34,Le'Veon Bell,11,40,3.6,16,0,0,2,3,15,7.5,0,0,1,7.5,7.5,0.2%,FA,13,2020
35,Josh Adams,8,74,9.3,25,1,0,0,0,0,0.0,0,0,1,7.4,7.4,0.0%,FA,13,2020
36,Kalen Ballage,7,34,4.9,8,0,0,3,4,5,1.7,0,0,1,6.9,6.9,0.0%,FA,13,2020
37,Sony Michel,10,35,3.5,10,0,0,1,1,23,23.0,0,0,1,6.8,6.8,0.0%,FA,13,2020
38,Chase Edmonds,6,28,4.7,13,0,0,2,5,15,7.5,0,0,1,6.3,6.3,0.8%,TB,13,2020
39,Devontae Booker,16,50,3.1,14,0,0,1,2,1,1.0,0,0,1,6.1,6.1,0.0%,FA,13,2020
40,Derrick Henry,15,60,4.0,10,0,0,1,1,9,9.0,0,1,1,5.9,5.9,99.3%,BAL,13,2020
41,Jamaal Williams,5,26,5.2,18,0,0,2,2,10,5.0,0,0,1,5.6,5.6,10.3%,NO,13,2020
42,Darrel Williams,6,38,6.3,12,0,0,1,2,5,5.0,0,0,1,5.3,5.3,0.0%,FA,13,2020
43,Raheem Mostert,9,42,4.7,16,0,0,1,1,1,1.0,0,0,1,5.3,5.3,91.5%,MIA,13,2020
44,Giovani Bernard,12,30,2.5,10,0,0,2,2,-1,-0.5,0,0,1,4.9,4.9,0.0%,FA,13,2020
45,Ito Smith,8,36,4.5,15,0,0,1,2,-2,-2.0,0,0,1,4.4,4.4,0.0%,FA,13,2020
46,Patrick Laird,3,6,2.0,4,0,0,2,3,16,8.0,0,0,1,4.2,4.2,0.0%,FA,13,2020
47,Jaylen Samuels,1,1,1.0,1,0,0,3,4,11,3.7,0,0,1,4.2,4.2,0.0%,FA,13,2020
48,Carlos Hyde,2,1,0.5,1,0,0,3,3,10,3.3,0,0,1,4.1,4.1,0.0%,FA,13,2020
49,Ameer Abdullah,2,11,5.5,7,0,0,1,1,18,18.0,0,0,1,3.9,3.9,0.7%,LV,13,2020
50,Mark Ingram II,6,28,4.7,7,0,0,1,1,1,1.0,0,0,1,3.9,3.9,0.1%,FA,13,2020
51,Jordan Wilkins,5,12,2.4,5,0,0,2,2,6,3.0,0,0,1,3.8,3.8,0.0%,FA,13,2020
52,Tony Pollard,8,22,2.8,12,0,0,1,1,6,6.0,0,0,1,3.8,3.8,93.4%,TEN,13,2020
53,Latavius Murray,5,17,3.4,6,0,0,2,2,0,0.0,0,0,1,3.7,3.7,7.6%,FA,13,2020
54,Malcolm Brown,3,-3,-1.0,1,0,0,1,1,30,30.0,0,0,1,3.7,3.7,0.0%,FA,13,2020
55,Miles Sanders,10,31,3.1,8,0,0,0,1,0,0.0,0,0,1,3.1,3.1,23.3%,CAR,13,2020
56,James White,0,0,0.0,0,0,0,3,4,1,0.3,0,0,1,3.1,3.1,0.1%,FA,13,2020
57,DeeJay Dallas,0,0,0.0,0,0,0,2,3,11,5.5,0,0,1,3.1,3.1,0.6%,ARI,13,2020
58,Patrick Ricard,0,0,0.0,0,0,0,2,2,11,5.5,0,0,1,3.1,3.1,0.1%,BAL,13,2020
59,Kerryon Johnson,3,3,1.0,2,0,0,2,3,8,4.0,0,0,1,3.1,3.1,0.0%,FA,13,2020
60,Todd Gurley II,8,16,2.0,13,0,0,1,1,4,4.0,0,0,1,3.0,3.0,0.1%,FA,13,2020
61,Benny Snell Jr.,8,5,0.6,4,0,0,2,3,5,2.5,0,0,1,3.0,3.0,0.0%,FA,13,2020
62,Jalen Richard,4,11,2.8,5,0,0,1,1,6,6.0,0,0,1,2.7,2.7,1.0%,FA,13,2020
63,Phillip Lindsay,14,26,1.9,4,0,0,0,1,0,0.0,0,0,1,2.6,2.6,0.0%,FA,13,2020
64,Zack Moss,3,9,3.0,7,0,0,1,1,5,5.0,0,0,1,2.4,2.4,75.1%,CIN,13,2020
65,Joshua Kelley,0,0,0.0,0,0,0,2,2,3,1.5,0,0,1,2.3,2.3,6.6%,FA,13,2020
66,Theo Riddick,3,6,2.0,3,0,0,1,1,3,3.0,0,0,1,1.9,1.9,0.0%,FA,13,2020
67,Jordan Howard,4,19,4.8,11,0,0,0,0,0,0.0,0,0,1,1.9,1.9,0.0%,FA,13,2020
68,Brian Hill,5,18,3.6,7,0,0,0,0,0,0.0,0,0,1,1.8,1.8,0.0%,FA,13,2020
69,Anthony McFarland Jr.,4,15,3.8,9,0,0,0,1,0,0.0,0,0,1,1.5,1.5,0.0%,FA,13,2020
70,D'Ernest Johnson,0,0,0.0,0,0,0,1,1,5,5.0,0,0,1,1.5,1.5,2.7%,JAC,13,2020
71,Antonio Gibson,2,14,7.0,13,0,0,0,0,0,0.0,0,0,1,1.4,1.4,53.3%,NE,13,2020
72,Justice Hill,0,0,0.0,0,0,0,1,1,4,4.0,0,0,1,1.4,1.4,10.1%,BAL,13,2020
73,Alec Ingold,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,1.2,1.2,0.2%,MIA,13,2020
74,Jacob Johnson,0,0,0.0,0,0,0,1,1,1,1.0,0,0,1,1.1,1.1,0.0%,FA,13,2020
75,Boston Scott,2,9,4.5,6,0,0,0,2,0,0.0,0,0,1,0.9,0.9,0.1%,LAR,13,2020
76,Elijhaa Penny,2,8,4.0,5,0,0,0,0,0,0.0,0,0,1,0.8,0.8,0.0%,FA,13,2020
77,Samaje Perine,3,7,2.3,5,0,0,0,0,0,0.0,0,0,1,0.7,0.7,12.7%,DEN,13,2020
78,Dare Ogunbowale,2,7,3.5,4,0,0,0,2,0,0.0,0,0,1,0.7,0.7,0.3%,HOU,13,2020
79,Dion Lewis,3,6,2.0,3,0,0,0,0,0,0.0,0,0,1,0.6,0.6,2.0%,FA,13,2020
80,Frank Gore,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,12.1%,FA,13,2020
81,Xavier Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
82,Rico Dowdle,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,10.6%,DAL,13,2020
83,Scottie Phillips,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
84,Khari Blasingame,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,CHI,13,2020
85,Andrew Beck,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,HOU,13,2020
86,Chandler Cox,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
87,Devine Ozigbo,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
88,Jonathan Ward,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,PIT,13,2020
89,Gabe Nabers,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,FA,13,2020
90,Nathan Cottrell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
91,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,13,2020
92,Darwin Thompson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
93,Nick Bellore,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,7.0%,FA,13,2020
94,Anthony Sherman,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
95,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
96,Cordarrelle Patterson,10,59,5.9,13,0,1,1,2,4,4.0,0,0,1,0.0,0.0,1.4%,PIT,13,2020
97,Cethan Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
98,J.P. Holtz,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
99,D'Onta Foreman,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,19.4%,CLE,13,2020
100,Corey Clement,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
101,Trayveon Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.3%,CIN,13,2020
102,Jason Cabinda,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
103,Royce Freeman,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,3.2%,DAL,13,2020
104,Mike Boone,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,CAR,13,2020
105,Ryan Nall,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
106,Buddy Howell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
107,Senorise Perry,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
108,Keith Smith,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
109,Jerick McKinnon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,16.2%,FA,13,2020
110,Derek Watt,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
111,Dwayne Washington,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,DEN,13,2020
112,Jonathan Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
113,Andy Janovich,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
114,D.J. Foster,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
115,Tyler Ervin,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2020
116,Michael Burton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,DEN,13,2020
117,Tevin Coleman,2,-11,-5.5,0,0,0,0,0,0,0.0,0,0,1,-1.1,-1.1,0.0%,FA,13,2020
