Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyreek Hill,7,10,117,16.7,38,4,2,1,20,0,0,1,32.7,32.7,100.0%,MIA,10,2018
2,Allen Robinson II,6,8,133,22.2,36,6,2,0,0,0,0,1,31.3,31.3,0.6%,NYG,10,2018
3,Michael Thomas,8,8,70,8.8,17,0,2,0,0,0,0,1,27.0,27.0,17.2%,FA,10,2018
4,Brandin Cooks,10,12,100,10.0,17,0,0,1,9,1,0,1,26.9,26.9,43.9%,DAL,10,2018
5,Corey Davis,7,10,125,17.9,27,4,1,0,0,0,0,1,25.5,25.5,0.0%,FA,10,2018
6,Julio Jones,7,11,107,15.3,30,4,1,0,0,0,0,1,23.7,23.7,0.6%,FA,10,2018
7,Zay Jones,8,11,93,11.6,33,2,1,0,0,0,0,1,23.3,23.3,17.3%,ARI,10,2018
8,Odell Beckham Jr.,4,11,73,18.3,30,3,2,0,0,0,0,1,23.3,23.3,33.2%,MIA,10,2018
9,Anthony Miller,5,6,122,24.4,55,7,1,0,0,0,0,1,23.2,23.2,0.0%,FA,10,2018
10,Davante Adams,4,7,57,14.3,25,1,2,0,0,0,0,1,21.7,21.7,99.9%,LV,10,2018
11,Antonio Brown,6,6,96,16.0,53,6,1,0,0,0,0,1,21.6,21.6,0.8%,FA,10,2018
12,Kenny Golladay,6,13,78,13.0,25,1,1,0,0,0,0,1,19.8,19.8,4.0%,FA,10,2018
13,Julian Edelman,9,12,104,11.6,30,3,0,0,0,0,0,1,19.6,19.6,12.1%,FA,10,2018
14,Tyler Lockett,5,6,67,13.4,29,2,1,1,18,0,0,1,19.5,19.5,88.8%,SEA,10,2018
15,JuJu Smith-Schuster,3,5,90,30.0,75,4,1,1,13,0,0,1,19.3,19.3,7.0%,NE,10,2018
16,Donte Moncrief,3,4,98,32.7,80,4,1,0,0,0,0,1,18.8,18.8,0.0%,FA,10,2018
17,Keenan Allen,6,9,57,9.5,18,0,1,0,0,0,0,1,17.7,17.7,91.1%,CHI,10,2018
18,Chris Godwin,7,7,103,14.7,20,1,0,0,0,0,0,1,17.3,17.3,90.4%,TB,10,2018
19,Robert Woods,4,5,89,22.3,35,3,0,3,17,0,0,1,14.6,14.6,2.7%,HOU,10,2018
20,Josh Doctson,4,4,46,11.5,15,0,1,0,0,0,0,1,14.6,14.6,0.0%,FA,10,2018
21,Danny Amendola,7,10,72,10.3,39,2,0,0,0,0,0,1,14.2,14.2,0.0%,FA,10,2018
22,Robert Foster,3,4,105,35.0,47,6,0,0,0,0,0,1,13.5,13.5,0.0%,FA,10,2018
23,Amari Cooper,6,10,75,12.5,24,1,0,0,0,0,0,1,13.5,13.5,91.4%,CLE,10,2018
24,Nelson Agholor,5,7,83,16.6,51,4,0,0,0,0,0,1,13.3,13.3,0.9%,BAL,10,2018
25,Josh Gordon,4,12,81,20.3,44,4,0,0,0,0,0,1,12.1,12.1,0.0%,FA,10,2018
26,John Ross,2,6,39,19.5,37,2,1,0,0,0,0,1,11.9,11.9,0.0%,PHI,10,2018
27,DeSean Jackson,5,8,67,13.4,24,1,0,0,0,0,0,1,11.7,11.7,0.6%,FA,10,2018
28,Sterling Shepard,2,3,9,4.5,6,0,1,1,27,0,0,1,11.6,11.6,0.1%,TB,10,2018
29,Larry Fitzgerald,6,10,50,8.3,15,0,0,0,0,0,0,1,11.0,11.0,0.2%,FA,10,2018
30,Marquise Goodwin,4,5,69,17.3,26,1,0,0,0,0,0,1,10.9,10.9,0.0%,FA,10,2018
31,T.Y. Hilton,3,7,77,25.7,35,4,0,0,0,0,0,1,10.7,10.7,3.0%,FA,10,2018
32,Maurice Harris,5,5,52,10.4,20,1,0,1,4,0,0,1,10.6,10.6,0.0%,FA,10,2018
33,Marquez Valdes-Scantling,6,7,44,7.3,11,0,0,0,0,0,0,1,10.4,10.4,1.3%,BUF,10,2018
34,Rashard Higgins,1,1,28,28.0,28,1,1,0,0,0,0,1,9.8,9.8,0.0%,FA,10,2018
35,Tyler Boyd,3,4,65,21.7,36,3,0,0,0,0,0,1,9.5,9.5,28.0%,TEN,10,2018
36,Dede Westbrook,5,10,30,6.0,11,0,0,2,13,0,0,1,9.3,9.3,0.0%,FA,10,2018
37,DeVante Parker,5,11,43,8.6,14,0,0,0,0,0,0,1,9.3,9.3,1.7%,FA,10,2018
38,Cooper Kupp,5,8,39,7.8,25,1,0,0,0,0,0,1,8.9,8.9,97.9%,LAR,10,2018
39,Doug Baldwin,5,5,39,7.8,15,0,0,0,0,0,0,1,8.9,8.9,0.0%,FA,10,2018
40,Alshon Jeffery,4,8,48,12.0,17,0,0,0,0,0,0,1,8.8,8.8,0.0%,FA,10,2018
41,Mohamed Sanu Sr.,6,8,47,7.8,11,0,0,0,0,0,1,1,8.7,8.7,0.0%,FA,10,2018
42,Brandon LaFell,4,6,47,11.8,15,0,0,0,0,0,0,1,8.7,8.7,0.0%,FA,10,2018
43,Tyrell Williams,4,6,46,11.5,31,2,0,0,0,0,0,1,8.6,8.6,0.0%,FA,10,2018
44,Marvin Jones Jr.,3,7,55,18.3,32,2,0,0,0,0,0,1,8.5,8.5,0.1%,FA,10,2018
45,Dontrelle Inman,4,4,41,10.3,16,0,0,0,0,0,0,1,8.1,8.1,0.0%,FA,10,2018
46,Mike Evans,3,6,51,17.0,23,1,0,0,0,0,0,1,8.1,8.1,98.1%,TB,10,2018
47,Cole Beasley,4,5,37,9.3,21,1,0,0,0,0,0,1,7.7,7.7,0.0%,FA,10,2018
48,Kendrick Bourne,4,6,33,8.3,13,0,0,0,0,0,0,1,7.3,7.3,4.7%,NE,10,2018
49,Adam Humphries,2,3,53,26.5,29,2,0,0,0,0,0,1,7.3,7.3,0.0%,FA,10,2018
50,Calvin Ridley,3,5,37,12.3,31,2,0,1,3,0,0,1,7.0,7.0,95.3%,TEN,10,2018
51,Jordan Matthews,3,3,40,13.3,18,0,0,0,0,0,0,1,7.0,7.0,0.0%,CAR,10,2018
52,Seth Roberts,3,3,39,13.0,15,0,0,0,0,0,0,1,6.9,6.9,0.0%,FA,10,2018
53,DJ Moore,4,5,20,5.0,11,0,0,1,5,0,0,1,6.5,6.5,97.7%,CHI,10,2018
54,Keith Kirkwood,2,2,45,22.5,42,3,0,0,0,0,0,1,6.5,6.5,0.0%,FA,10,2018
55,Devin Funchess,3,5,32,10.7,15,0,0,0,0,0,0,1,6.2,6.2,0.0%,FA,10,2018
56,Demarcus Robinson,3,4,30,10.0,17,0,0,0,0,0,0,1,6.0,6.0,15.2%,LAR,10,2018
57,Allen Hurns,2,2,40,20.0,23,1,0,0,0,0,0,1,6.0,6.0,0.0%,FA,10,2018
58,Antonio Callaway,2,2,39,19.5,25,1,0,0,0,0,0,1,5.9,5.9,0.0%,FA,10,2018
59,Quincy Enunwa,4,8,18,4.5,7,0,0,0,0,0,0,1,5.8,5.8,0.0%,FA,10,2018
60,Cameron Batson,2,3,36,18.0,26,1,0,0,0,0,0,1,5.6,5.6,0.0%,FA,10,2018
61,Isaiah McKenzie,1,1,14,14.0,14,0,0,3,32,0,0,1,5.6,5.6,0.2%,NYG,10,2018
62,Michael Gallup,2,3,34,17.0,25,1,0,0,0,0,0,1,5.4,5.4,6.4%,LV,10,2018
63,Breshad Perriman,2,2,33,16.5,17,0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,10,2018
64,Jarius Wright,3,3,22,7.3,9,0,0,0,0,0,0,1,5.2,5.2,0.0%,FA,10,2018
65,Dante Pettis,4,6,12,3.0,8,0,0,0,0,0,0,1,5.2,5.2,0.1%,CHI,10,2018
66,Ryan Switzer,2,2,31,15.5,18,0,0,0,0,0,0,1,5.1,5.1,0.0%,FA,10,2018
67,Martavis Bryant,3,3,17,5.7,8,0,0,1,2,0,0,1,4.9,4.9,0.0%,FA,10,2018
68,Kenny Stills,2,3,26,13.0,18,0,0,0,0,0,0,1,4.6,4.6,0.0%,FA,10,2018
69,Leonte Carroo,1,1,20,20.0,20,1,0,1,14,0,0,1,4.4,4.4,0.0%,FA,10,2018
70,Jarvis Landry,2,5,22,11.0,12,0,0,0,0,0,0,1,4.2,4.2,14.0%,FA,10,2018
71,Austin Carr,2,2,20,10.0,12,0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,10,2018
72,Golden Tate,2,4,19,9.5,7,0,0,0,0,0,0,1,3.9,3.9,0.0%,FA,10,2018
73,Curtis Samuel,4,4,18,4.5,11,0,0,1,1,0,1,1,3.9,3.9,48.9%,BUF,10,2018
74,Phillip Dorsett II,2,2,18,9.0,11,0,0,0,0,0,0,1,3.8,3.8,0.0%,DEN,10,2018
75,Cody Core,2,2,17,8.5,11,0,0,0,0,0,0,1,3.7,3.7,0.0%,FA,10,2018
76,Jermaine Kearse,2,5,16,8.0,8,0,0,0,0,0,0,1,3.6,3.6,0.0%,FA,10,2018
77,Michael Floyd,2,3,15,7.5,9,0,0,0,0,0,0,1,3.5,3.5,0.0%,FA,10,2018
