Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,DeAndre Hopkins,10,11,170,17.0,45,5,2,0,0,0,0,1,39.0,39.0,92.5%,TEN,15,2018
2,Mike Williams,7,9,76,10.9,38,2,2,1,19,1,0,1,36.5,36.5,48.1%,NYJ,15,2018
3,Alshon Jeffery,8,8,160,20.0,50,7,0,0,0,0,0,1,24.0,24.0,0.0%,FA,15,2018
4,Doug Baldwin,4,6,77,19.3,35,3,2,0,0,0,0,1,23.7,23.7,0.0%,FA,15,2018
5,Robbie Chosen,7,11,96,13.7,26,2,1,0,0,0,0,1,22.6,22.6,0.0%,FA,15,2018
6,Davante Adams,8,13,119,14.9,28,3,0,0,0,0,0,1,21.9,21.9,99.9%,LV,15,2018
7,Kenny Golladay,7,8,146,20.9,40,8,0,0,0,0,0,1,21.6,21.6,4.0%,FA,15,2018
8,Robert Foster,4,5,108,27.0,42,6,1,0,0,0,0,1,20.8,20.8,0.0%,FA,15,2018
9,Julio Jones,6,8,82,13.7,22,2,1,0,0,0,0,1,20.2,20.2,0.6%,FA,15,2018
10,Robert Woods,7,9,74,10.6,20,1,0,1,19,0,0,1,16.3,16.3,2.7%,HOU,15,2018
11,Mike Evans,4,9,121,30.3,64,6,0,0,0,0,0,1,16.1,16.1,98.1%,TB,15,2018
12,Julian Edelman,7,11,90,12.9,34,3,0,0,0,0,0,1,16.0,16.0,12.1%,FA,15,2018
13,Stefon Diggs,4,7,49,12.3,17,0,1,1,9,0,0,1,15.8,15.8,99.7%,HOU,15,2018
14,Larry Fitzgerald,7,8,82,11.7,26,1,0,0,0,0,0,1,15.2,15.2,0.2%,FA,15,2018
15,Antonio Brown,4,7,49,12.3,24,1,1,0,0,0,0,1,14.9,14.9,0.8%,FA,15,2018
16,Chris Hogan,2,3,68,34.0,63,4,1,0,0,0,0,1,14.8,14.8,0.0%,FA,15,2018
