Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Michael Thomas,12,15,211,17.6,72,4,1,0,0,0,0,1,39.1,39.1,17.2%,FA,9,2018
2,Adam Humphries,8,8,82,10.3,30,2,2,1,7,0,0,1,28.9,28.9,0.0%,FA,9,2018
3,DeAndre Hopkins,10,12,105,10.5,16,0,1,0,0,0,0,1,26.5,26.5,92.5%,TEN,9,2018
4,Julio Jones,7,10,121,17.3,35,4,1,0,0,0,0,1,25.1,25.1,0.6%,FA,9,2018
5,Josh Gordon,5,9,130,26.0,55,5,1,0,0,0,0,1,24.0,24.0,0.0%,FA,9,2018
6,Brandin Cooks,6,8,114,19.0,48,4,1,0,0,0,0,1,23.4,23.4,43.9%,DAL,9,2018
7,Maurice Harris,10,12,124,12.4,33,2,0,0,0,0,0,1,22.4,22.4,0.0%,FA,9,2018
8,Keenan Allen,6,10,124,20.7,54,5,0,2,28,0,0,1,21.2,21.2,91.1%,CHI,9,2018
9,Cooper Kupp,5,6,89,17.8,41,4,1,0,0,0,0,1,19.9,19.9,97.9%,LAR,9,2018
10,Curtis Samuel,2,4,25,12.5,19,0,1,1,33,1,0,1,19.8,19.8,48.9%,BUF,9,2018
11,Calvin Ridley,6,9,71,11.8,40,3,1,1,6,0,0,1,19.7,19.7,95.3%,TEN,9,2018
12,Julian Edelman,6,10,71,11.8,33,2,0,2,28,0,0,1,17.4,17.4,12.1%,FA,9,2018
13,Amari Cooper,5,8,58,11.6,19,0,1,0,0,0,0,1,16.8,16.8,91.4%,CLE,9,2018
14,Davante Adams,6,9,40,6.7,10,0,1,0,0,0,0,1,16.0,16.0,99.9%,LV,9,2018
15,Antonio Brown,5,10,42,8.4,11,0,1,0,0,0,0,1,15.2,15.2,0.8%,FA,9,2018
16,JuJu Smith-Schuster,7,9,78,11.1,22,1,0,0,0,0,0,1,14.8,14.8,7.0%,NE,9,2018
17,Pierre Garcon,3,5,56,18.7,25,2,1,0,0,0,0,1,14.6,14.6,0.0%,FA,9,2018
