Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Odell Beckham Jr.,8,11,143,17.9,51,5,1,1,-1,0,0,1,28.2,28.2,33.2%,MIA,7,2018
2,Emmanuel Sanders,6,7,102,17.0,64,4,1,0,0,0,0,1,27.3,27.3,0.0%,FA,7,2018
3,John Brown,7,7,134,19.1,56,4,1,0,0,0,0,1,26.4,26.4,0.0%,FA,7,2018
4,Adam Thielen,9,10,110,12.2,34,3,1,0,0,0,0,1,26.0,26.0,76.1%,CAR,7,2018
5,Jarvis Landry,10,15,97,9.7,20,1,1,0,0,0,0,1,25.7,25.7,14.0%,FA,7,2018
6,Alshon Jeffery,7,10,88,12.6,29,2,1,0,0,0,0,1,21.8,21.8,0.0%,FA,7,2018
7,Tyrell Williams,4,4,118,29.5,75,5,1,0,0,0,0,1,21.8,21.8,0.0%,FA,7,2018
8,Sterling Shepard,5,8,167,33.4,58,10,0,0,0,0,0,1,21.7,21.7,0.1%,TB,7,2018
9,Tyreek Hill,7,10,68,9.7,27,1,1,2,8,0,0,1,20.6,20.6,100.0%,MIA,7,2018
10,Danny Amendola,6,7,84,14.0,24,1,1,0,0,0,0,1,20.4,20.4,0.0%,FA,7,2018
11,Michael Thomas,7,9,69,9.9,32,2,1,0,0,0,0,1,19.9,19.9,17.2%,FA,7,2018
12,A.J. Green,7,14,117,16.7,31,5,0,0,0,0,0,1,18.7,18.7,0.6%,FA,7,2018
13,T.Y. Hilton,4,4,25,6.3,11,0,2,0,0,0,0,1,18.5,18.5,3.0%,FA,7,2018
14,Devin Funchess,6,11,62,10.3,18,0,1,0,0,0,0,1,18.2,18.2,0.0%,FA,7,2018
15,Mike Evans,7,11,107,15.3,29,2,0,0,0,0,0,1,17.7,17.7,98.1%,TB,7,2018
16,Julio Jones,9,12,104,11.6,19,0,0,0,0,0,1,1,17.4,17.4,0.6%,FA,7,2018
17,Brandin Cooks,4,5,64,16.0,23,2,1,1,7,0,0,1,17.1,17.1,43.9%,DAL,7,2018
18,Tajae Sharpe,7,9,101,14.4,19,0,0,0,0,0,0,1,17.1,17.1,0.0%,FA,7,2018
19,Michael Gallup,3,5,81,27.0,49,4,1,0,0,0,0,1,17.1,17.1,6.4%,LV,7,2018
20,Marvin Hall,3,3,63,21.0,47,3,1,0,0,0,0,1,15.3,15.3,0.0%,FA,7,2018
