Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Amari Cooper,8,9,180,22.5,90,7,2,0,0,0,0,1,38.0,38.0,91.4%,CLE,12,2018
2,JuJu Smith-Schuster,13,17,189,14.5,97,4,1,0,0,0,0,1,37.9,37.9,7.0%,NE,12,2018
3,Adam Thielen,8,9,125,15.6,33,4,1,0,0,0,0,1,26.5,26.5,76.1%,CAR,12,2018
4,Julio Jones,11,14,147,13.4,21,2,0,1,1,0,1,1,23.8,23.8,0.6%,FA,12,2018
5,Corey Davis,4,4,96,24.0,48,4,1,1,39,0,0,1,23.5,23.5,0.0%,FA,12,2018
6,Stefon Diggs,8,11,77,9.6,30,3,1,1,12,0,0,1,22.9,22.9,99.7%,HOU,12,2018
7,Emmanuel Sanders,7,12,86,12.3,38,2,1,0,0,0,0,1,21.6,21.6,0.0%,FA,12,2018
8,Tyler Boyd,7,8,85,12.1,28,2,1,0,0,0,0,1,21.5,21.5,28.0%,TEN,12,2018
9,Tyler Lockett,5,5,107,21.4,43,4,1,1,-2,0,0,1,21.5,21.5,88.8%,SEA,12,2018
10,Calvin Ridley,8,13,93,11.6,50,5,1,0,0,0,1,1,21.3,21.3,95.3%,TEN,12,2018
11,David Moore,4,5,103,25.8,54,6,1,0,0,0,0,1,20.3,20.3,0.1%,CAR,12,2018
12,Keenan Allen,7,7,72,10.3,20,1,1,0,0,0,0,1,20.2,20.2,91.1%,CHI,12,2018
13,Demaryius Thomas,4,5,38,9.5,12,0,2,0,0,0,0,1,19.8,19.8,0.1%,FA,12,2018
14,T.Y. Hilton,7,10,125,17.9,36,5,0,0,0,0,0,1,19.5,19.5,3.0%,FA,12,2018
15,Jermaine Kearse,6,12,66,11.0,17,0,1,0,0,0,0,1,18.6,18.6,0.0%,FA,12,2018
16,Mike Williams,4,4,25,6.3,10,0,2,0,0,0,0,1,18.5,18.5,48.1%,NYJ,12,2018
17,Julian Edelman,4,5,84,21.0,36,3,1,0,0,0,0,1,18.4,18.4,12.1%,FA,12,2018
18,Davante Adams,5,8,69,13.8,36,2,1,0,0,0,0,1,17.9,17.9,99.9%,LV,12,2018
19,DJ Moore,8,9,91,11.4,28,1,0,1,7,0,0,1,17.8,17.8,97.7%,CHI,12,2018
20,Dante Pettis,4,7,77,19.3,25,2,1,0,0,0,0,1,17.7,17.7,0.1%,CHI,12,2018
21,Dede Westbrook,3,4,44,14.7,25,1,1,1,43,0,0,1,17.7,17.7,0.0%,FA,12,2018
22,Mike Evans,6,8,116,19.3,42,5,0,0,0,0,0,1,17.6,17.6,98.1%,TB,12,2018
23,Adam Humphries,6,6,54,9.0,28,1,1,0,0,0,0,1,17.4,17.4,0.0%,FA,12,2018
24,Robert Foster,2,3,94,47.0,75,4,1,0,0,0,0,1,17.4,17.4,0.0%,FA,12,2018
25,Antonio Callaway,4,5,62,15.5,21,1,1,0,0,0,0,1,16.2,16.2,0.0%,FA,12,2018
26,Antonio Brown,9,13,67,7.4,14,0,0,0,0,0,0,1,15.7,15.7,0.8%,FA,12,2018
27,Leonte Carroo,1,2,74,74.0,74,4,1,0,0,0,0,1,14.4,14.4,0.0%,FA,12,2018
28,Kenny Golladay,5,8,90,18.0,43,4,0,0,0,0,0,1,14.0,14.0,4.0%,FA,12,2018
29,Trey Quinn,5,6,26,5.2,10,0,1,0,0,0,0,1,13.6,13.6,0.0%,FA,12,2018
30,Odell Beckham Jr.,5,9,85,17.0,39,2,0,0,0,0,0,1,13.5,13.5,33.2%,MIA,12,2018
31,Ryan Switzer,6,8,67,11.2,24,1,0,1,4,0,0,1,13.1,13.1,0.0%,FA,12,2018
32,Josh Doctson,6,10,66,11.0,17,0,0,0,0,0,0,1,12.6,12.6,0.0%,FA,12,2018
33,DeAndre Hopkins,5,6,74,14.8,28,2,0,0,0,0,0,1,12.4,12.4,92.5%,TEN,12,2018
34,Curtis Samuel,2,2,17,8.5,10,0,1,1,25,0,0,1,12.2,12.2,48.9%,BUF,12,2018
35,John Ross,3,7,31,10.3,17,0,1,0,0,0,0,1,12.1,12.1,0.0%,PHI,12,2018
36,Josh Gordon,5,5,70,14.0,23,1,0,0,0,0,0,1,12.0,12.0,0.0%,FA,12,2018
37,Taylor Gabriel,7,8,49,7.0,11,0,0,0,0,0,0,1,11.9,11.9,0.1%,FA,12,2018
38,Mohamed Sanu Sr.,4,4,74,18.5,37,2,0,1,3,0,0,1,11.7,11.7,0.0%,FA,12,2018
39,Quincy Enunwa,4,4,73,18.3,41,3,0,0,0,0,0,1,11.3,11.3,0.0%,FA,12,2018
40,Michael Crabtree,3,6,21,7.0,10,0,1,0,0,0,0,1,11.1,11.1,0.0%,FA,12,2018
