Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Keenan Allen,14,19,148,10.6,21,1,1,0,0,0,0,1,36.8,36.8,91.1%,CHI,13,2018
2,Antonio Brown,10,13,154,15.4,46,4,1,0,0,0,0,1,31.4,31.4,0.8%,FA,13,2018
3,Dante Pettis,5,7,129,25.8,75,4,2,1,-2,0,0,1,29.7,29.7,0.1%,CHI,13,2018
4,Zay Jones,4,9,67,16.8,25,2,2,0,0,0,0,1,24.7,24.7,17.3%,ARI,13,2018
5,Golden Tate,7,7,85,12.1,32,2,1,0,0,0,0,1,23.5,23.5,0.0%,FA,13,2018
6,Davante Adams,8,13,93,11.6,19,0,1,0,0,0,0,1,23.3,23.3,99.9%,LV,13,2018
7,Jaron Brown,3,3,67,22.3,45,3,2,0,0,0,0,1,21.7,21.7,0.0%,FA,13,2018
8,Chris Godwin,5,6,101,20.2,48,3,1,0,0,0,0,1,21.1,21.1,90.4%,TB,13,2018
9,Jordy Nelson,10,11,97,9.7,24,2,0,0,0,0,0,1,19.7,19.7,0.1%,FA,13,2018
10,Adam Humphries,7,9,61,8.7,13,0,1,0,0,0,0,1,19.1,19.1,0.0%,FA,13,2018
11,Robert Woods,5,8,67,13.4,23,1,1,2,11,0,0,1,18.8,18.8,2.7%,HOU,13,2018
12,Odell Beckham Jr.,3,9,35,11.7,20,1,1,0,0,0,0,1,18.5,18.5,33.2%,MIA,13,2018
13,Courtland Sutton,4,7,85,21.3,30,3,1,0,0,0,0,1,18.5,18.5,83.4%,DEN,13,2018
14,Jarvis Landry,6,9,103,17.2,28,3,0,0,0,0,0,1,16.3,16.3,14.0%,FA,13,2018
15,Rashard Higgins,4,4,62,15.5,21,1,1,0,0,0,0,1,16.2,16.2,0.0%,FA,13,2018
16,DeAndre Hopkins,7,12,91,13.0,29,2,0,0,0,0,0,1,16.1,16.1,92.5%,TEN,13,2018
17,T.Y. Hilton,8,13,77,9.6,16,0,0,0,0,0,0,1,15.7,15.7,3.0%,FA,13,2018
18,Tyler Boyd,6,8,97,16.2,23,3,0,0,0,0,0,1,15.7,15.7,28.0%,TEN,13,2018
19,Curtis Samuel,6,11,88,14.7,31,3,0,1,8,0,0,1,15.6,15.6,48.9%,BUF,13,2018
20,Josh Gordon,3,3,58,19.3,24,2,1,0,0,0,0,1,14.8,14.8,0.0%,FA,13,2018
21,Corey Davis,3,7,42,14.0,22,1,1,1,12,0,0,1,14.4,14.4,0.0%,FA,13,2018
