Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Antonio Brown,14,19,185,13.2,28,3,2,0,0,0,0,1,44.5,44.5,0.8%,FA,16,2018
2,Robbie Chosen,9,13,140,15.6,33,3,1,0,0,0,0,1,29.0,29.0,0.0%,FA,16,2018
3,Robert Woods,6,7,89,14.8,39,2,1,2,15,1,0,1,28.4,28.4,2.7%,HOU,16,2018
4,Michael Thomas,11,13,109,9.9,28,2,1,0,0,0,0,1,27.9,27.9,17.2%,FA,16,2018
5,Doug Baldwin,7,12,126,18.0,29,2,1,0,0,0,0,1,25.6,25.6,0.0%,FA,16,2018
6,Davante Adams,11,18,71,6.5,16,0,1,0,0,0,0,1,24.1,24.1,99.9%,LV,16,2018
7,Nelson Agholor,5,7,116,23.2,83,4,1,0,0,0,0,1,22.6,22.6,0.9%,BAL,16,2018
8,Mohamed Sanu Sr.,5,8,81,16.2,44,3,1,2,29,0,0,1,22.0,22.0,0.0%,FA,16,2018
9,Mike Evans,6,10,90,15.0,38,2,1,0,0,0,0,1,21.0,21.0,98.1%,TB,16,2018
10,T.Y. Hilton,7,8,138,19.7,55,6,0,0,0,0,0,1,20.8,20.8,3.0%,FA,16,2018
11,JuJu Smith-Schuster,11,15,115,10.5,23,2,0,0,0,0,1,1,20.5,20.5,7.0%,NE,16,2018
12,DeAndre Hopkins,9,12,104,11.6,18,0,0,0,0,0,0,1,19.4,19.4,92.5%,TEN,16,2018
13,Julian Edelman,6,10,70,11.7,32,2,1,0,0,0,0,1,19.0,19.0,12.1%,FA,16,2018
14,Courtland Sutton,6,10,65,10.8,20,1,1,0,0,0,0,1,18.5,18.5,83.4%,DEN,16,2018
15,Chester Rogers,7,7,54,7.7,15,0,1,0,0,0,0,1,18.4,18.4,0.0%,FA,16,2018
16,Calvin Ridley,3,5,90,30.0,75,4,1,0,0,0,0,1,18.0,18.0,95.3%,TEN,16,2018
17,Rashard Higgins,6,7,60,10.0,17,0,1,0,0,0,0,1,18.0,18.0,0.0%,FA,16,2018
18,Adam Humphries,10,12,79,7.9,16,0,0,0,0,0,0,1,17.9,17.9,0.0%,FA,16,2018
19,Zay Jones,5,9,67,13.4,31,2,1,0,0,0,0,1,17.7,17.7,17.3%,ARI,16,2018
20,Sterling Shepard,6,7,113,18.8,55,5,0,1,-3,0,0,1,17.0,17.0,0.1%,TB,16,2018
21,Larry Fitzgerald,6,9,53,8.8,18,0,0,0,0,0,0,1,16.6,16.6,0.2%,FA,16,2018
22,DaeSean Hamilton,6,9,40,6.7,15,0,1,0,0,0,0,1,16.0,16.0,0.0%,FA,16,2018
23,Jake Kumerow,3,3,68,22.7,49,3,1,0,0,0,0,1,15.8,15.8,0.0%,FA,16,2018
24,Dontrelle Inman,4,5,46,11.5,29,1,1,0,0,0,0,1,14.6,14.6,0.0%,FA,16,2018
25,Jordy Nelson,7,10,75,10.7,16,0,0,0,0,0,0,1,14.5,14.5,0.1%,FA,16,2018
26,Equanimeous St. Brown,5,5,94,18.8,34,3,0,0,0,0,0,1,14.4,14.4,0.1%,NO,16,2018
27,Michael Gallup,3,4,53,17.7,31,2,1,0,0,0,0,1,14.3,14.3,6.4%,LV,16,2018
28,Tyler Lockett,4,5,99,24.8,45,4,0,0,0,0,0,1,13.9,13.9,88.8%,SEA,16,2018
29,Allen Robinson II,6,8,85,14.2,43,3,0,1,9,0,1,1,13.4,13.4,0.6%,NYG,16,2018
30,Adam Thielen,5,6,80,16.0,40,3,0,1,3,0,0,1,13.3,13.3,76.1%,CAR,16,2018
31,Tyreek Hill,4,9,74,18.5,32,2,0,2,17,0,0,1,13.1,13.1,100.0%,MIA,16,2018
32,Jamison Crowder,5,7,78,15.6,30,2,0,0,0,0,0,1,12.8,12.8,0.3%,WAS,16,2018
33,Julio Jones,4,5,28,7.0,11,0,1,0,0,0,0,1,12.8,12.8,0.6%,FA,16,2018
34,Marquez Valdes-Scantling,5,9,75,15.0,42,3,0,0,0,0,0,1,12.5,12.5,1.3%,BUF,16,2018
35,Dede Westbrook,7,8,45,6.4,22,1,0,1,9,0,0,1,12.4,12.4,0.0%,FA,16,2018
36,Ted Ginn Jr.,5,8,74,14.8,25,1,0,0,0,0,0,1,12.4,12.4,0.0%,FA,16,2018
37,Trent Sherfield Sr.,6,6,62,10.3,15,0,0,0,0,0,0,1,12.2,12.2,0.1%,MIN,16,2018
38,DeAndre Carter,6,7,61,10.2,24,1,0,0,0,0,0,1,12.1,12.1,0.0%,CHI,16,2018
39,Jarius Wright,7,8,69,9.9,24,1,0,0,0,0,1,1,11.9,11.9,0.0%,FA,16,2018
40,Jarvis Landry,4,8,47,11.8,19,0,0,1,6,0,0,1,11.8,11.8,14.0%,FA,16,2018
41,Kenny Golladay,6,15,58,9.7,21,1,0,0,0,0,0,1,11.8,11.8,4.0%,FA,16,2018
42,Anthony Miller,3,3,24,8.0,12,0,1,1,4,0,0,1,11.8,11.8,0.0%,FA,16,2018
43,Kendrick Bourne,4,6,73,18.3,25,2,0,0,0,0,0,1,11.3,11.3,4.7%,NE,16,2018
44,Alshon Jeffery,3,5,82,27.3,52,4,0,0,0,0,0,1,11.2,11.2,0.0%,FA,16,2018
45,Curtis Samuel,7,13,41,5.9,9,0,0,0,0,0,0,1,11.1,11.1,48.9%,BUF,16,2018
46,Keenan Allen,5,8,58,11.6,17,0,0,0,0,0,0,1,10.8,10.8,91.1%,CHI,16,2018
47,Vyncint Smith,1,1,35,35.0,35,2,1,0,0,0,0,1,10.5,10.5,0.0%,FA,16,2018
48,T.J. Jones,6,6,42,7.0,12,0,0,0,0,0,0,1,10.2,10.2,0.0%,FA,16,2018
49,Cole Beasley,5,5,50,10.0,13,0,0,0,0,0,0,1,10.0,10.0,0.0%,FA,16,2018
50,Demarcus Robinson,2,3,17,8.5,11,0,1,0,0,0,0,1,9.7,9.7,15.2%,LAR,16,2018
51,Breshad Perriman,2,4,76,38.0,63,4,0,0,0,0,0,1,9.6,9.6,0.0%,FA,16,2018
52,Jermaine Kearse,4,4,55,13.8,29,1,0,0,0,0,0,1,9.5,9.5,0.0%,FA,16,2018
53,Taywan Taylor,3,3,64,21.3,35,2,0,0,0,0,0,1,9.4,9.4,0.0%,FA,16,2018
54,Brandin Cooks,3,3,35,11.7,18,0,0,3,27,0,0,1,9.2,9.2,43.9%,DAL,16,2018
55,Robert Foster,4,7,52,13.0,25,1,0,0,0,0,0,1,9.2,9.2,0.0%,FA,16,2018
56,Stefon Diggs,2,6,10,5.0,8,0,1,0,0,0,0,1,9.0,9.0,99.7%,HOU,16,2018
57,Donte Moncrief,4,4,43,10.8,19,0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,16,2018
58,Zach Pascal,4,7,41,10.3,15,0,0,0,0,0,0,1,8.1,8.1,0.1%,ARI,16,2018
59,John Ross,1,5,3,3.0,3,0,1,1,7,0,0,1,8.0,8.0,0.0%,PHI,16,2018
60,Michael Floyd,1,3,7,7.0,7,0,1,0,0,0,0,1,7.7,7.7,0.0%,FA,16,2018
61,Cody Core,2,3,36,18.0,27,1,0,0,0,0,0,1,7.6,7.6,0.0%,FA,16,2018
62,Corey Davis,3,5,45,15.0,16,0,0,1,1,0,0,1,7.6,7.6,0.0%,FA,16,2018
63,Chris Godwin,3,6,39,13.0,20,1,0,0,0,0,0,1,6.9,6.9,90.4%,TB,16,2018
64,Danny Amendola,3,3,40,13.3,20,1,0,1,-2,0,0,1,6.8,6.8,0.0%,FA,16,2018
65,Demaryius Thomas,3,5,37,12.3,15,0,0,0,0,0,0,1,6.7,6.7,0.1%,FA,16,2018
66,Tim Patrick,3,5,44,14.7,26,1,0,1,-7,0,0,1,6.7,6.7,0.6%,DEN,16,2018
67,Taylor Gabriel,3,3,28,9.3,16,0,0,1,8,0,0,1,6.6,6.6,0.1%,FA,16,2018
68,Chris Conley,3,5,54,18.0,23,1,0,0,0,0,1,1,6.4,6.4,0.1%,SF,16,2018
69,Josh Reynolds,2,2,44,22.0,26,1,0,0,0,0,0,1,6.4,6.4,7.4%,DEN,16,2018
70,Darius Jennings,3,3,29,9.7,14,0,0,1,2,0,0,1,6.1,6.1,0.0%,FA,16,2018
71,Josh Doctson,3,6,30,10.0,22,1,0,0,0,0,0,1,6.0,6.0,0.0%,FA,16,2018
72,Amari Cooper,4,5,20,5.0,11,0,0,0,0,0,0,1,6.0,6.0,91.4%,CLE,16,2018
73,Marquise Goodwin,3,9,29,9.7,17,0,0,0,0,0,0,1,5.9,5.9,0.0%,FA,16,2018
74,Keith Kirkwood,2,4,35,17.5,23,1,0,0,0,0,0,1,5.5,5.5,0.0%,FA,16,2018
75,Alex Erickson,2,2,35,17.5,28,1,0,0,0,0,0,1,5.5,5.5,0.0%,FA,16,2018
76,Dante Pettis,3,5,21,7.0,13,0,0,0,0,0,0,1,5.1,5.1,0.1%,CHI,16,2018
77,Bobo Wilson,2,3,28,14.0,25,1,0,0,0,0,0,1,4.8,4.8,0.1%,FA,16,2018
78,Ryan Switzer,3,3,18,6.0,13,0,0,0,0,0,0,1,4.8,4.8,0.0%,FA,16,2018
