Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyreek Hill,7,12,142,20.3,75,5,3,1,0,0,0,1,39.2,39.2,100.0%,MIA,6,2018
2,Davante Adams,10,16,132,13.2,38,2,2,0,0,0,0,1,35.2,35.2,99.9%,LV,6,2018
3,Albert Wilson,6,9,155,25.8,75,8,2,1,-5,0,0,1,33.0,33.0,0.0%,FA,6,2018
4,Cole Beasley,9,11,101,11.2,21,1,2,0,0,0,0,1,31.1,31.1,0.0%,FA,6,2018
5,Adam Thielen,11,13,123,11.2,17,0,1,0,0,0,0,1,29.3,29.3,76.1%,CAR,6,2018
6,Marquise Goodwin,4,5,126,31.5,67,6,2,1,5,0,0,1,29.1,29.1,0.0%,FA,6,2018
7,Alshon Jeffery,8,12,74,9.3,17,0,2,0,0,0,0,1,27.4,27.4,0.0%,FA,6,2018
8,Tyrell Williams,3,4,118,39.3,45,7,2,1,1,0,0,1,26.9,26.9,0.0%,FA,6,2018
9,Tyler Boyd,7,9,62,8.9,16,0,2,0,0,0,0,1,25.2,25.2,28.0%,TEN,6,2018
10,Emmanuel Sanders,7,10,115,16.4,43,5,1,0,0,0,0,1,24.5,24.5,0.0%,FA,6,2018
11,Julio Jones,10,14,144,14.4,32,3,0,0,0,0,0,1,24.4,24.4,0.6%,FA,6,2018
12,Antonio Brown,5,6,105,21.0,48,5,1,0,0,0,0,1,21.5,21.5,0.8%,FA,6,2018
13,Michael Crabtree,6,9,93,15.5,27,3,1,0,0,0,0,1,21.3,21.3,0.0%,FA,6,2018
14,JuJu Smith-Schuster,7,10,111,15.9,29,3,0,0,0,0,0,1,20.1,20.1,7.0%,NE,6,2018
15,Robert Woods,7,10,109,15.6,28,1,0,1,12,0,0,1,19.1,19.1,2.7%,HOU,6,2018
16,Devin Funchess,5,8,74,14.8,23,2,1,0,0,0,0,1,18.4,18.4,0.0%,FA,6,2018
17,Jermaine Kearse,9,10,94,10.4,22,2,0,0,0,0,0,1,18.4,18.4,0.0%,FA,6,2018
18,Chris Godwin,6,9,56,9.3,14,0,1,0,0,0,0,1,17.6,17.6,90.4%,TB,6,2018
19,Allen Robinson II,5,6,64,12.8,21,1,1,0,0,0,0,1,17.4,17.4,0.6%,NYG,6,2018
20,DeAndre Hopkins,5,6,63,12.6,24,1,1,0,0,0,0,1,17.3,17.3,92.5%,TEN,6,2018
21,Torrey Smith,5,5,43,8.6,12,0,1,0,0,0,0,1,17.3,17.3,0.0%,FA,6,2018
22,Taylor Gabriel,5,5,110,22.0,54,7,0,1,9,0,0,1,16.9,16.9,0.1%,FA,6,2018
23,Terrelle Pryor Sr.,5,6,57,11.4,22,1,1,0,0,0,0,1,16.7,16.7,0.0%,FA,6,2018
24,Julian Edelman,4,7,54,13.5,21,1,1,1,7,0,0,1,16.1,16.1,12.1%,FA,6,2018
25,Chester Rogers,4,10,55,13.8,21,1,1,0,0,0,0,1,15.5,15.5,0.0%,FA,6,2018
26,A.J. Green,7,12,85,12.1,23,1,0,0,0,0,0,1,15.5,15.5,0.6%,FA,6,2018
27,Doug Baldwin,6,8,91,15.2,42,4,0,0,0,0,0,1,15.1,15.1,0.0%,FA,6,2018
28,Demaryius Thomas,3,4,57,19.0,45,3,1,0,0,0,0,1,14.7,14.7,0.1%,FA,6,2018
29,Keenan Allen,4,6,62,15.5,20,1,0,4,41,0,0,1,14.3,14.3,91.1%,CHI,6,2018
30,Damion Ratley,6,8,82,13.7,27,2,0,0,0,0,0,1,14.2,14.2,0.0%,FA,6,2018
31,Danny Amendola,8,11,59,7.4,13,0,0,0,0,0,0,1,13.9,13.9,0.0%,FA,6,2018
32,Christian Kirk,6,7,77,12.8,35,2,0,0,0,0,0,1,13.7,13.7,70.5%,JAC,6,2018
33,Marquez Valdes-Scantling,3,6,103,34.3,60,6,0,0,0,0,0,1,13.3,13.3,1.3%,BUF,6,2018
34,Marcus Johnson,2,3,52,26.0,34,2,1,0,0,0,0,1,13.2,13.2,0.0%,FA,6,2018
35,David Moore,2,3,47,23.5,28,1,1,1,5,0,0,1,13.2,13.2,0.1%,CAR,6,2018
36,Willie Snead IV,7,10,60,8.6,24,1,0,0,0,0,0,1,13.0,13.0,0.0%,FA,6,2018
37,Dede Westbrook,3,5,38,12.7,34,2,1,0,0,0,0,1,12.8,12.8,0.0%,FA,6,2018
38,Mohamed Sanu Sr.,2,2,46,23.0,35,2,1,0,0,0,0,1,12.6,12.6,0.0%,FA,6,2018
39,Zay Jones,3,8,35,11.7,16,0,1,0,0,0,0,1,12.5,12.5,17.3%,ARI,6,2018
40,DeSean Jackson,4,9,77,19.3,21,1,0,1,7,0,0,1,12.4,12.4,0.6%,FA,6,2018
41,Paul Richardson Jr.,3,5,31,10.3,21,1,1,1,2,0,0,1,12.3,12.3,0.0%,FA,6,2018
42,Nelson Agholor,3,5,91,30.3,58,6,0,0,0,0,0,1,12.1,12.1,0.9%,BAL,6,2018
43,Chris Hogan,4,4,78,19.5,42,3,0,0,0,0,0,1,11.8,11.8,0.0%,FA,6,2018
44,Adam Humphries,3,4,82,27.3,51,4,0,0,0,0,0,1,11.2,11.2,0.0%,FA,6,2018
45,Tyler Lockett,3,4,13,4.3,10,0,1,1,7,0,0,1,11.0,11.0,88.8%,SEA,6,2018
46,Odell Beckham Jr.,6,10,44,7.3,12,0,0,0,0,0,0,1,10.4,10.4,33.2%,MIA,6,2018
47,Anthony Miller,1,4,29,29.0,29,1,1,0,0,0,0,1,9.9,9.9,0.0%,FA,6,2018
48,Mike Evans,4,5,58,14.5,19,0,0,0,0,0,0,1,9.8,9.8,98.1%,TB,6,2018
49,Zach Pascal,5,7,35,7.0,15,0,0,1,8,0,0,1,9.3,9.3,0.1%,ARI,6,2018
50,Josh Gordon,5,9,42,8.4,12,0,0,0,0,0,0,1,9.2,9.2,0.0%,FA,6,2018
51,Larry Fitzgerald,5,8,39,7.8,16,0,0,0,0,0,0,1,8.9,8.9,0.2%,FA,6,2018
52,Courtland Sutton,3,4,58,19.3,41,3,0,0,0,0,0,1,8.8,8.8,83.4%,DEN,6,2018
53,Cody Latimer,3,4,52,17.3,39,2,0,0,0,0,0,1,8.2,8.2,0.0%,FA,6,2018
54,Seth Roberts,5,6,31,6.2,9,0,0,0,0,0,0,1,8.1,8.1,0.0%,FA,6,2018
55,Laquon Treadwell,4,4,38,9.5,10,0,0,0,0,0,0,1,7.8,7.8,0.0%,FA,6,2018
56,DJ Moore,4,5,59,14.8,18,0,0,1,18,0,2,1,7.7,7.7,97.7%,CHI,6,2018
57,Pierre Garcon,4,6,37,9.3,18,0,0,0,0,0,0,1,7.7,7.7,0.0%,FA,6,2018
58,Calvin Ridley,3,3,47,15.7,22,1,0,0,0,0,0,1,7.7,7.7,95.3%,TEN,6,2018
59,Jaron Brown,1,1,5,5.0,5,0,1,0,0,0,0,1,7.5,7.5,0.0%,FA,6,2018
60,Brandin Cooks,2,6,53,26.5,44,3,0,0,0,0,0,1,7.3,7.3,43.9%,DAL,6,2018
61,Stefon Diggs,3,4,33,11.0,16,0,0,1,9,0,0,1,7.2,7.2,99.7%,HOU,6,2018
62,Robbie Chosen,3,5,39,13.0,19,0,0,0,0,0,0,1,6.9,6.9,0.0%,FA,6,2018
63,Sterling Shepard,3,7,37,12.3,20,1,0,0,0,0,0,1,6.7,6.7,0.1%,TB,6,2018
64,Kenny Stills,1,2,35,35.0,35,2,0,0,0,0,0,1,6.5,6.5,0.0%,FA,6,2018
65,Kelvin Benjamin,2,6,43,21.5,39,2,0,0,0,0,0,1,6.3,6.3,0.1%,FA,6,2018
66,Justin Hardy,3,7,33,11.0,17,0,0,0,0,0,0,1,6.3,6.3,0.0%,FA,6,2018
67,Keke Coutee,3,5,33,11.0,22,1,0,0,0,0,0,1,6.3,6.3,0.0%,FA,6,2018
68,Jakeem Grant Sr.,3,4,32,10.7,25,1,0,0,0,0,0,1,6.2,6.2,0.0%,FA,6,2018
69,Keelan Cole Sr.,4,5,41,10.3,17,0,0,0,0,0,1,1,6.1,6.1,0.0%,FA,6,2018
70,William Fuller V,2,3,33,16.5,17,0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,6,2018
71,Tajae Sharpe,2,2,33,16.5,17,0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,6,2018
72,Josh Doctson,3,5,20,6.7,8,0,0,0,0,0,0,1,5.0,5.0,0.0%,FA,6,2018
73,Maurice Harris,3,4,13,4.3,13,0,0,1,6,0,0,1,4.9,4.9,0.0%,FA,6,2018
74,Antonio Callaway,2,7,9,4.5,9,0,0,0,0,0,0,1,4.9,4.9,0.0%,FA,6,2018
75,John Brown,2,3,28,14.0,23,1,0,0,0,0,0,1,4.8,4.8,0.0%,FA,6,2018
76,Jordan Matthews,2,3,26,13.0,16,0,0,0,0,0,0,1,4.6,4.6,0.0%,CAR,6,2018
77,Ryan Grant,2,5,24,12.0,12,0,0,0,0,0,0,1,4.4,4.4,0.0%,FA,6,2018
78,Chris Moore,3,3,12,4.0,6,0,0,0,0,0,0,1,4.2,4.2,0.1%,ARI,6,2018
79,Martavis Bryant,2,3,18,9.0,12,0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,6,2018
80,Michael Gallup,1,2,27,27.0,27,1,0,0,0,0,0,1,3.7,3.7,6.4%,LV,6,2018
81,Sammy Watkins,2,4,18,9.0,15,0,0,1,-1,0,0,1,3.7,3.7,0.0%,FA,6,2018
82,Corey Davis,1,4,24,24.0,24,1,0,0,0,0,0,1,3.4,3.4,0.0%,FA,6,2018
83,Brian Quick,2,2,12,6.0,6,0,0,0,0,0,0,1,3.2,3.2,0.0%,FA,6,2018
84,Kendrick Bourne,1,3,22,22.0,22,1,0,0,0,0,0,1,3.2,3.2,4.7%,NE,6,2018
85,Jarvis Landry,2,10,11,5.5,7,0,0,0,0,0,0,1,3.1,3.1,14.0%,FA,6,2018
86,Andre Holmes,1,2,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,0.0%,FA,6,2018
87,Chris Conley,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.1%,SF,6,2018
88,Equanimeous St. Brown,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.1%,NO,6,2018
89,Tavon Austin,1,1,5,5.0,5,0,0,2,14,0,0,1,2.9,2.9,0.1%,FA,6,2018
90,Alex Erickson,2,3,8,4.0,6,0,0,0,0,0,0,1,2.8,2.8,0.0%,FA,6,2018
91,Jordy Nelson,2,3,6,3.0,5,0,0,0,0,0,0,1,2.6,2.6,0.1%,FA,6,2018
92,Mike Williams,1,4,4,4.0,4,0,0,1,10,0,0,1,2.4,2.4,48.1%,NYJ,6,2018
93,Taywan Taylor,1,2,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,6,2018
94,Brandon Marshall,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,2.6%,FA,6,2018
95,DeAndre Carter,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,CHI,6,2018
96,J'Mon Moore,1,1,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0%,FA,6,2018
97,Russell Gage,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,FA,6,2018
98,J.J. Nelson,1,2,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,FA,6,2018
99,Ryan Switzer,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,6,2018
100,Dwayne Harris,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,6,2018
101,Chad Williams,1,2,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,6,2018
102,Jarius Wright,1,2,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,FA,6,2018
103,Cooper Kupp,0,1,0,0.0,0,0,0,1,12,0,0,1,1.2,1.2,97.9%,LAR,6,2018
104,Deonte Thompson,1,1,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,0.0%,FA,6,2018
105,Josh Reynolds,1,2,-2,-2.0,0,0,0,0,0,0,0,1,0.8,0.8,7.4%,DEN,6,2018
106,Justin Hunter,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
107,Michael Floyd,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
108,Josh Bellamy,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
109,Rod Streater,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,6,2018
110,Kamar Aiken,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
111,Allen Hurns,0,5,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
112,Freddie Martino,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,6,2018
113,Donte Moncrief,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
114,Matthew Slater,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
115,Aldrick Robinson,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
116,Andre Roberts,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
117,Victor Bolden Jr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
118,James Washington,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
119,DJ Chark Jr.,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,4.6%,LAC,6,2018
120,Brandon Zylstra,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
121,Tim Patrick,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,DEN,6,2018
122,Josh Malone,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
123,Shelton Gibson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
124,JoJo Natson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
125,Marcus Kemp,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
126,KhaDarel Hodge,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,ATL,6,2018
127,Richie James Jr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
128,Robert Foster,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
129,DaeSean Hamilton,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
130,Justin Watson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.8%,KC,6,2018
131,Cameron Batson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
132,Jawill Davis,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
133,Curtis Samuel,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,48.9%,BUF,6,2018
134,Geremy Davis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
135,Darius Jennings,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
136,Amari Cooper,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,91.4%,CLE,6,2018
137,DeVante Parker,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.7%,FA,6,2018
138,Kevin White,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
139,Sammie Coates,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
140,Ty Montgomery II,2,3,10,5.0,5,0,0,4,12,1,0,1,0.0,0.0,0.0%,FA,6,2018
141,Phillip Dorsett II,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DEN,6,2018
142,Marvin Hall,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
143,Jaydon Mickens,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
144,Demarcus Robinson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,15.2%,LAR,6,2018
145,Cody Core,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
146,Quincy Enunwa,1,1,9,9.0,9,0,0,1,0,0,1,1,-0.1,-0.1,0.0%,FA,6,2018
147,Ray-Ray McCloud III,1,1,2,2.0,2,0,0,0,0,0,1,1,-0.8,-0.8,0.6%,ATL,6,2018
