Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chris Godwin,6,9,114,19.0,30,4,2,0,0,0,0,1,29.4,29.4,90.4%,TB,18,2018
2,Julio Jones,9,13,138,15.3,37,2,1,0,0,0,0,1,28.8,28.8,0.6%,FA,18,2018
3,Mike Evans,6,8,106,17.7,33,2,2,0,0,0,0,1,28.6,28.6,98.1%,TB,18,2018
4,Tyreek Hill,5,7,101,20.2,67,4,1,1,15,1,0,1,28.6,28.6,100.0%,MIA,18,2018
5,Zay Jones,6,9,93,15.5,26,2,2,0,0,0,0,1,27.3,27.3,17.3%,ARI,18,2018
6,DeAndre Hopkins,12,16,147,12.3,43,4,0,0,0,0,0,1,26.7,26.7,92.5%,TEN,18,2018
7,Brandin Cooks,5,9,62,12.4,21,1,2,0,0,0,0,1,23.2,23.2,43.9%,DAL,18,2018
8,Josh Reynolds,4,7,55,13.8,29,1,2,0,0,0,0,1,21.5,21.5,7.4%,DEN,18,2018
9,Cole Beasley,6,6,94,15.7,32,2,1,0,0,0,0,1,21.4,21.4,0.0%,FA,18,2018
10,Jarvis Landry,5,9,102,20.4,48,3,1,0,0,0,0,1,21.2,21.2,14.0%,FA,18,2018
11,Nelson Agholor,5,6,40,8.0,22,1,2,0,0,0,0,1,21.0,21.0,0.9%,BAL,18,2018
12,Mohamed Sanu Sr.,7,10,90,12.9,32,2,0,1,2,0,0,1,20.4,20.4,0.0%,FA,18,2018
13,Julian Edelman,5,6,69,13.8,18,0,1,2,24,0,0,1,20.3,20.3,12.1%,FA,18,2018
14,T.J. Jones,3,4,40,13.3,23,1,2,0,0,0,0,1,19.0,19.0,0.0%,FA,18,2018
15,Stefon Diggs,8,10,47,5.9,18,0,1,0,0,0,0,1,18.7,18.7,99.7%,HOU,18,2018
16,Dontrelle Inman,5,6,77,15.4,29,2,1,0,0,0,0,1,18.7,18.7,0.0%,FA,18,2018
