Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Amari Cooper,10,13,217,21.7,75,6,3,0,0,0,0,1,49.7,49.7,91.4%,CLE,14,2018
2,JuJu Smith-Schuster,8,12,130,16.3,43,4,2,0,0,0,0,1,33.0,33.0,7.0%,NE,14,2018
3,Julio Jones,8,11,106,13.3,28,1,2,0,0,0,0,1,30.6,30.6,0.6%,FA,14,2018
4,T.Y. Hilton,9,12,199,22.1,60,8,0,0,0,0,0,1,28.9,28.9,3.0%,FA,14,2018
5,Kenny Stills,8,9,135,16.9,43,4,1,0,0,0,0,1,27.5,27.5,0.0%,FA,14,2018
6,Jarvis Landry,3,4,57,19.0,51,4,1,2,54,1,1,1,24.1,24.1,14.0%,FA,14,2018
7,Julian Edelman,9,12,86,9.6,20,1,1,0,0,0,0,1,23.6,23.6,12.1%,FA,14,2018
8,Tyreek Hill,8,14,139,17.4,48,4,0,1,6,0,0,1,22.5,22.5,100.0%,MIA,14,2018
9,Dede Westbrook,7,10,88,12.6,23,2,1,0,0,0,0,1,21.8,21.8,0.0%,FA,14,2018
10,Davante Adams,7,11,81,11.6,22,2,1,0,0,0,0,1,21.1,21.1,99.9%,LV,14,2018
11,Michael Thomas,11,13,98,8.9,20,1,0,0,0,0,0,1,20.8,20.8,17.2%,FA,14,2018
12,Keenan Allen,5,8,78,15.6,37,2,1,1,0,0,0,1,18.8,18.8,91.1%,CHI,14,2018
13,Zach Pascal,5,6,68,13.6,28,1,1,0,0,0,0,1,17.8,17.8,0.1%,ARI,14,2018
14,DaeSean Hamilton,7,9,47,6.7,18,0,1,0,0,0,0,1,17.7,17.7,0.0%,FA,14,2018
15,Robbie Chosen,4,7,76,19.0,37,3,1,0,0,0,0,1,17.6,17.6,0.0%,FA,14,2018
16,Robert Foster,7,8,104,14.9,38,2,0,0,0,0,0,1,17.4,17.4,0.0%,FA,14,2018
17,Alshon Jeffery,6,9,50,8.3,12,0,1,0,0,0,0,1,17.0,17.0,0.0%,FA,14,2018
