Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Mike Evans,10,12,207,20.7,63,10,3,0,0,0,0,1,48.7,48.7,98.1%,TB,17,2022
2,Davante Adams,7,11,153,21.9,60,8,2,0,0,0,0,1,34.3,34.3,99.9%,LV,17,2022
3,Brandon Aiyuk,9,12,101,11.2,23,1,1,1,16,0,0,1,26.7,26.7,98.2%,SF,17,2022
4,Amari Cooper,3,4,105,35.0,46,6,2,0,0,0,0,1,25.5,25.5,91.4%,CLE,17,2022
5,DJ Moore,6,10,117,19.5,47,5,1,0,0,0,0,1,23.7,23.7,97.7%,CHI,17,2022
6,CeeDee Lamb,11,14,100,9.1,34,2,0,0,0,0,0,1,21.0,21.0,100.0%,DAL,17,2022
7,Chris Godwin,9,9,120,13.3,24,2,0,0,0,0,1,1,21.0,21.0,90.4%,TB,17,2022
8,Richie James Jr.,7,7,76,10.9,28,1,1,0,0,0,0,1,20.6,20.6,0.0%,FA,17,2022
9,DeVonta Smith,9,13,115,12.8,28,2,0,0,0,0,0,1,20.5,20.5,98.0%,PHI,17,2022
10,A.J. Brown,4,9,97,24.3,78,4,1,0,0,0,0,1,19.7,19.7,99.9%,PHI,17,2022
11,K.J. Osborn,7,7,59,8.4,16,0,1,0,0,0,0,1,18.9,18.9,15.4%,NE,17,2022
12,Jalen Nailor,3,3,89,29.7,47,5,1,0,0,0,0,1,17.9,17.9,0.1%,MIN,17,2022
13,Shi Smith,4,4,70,17.5,38,2,1,0,0,0,0,1,17.0,17.0,0.0%,FA,17,2022
14,Jakobi Meyers,6,9,49,8.2,25,1,1,0,0,0,0,1,16.9,16.9,75.5%,LV,17,2022
15,Mike Williams,7,10,94,13.4,26,1,0,0,0,0,0,1,16.4,16.4,48.1%,NYJ,17,2022
16,Michael Pittman Jr.,6,8,41,6.8,15,0,1,0,0,0,0,1,16.1,16.1,97.2%,IND,17,2022
17,Tyreek Hill,4,7,55,13.8,19,0,0,1,2,1,0,1,15.7,15.7,100.0%,MIA,17,2022
18,Tyquan Thornton,3,7,60,20.0,29,2,1,0,0,0,0,1,15.0,15.0,0.2%,NE,17,2022
19,Robert Woods,5,9,39,7.8,10,0,1,0,0,0,0,1,14.9,14.9,2.7%,HOU,17,2022
20,Isaiah Hodgins,4,5,42,10.5,19,0,1,0,0,0,0,1,14.2,14.2,0.6%,NYG,17,2022
21,Rashid Shaheed,6,6,79,13.2,58,4,0,0,0,0,0,1,13.9,13.9,43.1%,NO,17,2022
22,Treylon Burks,4,8,66,16.5,30,3,0,1,20,0,0,1,12.6,12.6,6.1%,TEN,17,2022
23,Hollywood Brown,6,9,61,10.2,19,0,0,0,0,0,0,1,12.1,12.1,79.0%,KC,17,2022
24,Marvin Jones Jr.,6,7,61,10.2,17,0,0,0,0,0,0,1,12.1,12.1,0.1%,FA,17,2022
25,Keenan Allen,5,6,60,12.0,28,1,0,1,8,0,0,1,11.8,11.8,91.1%,CHI,17,2022
26,Allen Lazard,5,6,59,11.8,16,0,0,0,0,0,0,1,10.9,10.9,4.8%,NYJ,17,2022
27,Jerry Jeudy,7,8,38,5.4,11,0,0,0,0,0,0,1,10.8,10.8,62.0%,CLE,17,2022
28,Van Jefferson,3,3,77,25.7,39,3,0,0,0,0,0,1,10.7,10.7,1.4%,PIT,17,2022
