Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ja'Marr Chase,7,10,132,18.9,60,5,2,0,0,0,0,1,32.2,32.2,99.4%,CIN,6,2022
2,Stefon Diggs,10,13,148,14.8,31,4,1,0,0,0,0,1,30.8,30.8,99.7%,HOU,6,2022
3,Tyreek Hill,12,15,177,14.8,28,3,0,0,0,0,0,1,29.7,29.7,100.0%,MIA,6,2022
4,Brandon Aiyuk,8,11,83,10.4,14,0,2,0,0,0,0,1,28.3,28.3,98.2%,SF,6,2022
5,Michael Pittman Jr.,13,16,134,10.3,20,1,0,0,0,0,0,1,26.4,26.4,97.2%,IND,6,2022
6,Chase Claypool,7,7,96,13.7,26,1,1,1,8,0,0,1,23.4,23.4,0.8%,BUF,6,2022
7,JuJu Smith-Schuster,5,5,113,22.6,42,6,1,0,0,0,0,1,22.3,22.3,7.0%,NE,6,2022
8,Tyquan Thornton,4,5,37,9.3,21,1,1,3,16,1,0,1,21.3,21.3,0.2%,NE,6,2022
9,Parris Campbell,7,11,57,8.1,15,0,1,0,0,0,0,1,18.7,18.7,0.7%,PHI,6,2022
10,Dante Pettis,4,7,84,21.0,40,3,1,0,0,0,0,1,18.4,18.4,0.1%,CHI,6,2022
11,A.J. Brown,5,8,67,13.4,22,1,1,0,0,0,0,1,17.7,17.7,99.9%,PHI,6,2022
12,Allen Lazard,4,9,76,19.0,35,3,1,0,0,0,0,1,17.6,17.6,4.8%,NYJ,6,2022
13,Allen Robinson II,5,6,63,12.6,22,1,1,0,0,0,0,1,17.3,17.3,0.6%,NYG,6,2022
14,Jaylen Waddle,6,10,129,21.5,49,5,0,0,0,0,1,1,16.9,16.9,96.3%,MIA,6,2022
15,Cooper Kupp,7,8,80,11.4,22,2,0,2,17,0,0,1,16.7,16.7,97.9%,LAR,6,2022
16,Ben Skowronek,5,5,40,8.0,19,0,0,1,17,1,0,1,16.7,16.7,0.1%,HOU,6,2022
17,Justin Jefferson,6,8,107,17.8,47,5,0,0,0,0,0,1,16.7,16.7,100.0%,MIN,6,2022
18,Gabe Davis,3,6,74,24.7,34,3,1,0,0,0,0,1,16.4,16.4,54.7%,JAC,6,2022
19,Deebo Samuel Sr.,7,10,79,11.3,27,2,0,2,11,0,0,1,16.0,16.0,98.8%,SF,6,2022
