Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Zay Jones,6,8,109,18.2,59,4,3,0,0,0,0,1,34.9,34.9,17.3%,ARI,15,2022
2,K.J. Osborn,10,16,157,15.7,63,4,1,0,0,0,0,1,31.7,31.7,15.4%,NE,15,2022
3,Justin Jefferson,12,16,123,10.3,20,1,1,0,0,0,0,1,30.3,30.3,100.0%,MIN,15,2022
4,A.J. Brown,9,16,181,20.1,68,6,0,0,0,0,0,1,27.1,27.1,99.9%,PHI,15,2022
5,Russell Gage,8,12,59,7.4,14,0,2,0,0,0,0,1,25.9,25.9,0.0%,FA,15,2022
6,Noah Brown,6,9,49,8.2,14,0,2,0,0,0,0,1,22.9,22.9,23.5%,HOU,15,2022
7,Chris Godwin,8,8,83,10.4,18,0,1,0,0,0,0,1,22.3,22.3,90.4%,TB,15,2022
8,Tyreek Hill,9,13,69,7.7,20,1,1,0,0,0,0,1,21.9,21.9,100.0%,MIA,15,2022
9,Jahan Dotson,4,6,105,26.3,61,4,1,0,0,0,0,1,20.5,20.5,30.6%,WAS,15,2022
10,Jaylen Waddle,3,7,114,38.0,67,6,1,0,0,0,0,1,20.4,20.4,96.3%,MIA,15,2022
11,Diontae Johnson,10,10,98,9.8,19,0,0,1,2,0,0,1,20.0,20.0,83.3%,CAR,15,2022
12,CeeDee Lamb,7,7,126,18.0,39,4,0,1,1,0,0,1,19.7,19.7,100.0%,DAL,15,2022
13,Ja'Marr Chase,7,13,60,8.6,15,0,1,0,0,0,0,1,19.0,19.0,99.4%,CIN,15,2022
14,Michael Pittman Jr.,10,14,60,6.0,15,0,0,2,30,0,0,1,19.0,19.0,97.2%,IND,15,2022
15,Rashid Shaheed,3,4,95,31.7,68,4,1,0,0,0,0,1,18.5,18.5,43.1%,NO,15,2022
16,DJ Moore,5,6,73,14.6,26,1,1,0,0,0,0,1,18.3,18.3,97.7%,CHI,15,2022
17,DeVonta Smith,5,8,126,25.2,45,6,0,0,0,0,0,1,17.6,17.6,98.0%,PHI,15,2022
18,JuJu Smith-Schuster,10,10,88,8.8,19,0,0,0,0,0,1,1,16.8,16.8,7.0%,NE,15,2022
19,Keenan Allen,8,9,86,10.8,31,2,0,0,0,0,0,1,16.6,16.6,91.1%,CHI,15,2022
20,Tee Higgins,5,8,33,6.6,12,0,1,0,0,0,0,1,16.3,16.3,94.5%,CIN,15,2022
21,Kalif Raymond,5,6,53,10.6,18,0,0,0,0,0,0,1,16.3,16.3,1.3%,DET,15,2022
22,Amon-Ra St. Brown,7,10,76,10.9,14,0,0,1,6,0,0,1,15.2,15.2,100.0%,DET,15,2022
23,Christian Kirk,6,10,92,15.3,30,3,0,0,0,0,0,1,15.2,15.2,70.5%,JAC,15,2022
24,Jerry Jeudy,7,8,76,10.9,19,0,0,0,0,0,0,1,14.6,14.6,62.0%,CLE,15,2022
25,Tyler Boyd,5,5,35,7.0,13,0,1,0,0,0,0,1,14.5,14.5,28.0%,TEN,15,2022
26,Mack Hollins,4,8,40,10.0,13,0,1,0,0,0,0,1,14.0,14.0,0.3%,BUF,15,2022
27,Tyler Lockett,7,9,68,9.7,19,0,0,0,0,0,0,1,13.8,13.8,88.8%,SEA,15,2022
28,Garrett Wilson,4,9,98,24.5,33,5,0,0,0,0,0,1,13.8,13.8,97.7%,NYJ,15,2022
29,Mike Evans,5,9,83,16.6,24,2,0,0,0,0,0,1,13.3,13.3,98.1%,TB,15,2022
30,Donovan Peoples-Jones,4,4,31,7.8,14,0,1,0,0,0,0,1,13.1,13.1,1.8%,DET,15,2022
31,Adam Thielen,3,4,41,13.7,21,1,1,0,0,0,0,1,13.1,13.1,76.1%,CAR,15,2022
