Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,CeeDee Lamb,11,15,150,13.6,35,5,2,0,0,0,0,1,38.0,38.0,100.0%,DAL,10,2022
2,Justin Jefferson,10,16,193,19.3,46,7,1,0,0,0,0,1,35.3,35.3,100.0%,MIN,10,2022
3,Christian Watson,4,8,107,26.8,58,6,3,0,0,0,0,1,32.7,32.7,74.8%,GB,10,2022
4,Christian Kirk,9,12,105,11.7,24,1,2,0,0,0,0,1,31.5,31.5,70.5%,JAC,10,2022
5,Nick Westbrook-Ikhine,5,8,119,23.8,63,5,2,0,0,0,0,1,28.9,28.9,0.2%,TEN,10,2022
6,Davante Adams,9,14,126,14.0,48,3,1,0,0,0,0,1,27.6,27.6,99.9%,LV,10,2022
7,Stefon Diggs,12,16,128,10.7,25,1,0,0,0,0,0,1,24.8,24.8,99.7%,HOU,10,2022
8,Amon-Ra St. Brown,10,11,119,11.9,22,2,0,1,2,0,0,1,22.1,22.1,100.0%,DET,10,2022
9,Gabe Davis,6,10,93,15.5,22,2,1,0,0,0,0,1,21.3,21.3,54.7%,JAC,10,2022
10,Terry McLaurin,8,11,128,16.0,41,4,0,0,0,0,0,1,20.8,20.8,90.2%,WAS,10,2022
11,Parris Campbell,7,9,76,10.9,35,2,1,0,0,0,0,1,20.6,20.6,0.7%,PHI,10,2022
12,DeAndre Hopkins,10,14,98,9.8,25,1,0,0,0,0,0,1,19.8,19.8,92.5%,TEN,10,2022
13,Chris Godwin,6,8,71,11.8,19,0,1,0,0,0,0,1,19.1,19.1,90.4%,TB,10,2022
14,Kadarius Toney,4,5,57,14.3,23,2,1,2,33,0,0,1,19.0,19.0,6.0%,KC,10,2022
15,Darius Slayton,3,4,95,31.7,54,6,1,0,0,0,0,1,18.5,18.5,2.7%,NYG,10,2022
16,Rondale Moore,9,13,94,10.4,26,1,0,0,0,0,0,1,18.4,18.4,5.3%,ATL,10,2022
17,DeAndre Carter,4,4,64,16.0,33,4,1,0,0,0,0,1,16.4,16.4,0.0%,CHI,10,2022
18,Trent Sherfield Sr.,4,5,63,15.8,27,1,1,0,0,0,0,1,16.3,16.3,0.1%,MIN,10,2022
19,Nico Collins,5,10,49,9.8,13,0,1,0,0,0,0,1,15.9,15.9,95.6%,HOU,10,2022
20,Tyreek Hill,5,6,44,8.8,20,1,1,0,0,0,0,1,15.4,15.4,100.0%,MIA,10,2022
21,Marquez Valdes-Scantling,3,4,60,20.0,36,2,1,0,0,0,0,1,15.0,15.0,1.3%,BUF,10,2022
22,Laviska Shenault Jr.,3,4,17,5.7,8,0,0,2,42,1,0,1,14.9,14.9,0.2%,SEA,10,2022
23,Donovan Peoples-Jones,5,9,99,19.8,38,3,0,0,0,0,0,1,14.9,14.9,1.8%,DET,10,2022
24,Zay Jones,8,10,68,8.5,14,0,0,0,0,0,0,1,14.8,14.8,17.3%,ARI,10,2022
25,Drake London,5,6,38,7.6,14,0,1,0,0,0,0,1,14.8,14.8,93.0%,ATL,10,2022
26,George Pickens,3,4,32,10.7,14,0,0,2,23,1,0,1,14.5,14.5,86.9%,PIT,10,2022
27,Julio Jones,3,5,53,17.7,31,2,1,0,0,0,0,1,14.3,14.3,0.6%,FA,10,2022
28,DeVonta Smith,6,8,39,6.5,15,0,1,0,0,0,1,1,13.9,13.9,98.0%,PHI,10,2022
29,Jalen Virgil,1,1,66,66.0,66,4,1,0,0,0,0,1,13.6,13.6,0.0%,DEN,10,2022
30,Tyler Lockett,3,5,42,14.0,21,1,1,0,0,0,0,1,13.2,13.2,88.8%,SEA,10,2022
31,DK Metcalf,6,9,71,11.8,16,0,0,0,0,0,0,1,13.1,13.1,98.5%,SEA,10,2022
32,Courtland Sutton,6,11,66,11.0,17,0,0,0,0,0,0,1,12.6,12.6,83.4%,DEN,10,2022
33,Brandon Aiyuk,6,7,84,14.0,24,2,0,0,0,0,1,1,12.4,12.4,98.2%,SF,10,2022
34,Michael Pittman Jr.,7,9,53,7.6,18,0,0,0,0,0,0,1,12.3,12.3,97.2%,IND,10,2022
35,Marquise Goodwin,2,2,38,19.0,19,0,1,0,0,0,0,1,11.8,11.8,0.0%,FA,10,2022
36,Van Jefferson,3,3,27,9.0,19,0,1,0,0,0,0,1,11.7,11.7,1.4%,PIT,10,2022
37,KhaDarel Hodge,2,2,37,18.5,25,1,1,0,0,0,0,1,11.7,11.7,0.1%,ATL,10,2022
38,Jaylen Waddle,4,5,66,16.5,29,1,0,0,0,0,0,1,10.6,10.6,96.3%,MIA,10,2022
39,Mike Evans,5,6,54,10.8,29,1,0,0,0,0,0,1,10.4,10.4,98.1%,TB,10,2022
40,Diontae Johnson,4,5,63,15.8,36,2,0,0,0,0,0,1,10.3,10.3,83.3%,CAR,10,2022
41,Kendall Hinton,4,5,62,15.5,35,2,0,0,0,0,0,1,10.2,10.2,0.0%,FA,10,2022
42,Quez Watkins,4,4,80,20.0,50,4,0,0,0,0,1,1,10.0,10.0,0.2%,PIT,10,2022
43,Chris Moore,3,6,70,23.3,25,3,0,0,0,0,0,1,10.0,10.0,0.1%,ARI,10,2022
44,Adam Thielen,5,7,49,9.8,21,1,0,0,0,0,0,1,9.9,9.9,76.1%,CAR,10,2022
45,Darnell Mooney,4,4,57,14.3,22,1,0,0,0,0,0,1,9.7,9.7,39.2%,ATL,10,2022
46,Isaiah McKenzie,4,4,37,9.3,15,0,0,1,18,0,0,1,9.5,9.5,0.2%,NYG,10,2022
47,A.J. Green,2,2,10,5.0,6,0,1,0,0,0,0,1,9.0,9.0,0.6%,FA,10,2022
48,Lawrence Cager,2,2,9,4.5,9,0,1,0,0,0,0,1,8.9,8.9,0.0%,NYG,10,2022
49,Damiere Byrd,3,4,58,19.3,21,1,0,0,0,0,0,1,8.8,8.8,0.0%,WAS,10,2022
50,Allen Robinson II,4,6,44,11.0,14,0,0,0,0,0,0,1,8.4,8.4,0.6%,NYG,10,2022
51,Brandin Cooks,4,7,37,9.3,25,1,0,1,5,0,0,1,8.2,8.2,43.9%,DAL,10,2022
52,Jauan Jennings,4,4,40,10.0,12,0,0,0,0,0,0,1,8.0,8.0,0.8%,SF,10,2022
53,Kalif Raymond,3,3,47,15.7,21,2,0,0,0,0,0,1,7.7,7.7,1.3%,DET,10,2022
54,Sammy Watkins,3,3,47,15.7,23,1,0,0,0,0,0,1,7.7,7.7,0.0%,FA,10,2022
55,K.J. Osborn,4,11,35,8.8,20,1,0,1,2,0,0,1,7.7,7.7,15.4%,NE,10,2022
56,Allen Lazard,3,4,45,15.0,36,2,0,0,0,0,0,1,7.5,7.5,4.8%,NYJ,10,2022
57,Michael Gallup,4,7,35,8.8,23,1,0,0,0,0,0,1,7.5,7.5,6.4%,LV,10,2022
58,Joshua Palmer,3,8,44,14.7,25,1,0,0,0,0,0,1,7.4,7.4,26.4%,LAC,10,2022
59,Deebo Samuel Sr.,2,6,24,12.0,16,0,0,4,27,0,0,1,7.1,7.1,98.8%,SF,10,2022
60,Chris Olave,3,5,40,13.3,14,0,0,0,0,0,0,1,7.0,7.0,98.8%,NO,10,2022
61,DJ Moore,4,6,29,7.3,20,1,0,0,0,0,0,1,6.9,6.9,97.7%,CHI,10,2022
62,Jarvis Landry,3,6,37,12.3,17,0,0,0,0,0,0,1,6.7,6.7,14.0%,FA,10,2022
63,Amari Cooper,3,3,32,10.7,12,0,0,0,0,0,0,1,6.2,6.2,91.4%,CLE,10,2022
64,Isaiah Hodgins,2,2,41,20.5,26,1,0,0,0,0,0,1,6.1,6.1,0.6%,NYG,10,2022
65,Curtis Samuel,2,4,28,14.0,23,1,0,4,12,0,0,1,6.0,6.0,48.9%,BUF,10,2022
66,Olamide Zaccheaus,2,4,34,17.0,28,1,0,0,0,0,0,1,5.4,5.4,0.1%,WAS,10,2022
67,Treylon Burks,3,6,24,8.0,15,0,0,0,0,0,0,1,5.4,5.4,6.1%,TEN,10,2022
68,Tom Kennedy,1,2,44,44.0,44,3,0,0,0,0,0,1,5.4,5.4,0.0%,DET,10,2022
69,David Bell,3,5,24,8.0,13,0,0,0,0,0,0,1,5.4,5.4,0.2%,CLE,10,2022
70,Terrace Marshall Jr.,1,2,43,43.0,43,3,0,0,0,0,0,1,5.3,5.3,0.2%,CAR,10,2022
71,JuJu Smith-Schuster,2,4,33,16.5,25,1,0,0,0,0,0,1,5.3,5.3,7.0%,NE,10,2022
72,Scotty Miller,2,2,25,12.5,22,1,0,0,0,0,0,1,4.5,4.5,0.1%,PIT,10,2022
73,Ray-Ray McCloud III,1,1,33,33.0,33,2,0,0,0,0,0,1,4.3,4.3,0.6%,ATL,10,2022
74,Marvin Jones Jr.,1,3,33,33.0,33,2,0,0,0,0,0,1,4.3,4.3,0.1%,FA,10,2022
75,Phillip Dorsett II,2,4,22,11.0,18,0,0,0,0,0,0,1,4.2,4.2,0.0%,DEN,10,2022
76,Mack Hollins,2,6,18,9.0,12,0,0,1,0,0,0,1,3.8,3.8,0.3%,BUF,10,2022
77,Wan'Dale Robinson,2,2,20,10.0,11,0,0,1,-5,0,0,1,3.5,3.5,10.1%,NYG,10,2022
78,Jamal Agnew,3,4,4,1.3,6,0,0,0,0,0,0,1,3.4,3.4,1.0%,FA,10,2022
