Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Keenan Allen,8,11,102,12.8,30,2,2,0,0,0,0,1,30.2,30.2,91.1%,CHI,18,2022
2,DeVante Parker,6,7,79,13.2,26,1,2,0,0,0,0,1,25.9,25.9,1.7%,FA,18,2022
3,Jerry Jeudy,5,6,154,30.8,57,9,0,3,39,0,0,1,24.3,24.3,62.0%,CLE,18,2022
4,Stefon Diggs,7,10,104,14.9,49,3,1,0,0,0,0,1,23.4,23.4,99.7%,HOU,18,2022
5,Ja'Marr Chase,8,13,86,10.8,26,2,1,0,0,0,0,1,22.6,22.6,99.4%,CIN,18,2022
6,Christian Kirk,6,8,99,16.5,33,3,1,0,0,0,0,1,21.9,21.9,70.5%,JAC,18,2022
7,Brandin Cooks,5,6,106,21.2,33,5,1,0,0,0,0,1,21.6,21.6,43.9%,DAL,18,2022
8,Hunter Renfrow,7,7,63,9.0,16,0,1,0,0,0,0,1,19.3,19.3,0.7%,FA,18,2022
9,A.J. Green,3,5,91,30.3,77,4,1,0,0,0,0,1,18.1,18.1,0.6%,FA,18,2022
10,Drake London,6,8,120,20.0,40,4,0,0,0,0,0,1,18.0,18.0,93.0%,ATL,18,2022
11,Garrett Wilson,9,17,89,9.9,36,2,0,0,0,0,0,1,17.9,17.9,97.7%,NYJ,18,2022
12,K.J. Osborn,5,6,117,23.4,66,6,0,0,0,0,0,1,16.7,16.7,15.4%,NE,18,2022
13,Christian Watson,5,6,104,20.8,45,4,0,2,12,0,0,1,16.6,16.6,74.8%,GB,18,2022
14,Terry McLaurin,3,6,74,24.7,52,4,1,0,0,0,0,1,16.4,16.4,90.2%,WAS,18,2022
15,George Pickens,3,6,72,24.0,31,3,1,0,0,0,0,1,16.2,16.2,86.9%,PIT,18,2022
16,CeeDee Lamb,5,7,52,10.4,15,0,1,0,0,0,0,1,16.2,16.2,100.0%,DAL,18,2022
17,Tyler Lockett,4,7,54,13.5,36,2,1,0,0,0,0,1,15.4,15.4,88.8%,SEA,18,2022
18,Chris Olave,5,12,60,12.0,25,1,1,0,0,0,1,1,15.0,15.0,98.8%,NO,18,2022
19,Lawrence Cager,8,10,69,8.6,16,0,0,0,0,0,0,1,14.9,14.9,0.0%,NYG,18,2022
20,Allen Lazard,4,6,41,10.3,15,0,1,2,0,0,0,1,14.1,14.1,4.8%,NYJ,18,2022
21,Velus Jones Jr.,1,2,28,28.0,28,1,0,1,42,1,0,1,14.0,14.0,0.2%,CHI,18,2022
22,DeVonta Smith,7,8,67,9.6,16,0,0,0,0,0,0,1,13.7,13.7,98.0%,PHI,18,2022
23,Olamide Zaccheaus,4,7,37,9.3,17,0,1,0,0,0,0,1,13.7,13.7,0.1%,WAS,18,2022
24,A.J. Brown,4,10,95,23.8,37,4,0,0,0,0,0,1,13.5,13.5,99.9%,PHI,18,2022
25,Parris Campbell,6,9,42,7.0,39,2,0,1,26,0,0,1,12.8,12.8,0.7%,PHI,18,2022
26,Kadarius Toney,2,2,18,9.0,10,0,0,3,26,1,0,1,12.4,12.4,6.0%,KC,18,2022
27,Davante Adams,5,9,73,14.6,22,1,0,0,0,0,0,1,12.3,12.3,99.9%,LV,18,2022
28,Courtland Sutton,3,7,33,11.0,20,1,1,0,0,0,0,1,12.3,12.3,83.4%,DEN,18,2022
29,Jakobi Meyers,3,7,32,10.7,20,1,1,0,0,0,0,1,12.2,12.2,75.5%,LV,18,2022
30,Michael Pittman Jr.,3,5,30,10.0,23,1,1,1,0,0,0,1,12.0,12.0,97.2%,IND,18,2022
31,Tutu Atwell,2,3,27,13.5,21,1,0,1,11,1,0,1,11.8,11.8,9.4%,LAR,18,2022
32,John Brown,1,1,42,42.0,42,3,1,0,0,0,0,1,11.2,11.2,0.0%,FA,18,2022
33,Kenny Golladay,2,7,30,15.0,25,1,1,0,0,0,0,1,11.0,11.0,4.0%,FA,18,2022
34,Amon-Ra St. Brown,6,9,49,8.2,14,0,0,0,0,0,0,1,10.9,10.9,100.0%,DET,18,2022
35,Kalif Raymond,4,6,66,16.5,43,3,0,0,0,0,0,1,10.6,10.6,1.3%,DET,18,2022
36,Russell Gage,3,6,15,5.0,7,0,1,0,0,0,0,1,10.5,10.5,0.0%,FA,18,2022
37,Jaylen Waddle,5,5,44,8.8,15,0,0,1,9,0,0,1,10.3,10.3,96.3%,MIA,18,2022
38,Jalen Nailor,4,5,62,15.5,26,1,0,0,0,0,0,1,10.2,10.2,0.1%,MIN,18,2022
39,Jahan Dotson,3,4,72,24.0,30,4,0,0,0,0,0,1,10.2,10.2,30.6%,WAS,18,2022
40,Tyler Boyd,5,7,51,10.2,22,1,0,0,0,0,0,1,10.1,10.1,28.0%,TEN,18,2022
41,Brandon Aiyuk,4,5,59,14.8,22,2,0,0,0,0,0,1,9.9,9.9,98.2%,SF,18,2022
42,Joshua Palmer,4,6,39,9.8,18,0,0,0,0,0,0,1,9.9,9.9,26.4%,LAC,18,2022
43,Chris Godwin,6,7,55,9.2,17,0,0,0,0,0,1,1,9.5,9.5,90.4%,TB,18,2022
44,Adam Thielen,2,3,8,4.0,4,0,1,1,4,0,0,1,9.2,9.2,76.1%,CAR,18,2022
45,Van Jefferson,3,7,61,20.3,35,2,0,0,0,0,0,1,9.1,9.1,1.4%,PIT,18,2022
46,Kendrick Bourne,4,5,45,11.3,20,1,0,0,0,0,0,1,8.5,8.5,4.7%,NE,18,2022
47,Greg Dortch,4,4,30,7.5,15,0,0,2,15,0,0,1,8.5,8.5,4.4%,ARI,18,2022
48,Deven Thompkins,4,9,25,6.3,13,0,0,1,17,0,0,1,8.2,8.2,0.1%,FA,18,2022
49,Robert Woods,4,5,40,10.0,13,0,0,0,0,0,0,1,8.0,8.0,2.7%,HOU,18,2022
50,Sammy Watkins,2,4,79,39.5,47,5,0,0,0,0,1,1,7.9,7.9,0.0%,FA,18,2022
51,Diontae Johnson,2,10,38,19.0,32,2,0,0,0,0,0,1,7.8,7.8,83.3%,CAR,18,2022
52,Justin Jefferson,4,5,38,9.5,23,1,0,0,0,0,0,1,7.8,7.8,100.0%,MIN,18,2022
53,Justin Watson,1,2,67,67.0,67,4,0,0,0,0,0,1,7.7,7.7,1.8%,KC,18,2022
54,Freddie Swain,2,3,54,27.0,52,4,0,0,0,0,0,1,7.4,7.4,0.0%,CHI,18,2022
55,Mike Williams,4,5,32,8.0,18,0,0,0,0,0,0,1,7.2,7.2,48.1%,NYJ,18,2022
56,Alec Pierce,3,4,42,14.0,18,0,0,0,0,0,0,1,7.2,7.2,2.4%,IND,18,2022
57,Amari Cooper,2,3,51,25.5,36,2,0,0,0,0,0,1,7.1,7.1,91.4%,CLE,18,2022
58,Rashid Shaheed,3,4,34,11.3,18,0,0,1,7,0,0,1,7.1,7.1,43.1%,NO,18,2022
59,DK Metcalf,3,8,40,13.3,23,1,0,0,0,0,0,1,7.0,7.0,98.5%,SEA,18,2022
60,Gabe Davis,3,10,39,13.0,19,0,0,0,0,0,0,1,6.9,6.9,54.7%,JAC,18,2022
61,Marcus Johnson,3,6,36,12.0,14,0,0,0,0,0,0,1,6.6,6.6,0.0%,FA,18,2022
62,Donovan Peoples-Jones,2,4,42,21.0,38,2,0,0,0,0,0,1,6.2,6.2,1.8%,DET,18,2022
63,Zay Jones,4,6,21,5.3,8,0,0,0,0,0,0,1,6.1,6.1,17.3%,ARI,18,2022
64,Treylon Burks,4,7,19,4.8,9,0,0,0,0,0,0,1,5.9,5.9,6.1%,TEN,18,2022
65,Marquez Valdes-Scantling,3,6,27,9.0,13,0,0,0,0,0,0,1,5.7,5.7,1.3%,BUF,18,2022
66,JuJu Smith-Schuster,2,2,35,17.5,28,1,0,0,0,0,0,1,5.5,5.5,7.0%,NE,18,2022
67,DeAndre Carter,3,5,43,14.3,25,1,0,0,0,0,1,1,5.3,5.3,0.0%,CHI,18,2022
68,Amari Rodgers,3,4,22,7.3,14,0,0,0,0,0,0,1,5.2,5.2,0.0%,FA,18,2022
69,Chase Claypool,2,6,29,14.5,20,1,0,0,0,0,0,1,4.9,4.9,0.8%,BUF,18,2022
70,Marvin Jones Jr.,2,6,29,14.5,21,1,0,0,0,0,0,1,4.9,4.9,0.1%,FA,18,2022
71,Demarcus Robinson,2,9,24,12.0,13,0,0,0,0,0,0,1,4.4,4.4,15.2%,LAR,18,2022
72,DJ Chark Jr.,3,4,14,4.7,9,0,0,0,0,0,0,1,4.4,4.4,4.6%,LAC,18,2022
73,Deebo Samuel Sr.,2,3,20,10.0,11,0,0,1,4,0,0,1,4.4,4.4,98.8%,SF,18,2022
74,Dareke Young,2,2,24,12.0,12,0,0,0,0,0,0,1,4.4,4.4,0.0%,SEA,18,2022
75,Terrace Marshall Jr.,2,3,23,11.5,21,1,0,0,0,0,0,1,4.3,4.3,0.2%,CAR,18,2022
76,Tyreek Hill,2,5,23,11.5,15,0,0,0,0,0,0,1,4.3,4.3,100.0%,MIA,18,2022
77,Jalen Reagor,2,2,17,8.5,10,0,0,1,5,0,0,1,4.2,4.2,0.1%,NE,18,2022
78,Cade Johnson,2,2,21,10.5,11,0,0,0,0,0,0,1,4.1,4.1,0.0%,FA,18,2022
79,Chris Moore,2,6,22,11.0,12,0,0,1,-2,0,0,1,4.0,4.0,0.1%,ARI,18,2022
80,Dante Pettis,2,6,19,9.5,13,0,0,0,0,0,0,1,3.9,3.9,0.1%,CHI,18,2022
81,T.Y. Hilton,2,4,19,9.5,11,0,0,0,0,0,0,1,3.9,3.9,3.0%,FA,18,2022
82,Isaiah McKenzie,2,3,19,9.5,13,0,0,0,0,0,0,1,3.9,3.9,0.2%,NYG,18,2022
83,Khalil Shakir,1,2,28,28.0,28,1,0,0,0,0,0,1,3.8,3.8,10.6%,BUF,18,2022
84,Mack Hollins,2,3,15,7.5,12,0,0,0,0,0,0,1,3.5,3.5,0.3%,BUF,18,2022
85,Quez Watkins,2,4,14,7.0,14,0,0,0,0,0,0,1,3.4,3.4,0.2%,PIT,18,2022
86,Pharoh Cooper,2,2,6,3.0,3,0,0,2,7,0,0,1,3.3,3.3,0.0%,FA,18,2022
87,Randall Cobb,2,2,11,5.5,7,0,0,0,0,0,0,1,3.1,3.1,0.0%,FA,18,2022
88,Brandon Powell,1,3,2,2.0,2,0,0,1,15,0,0,1,2.7,2.7,0.7%,MIN,18,2022
89,Corey Davis,1,3,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.0%,FA,18,2022
90,Josh Reynolds,1,2,16,16.0,16,0,0,0,0,0,0,1,2.6,2.6,7.4%,DEN,18,2022
91,Michael Woods II,1,1,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,0.0%,CLE,18,2022
92,Frank Darby,1,1,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,0.0%,FA,18,2022
93,Tyquan Thornton,1,2,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.2%,NE,18,2022
94,Trenton Irwin,1,2,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,0.6%,CIN,18,2022
95,Tylan Wallace,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,0.1%,BAL,18,2022
