Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New England Patriots,3,1,1,1,1,0,0,1,20.0,20.0,13.6%,NE,8,2018
2,Cincinnati Bengals,6,4,0,0,1,0,0,1,19.0,19.0,50.0%,CIN,8,2018
3,Washington Commanders,7,2,0,0,0,0,0,1,15.0,15.0,8.1%,WAS,8,2018
4,New Orleans Saints,4,1,1,1,1,0,0,1,15.0,15.0,64.0%,NO,8,2018
5,San Francisco 49ers,3,1,1,1,0,1,0,1,10.0,10.0,97.8%,SF,8,2018
6,Seattle Seahawks,3,1,2,0,0,0,0,1,10.0,10.0,22.4%,SEA,8,2018
7,Kansas City Chiefs,5,1,1,2,0,0,0,1,9.0,9.0,77.7%,KC,8,2018
8,Jacksonville Jaguars,4,1,1,1,0,0,0,1,8.0,8.0,50.2%,JAC,8,2018
9,Carolina Panthers,2,2,1,1,0,0,0,1,8.0,8.0,3.0%,CAR,8,2018
10,Los Angeles Rams,3,0,1,0,0,1,0,1,7.0,7.0,21.2%,LAR,8,2018
11,Pittsburgh Steelers,2,1,0,0,0,1,0,1,7.0,7.0,75.9%,PIT,8,2018
12,Philadelphia Eagles,4,0,1,1,0,0,0,1,7.0,7.0,51.6%,PHI,8,2018
13,Arizona Cardinals,4,0,0,0,0,0,0,1,5.0,5.0,0.8%,ARI,8,2018
14,Chicago Bears,1,0,0,0,0,0,0,1,5.0,5.0,33.9%,CHI,8,2018
15,Green Bay Packers,5,0,0,0,0,0,0,1,4.0,4.0,26.4%,GB,8,2018
16,Houston Texans,2,1,0,0,0,0,0,1,4.0,4.0,31.9%,HOU,8,2018
17,Cleveland Browns,1,1,1,2,0,0,0,1,4.0,4.0,94.2%,CLE,8,2018
18,Denver Broncos,2,1,0,0,0,0,0,1,3.0,3.0,34.5%,DEN,8,2018
19,New York Giants,0,0,1,1,0,0,0,1,3.0,3.0,2.4%,NYG,8,2018
20,Buffalo Bills,2,0,0,1,0,0,0,1,3.0,3.0,61.3%,BUF,8,2018
21,Minnesota Vikings,0,1,0,0,0,0,0,1,2.0,2.0,10.9%,MIN,8,2018
22,New York Jets,2,0,0,0,0,0,0,1,2.0,2.0,82.4%,NYJ,8,2018
23,Indianapolis Colts,0,0,1,0,0,0,0,1,1.0,1.0,26.4%,IND,8,2018
24,Tampa Bay Buccaneers,2,0,0,0,0,0,0,1,1.0,1.0,20.8%,TB,8,2018
25,Detroit Lions,2,0,0,0,0,0,0,1,1.0,1.0,38.6%,DET,8,2018
26,Las Vegas Raiders,0,0,0,0,0,0,0,1,-4.0,-4.0,24.5%,LV,8,2018
27,Baltimore Ravens,0,0,0,0,0,0,0,1,-4.0,-4.0,86.2%,BAL,8,2018
28,Miami Dolphins,0,0,0,0,0,0,0,1,-4.0,-4.0,69.9%,MIA,8,2018
