Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New York Jets,0,5,0,0,1,0,1,1,20.0,20.0,82.4%,NYJ,1,2018
2,Minnesota Vikings,3,3,1,2,1,0,0,1,18.0,18.0,10.9%,MIN,1,2018
3,Baltimore Ravens,6,2,0,0,0,0,0,1,17.0,17.0,86.2%,BAL,1,2018
4,Los Angeles Rams,1,3,0,0,1,0,0,1,17.0,17.0,21.2%,LAR,1,2018
5,Cleveland Browns,4,3,3,3,0,0,0,1,16.0,16.0,94.2%,CLE,1,2018
6,Chicago Bears,4,1,1,2,1,0,0,1,14.0,14.0,33.9%,CHI,1,2018
7,Jacksonville Jaguars,2,1,1,0,1,0,0,1,13.0,13.0,50.2%,JAC,1,2018
8,Washington Commanders,2,1,1,1,0,0,0,1,13.0,13.0,8.1%,WAS,1,2018
9,Carolina Panthers,6,0,1,1,0,0,0,1,12.0,12.0,3.0%,CAR,1,2018
10,Cincinnati Bengals,2,1,1,1,1,0,0,1,12.0,12.0,50.0%,CIN,1,2018
11,Denver Broncos,6,2,1,2,0,0,0,1,12.0,12.0,34.5%,DEN,1,2018
12,Pittsburgh Steelers,7,1,0,1,0,0,0,1,10.0,10.0,75.9%,PIT,1,2018
13,Philadelphia Eagles,4,1,0,1,0,0,0,1,10.0,10.0,51.6%,PHI,1,2018
14,New England Patriots,3,1,1,0,0,0,0,1,8.0,8.0,13.6%,NE,1,2018
15,Detroit Lions,2,1,1,0,1,0,0,1,8.0,8.0,38.6%,DET,1,2018
16,Houston Texans,2,1,2,2,0,0,0,1,8.0,8.0,31.9%,HOU,1,2018
17,Seattle Seahawks,1,3,0,0,0,0,0,1,7.0,7.0,22.4%,SEA,1,2018
18,Tampa Bay Buccaneers,1,0,2,2,1,0,0,1,7.0,7.0,20.8%,TB,1,2018
19,Miami Dolphins,0,3,0,0,0,0,1,1,7.0,7.0,69.9%,MIA,1,2018
20,Atlanta Falcons,2,1,1,0,0,0,0,1,7.0,7.0,16.7%,ATL,1,2018
21,Green Bay Packers,3,0,1,1,0,0,0,1,6.0,6.0,26.4%,GB,1,2018
22,San Francisco 49ers,3,0,1,1,0,0,0,1,6.0,6.0,97.8%,SF,1,2018
23,Dallas Cowboys,3,0,1,2,0,0,0,1,6.0,6.0,92.7%,DAL,1,2018
24,Indianapolis Colts,2,1,1,2,0,0,0,1,5.0,5.0,26.4%,IND,1,2018
25,Tennessee Titans,1,2,0,0,0,0,1,1,5.0,5.0,3.5%,TEN,1,2018
26,Arizona Cardinals,3,0,1,2,0,0,0,1,5.0,5.0,0.8%,ARI,1,2018
27,New York Giants,1,1,0,0,0,0,0,1,4.0,4.0,2.4%,NYG,1,2018
28,Kansas City Chiefs,1,1,1,0,0,0,1,1,4.0,4.0,77.7%,KC,1,2018
29,Las Vegas Raiders,1,0,0,1,0,0,0,1,1.0,1.0,24.5%,LV,1,2018
30,Buffalo Bills,2,0,1,1,0,0,0,1,0.0,0.0,61.3%,BUF,1,2018
31,Los Angeles Chargers,1,0,0,0,0,0,0,1,-3.0,-3.0,13.8%,LAC,1,2018
32,New Orleans Saints,0,0,0,1,0,0,0,1,-4.0,-4.0,64.0%,NO,1,2018
