Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Green Bay Packers,7,2,1,1,0,0,0,1,23.0,23.0,26.4%,GB,4,2018
2,Chicago Bears,4,3,0,1,0,0,0,1,14.0,14.0,33.9%,CHI,4,2018
3,Houston Texans,4,0,2,2,1,0,0,1,13.0,13.0,31.9%,HOU,4,2018
4,Las Vegas Raiders,2,2,2,2,1,0,0,1,12.0,12.0,24.5%,LV,4,2018
5,New England Patriots,2,1,1,0,0,0,0,1,10.0,10.0,13.6%,NE,4,2018
6,Jacksonville Jaguars,3,0,0,0,0,1,0,1,9.0,9.0,50.2%,JAC,4,2018
7,New Orleans Saints,3,0,2,2,0,0,0,1,8.0,8.0,64.0%,NO,4,2018
8,Indianapolis Colts,7,1,0,0,0,0,0,1,8.0,8.0,26.4%,IND,4,2018
9,San Francisco 49ers,1,1,0,1,1,0,0,1,8.0,8.0,97.8%,SF,4,2018
10,New York Jets,2,1,2,2,0,0,0,1,7.0,7.0,82.4%,NYJ,4,2018
11,Tennessee Titans,4,0,1,3,0,0,0,1,6.0,6.0,3.5%,TEN,4,2018
12,Buffalo Bills,2,1,1,3,0,0,0,1,6.0,6.0,61.3%,BUF,4,2018
13,Kansas City Chiefs,4,1,0,0,0,0,0,1,6.0,6.0,77.7%,KC,4,2018
14,Baltimore Ravens,1,1,1,1,0,0,0,1,6.0,6.0,86.2%,BAL,4,2018
15,Philadelphia Eagles,3,1,0,0,0,0,0,1,5.0,5.0,51.6%,PHI,4,2018
16,Los Angeles Rams,4,0,1,1,0,0,0,1,5.0,5.0,21.2%,LAR,4,2018
17,Los Angeles Chargers,1,2,0,0,0,0,0,1,5.0,5.0,13.8%,LAC,4,2018
18,Seattle Seahawks,1,0,1,1,0,0,0,1,4.0,4.0,22.4%,SEA,4,2018
19,Pittsburgh Steelers,2,0,1,1,0,0,0,1,4.0,4.0,75.9%,PIT,4,2018
20,Detroit Lions,3,0,0,2,0,0,0,1,3.0,3.0,38.6%,DET,4,2018
21,Dallas Cowboys,3,0,0,0,0,0,0,1,3.0,3.0,92.7%,DAL,4,2018
22,Cleveland Browns,3,2,0,0,0,0,0,1,3.0,3.0,94.2%,CLE,4,2018
23,Arizona Cardinals,2,0,0,2,0,0,0,1,3.0,3.0,0.8%,ARI,4,2018
24,Atlanta Falcons,3,1,0,0,0,0,0,1,2.0,2.0,16.7%,ATL,4,2018
25,Denver Broncos,1,0,0,0,0,0,0,1,1.0,1.0,34.5%,DEN,4,2018
26,Miami Dolphins,0,2,0,0,0,0,0,1,0.0,0.0,69.9%,MIA,4,2018
27,New York Giants,1,0,0,0,0,0,0,1,0.0,0.0,2.4%,NYG,4,2018
28,Cincinnati Bengals,3,0,0,0,0,0,0,1,-1.0,-1.0,50.0%,CIN,4,2018
29,Minnesota Vikings,1,0,0,1,0,0,0,1,-3.0,-3.0,10.9%,MIN,4,2018
30,Tampa Bay Buccaneers,1,0,0,0,0,0,0,1,-3.0,-3.0,20.8%,TB,4,2018
