Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Denver Broncos,6,3,2,3,2,0,0,1,32.0,32.0,34.5%,DEN,7,2018
2,Los Angeles Rams,7,2,2,2,0,1,0,1,22.0,22.0,21.2%,LAR,7,2018
3,Indianapolis Colts,2,3,2,2,0,0,0,1,19.0,19.0,26.4%,IND,7,2018
4,Washington Commanders,4,0,2,3,1,0,0,1,15.0,15.0,8.1%,WAS,7,2018
5,Houston Texans,4,1,2,3,0,0,0,1,14.0,14.0,31.9%,HOU,7,2018
6,Kansas City Chiefs,2,1,0,1,1,0,0,1,14.0,14.0,77.7%,KC,7,2018
7,Cleveland Browns,4,2,2,2,0,1,0,1,14.0,14.0,94.2%,CLE,7,2018
8,Minnesota Vikings,3,3,1,0,0,0,0,1,12.0,12.0,10.9%,MIN,7,2018
9,New England Patriots,2,2,0,0,0,0,2,1,12.0,12.0,13.6%,NE,7,2018
10,Tampa Bay Buccaneers,5,0,1,1,0,0,0,1,7.0,7.0,20.8%,TB,7,2018
11,Carolina Panthers,4,0,1,2,0,0,0,1,7.0,7.0,3.0%,CAR,7,2018
12,Chicago Bears,1,1,2,1,0,0,0,1,6.0,6.0,33.9%,CHI,7,2018
13,Los Angeles Chargers,2,1,0,0,0,0,0,1,5.0,5.0,13.8%,LAC,7,2018
14,New York Giants,3,0,1,1,0,0,0,1,5.0,5.0,2.4%,NYG,7,2018
15,Atlanta Falcons,4,0,0,0,0,0,0,1,5.0,5.0,16.7%,ATL,7,2018
16,Detroit Lions,4,0,0,0,0,0,0,1,4.0,4.0,38.6%,DET,7,2018
17,Tennessee Titans,2,0,0,0,0,0,0,1,3.0,3.0,3.5%,TEN,7,2018
18,Arizona Cardinals,2,1,0,0,0,0,0,1,3.0,3.0,0.8%,ARI,7,2018
19,Baltimore Ravens,1,0,1,0,0,0,0,1,3.0,3.0,86.2%,BAL,7,2018
20,Jacksonville Jaguars,1,0,0,0,0,0,0,1,2.0,2.0,50.2%,JAC,7,2018
21,Philadelphia Eagles,2,0,0,0,0,0,0,1,2.0,2.0,51.6%,PHI,7,2018
22,Dallas Cowboys,1,0,0,0,0,0,0,1,2.0,2.0,92.7%,DAL,7,2018
23,New Orleans Saints,1,0,0,0,0,0,0,1,1.0,1.0,64.0%,NO,7,2018
24,Cincinnati Bengals,2,1,0,0,0,0,0,1,0.0,0.0,50.0%,CIN,7,2018
25,Miami Dolphins,1,0,0,2,0,0,0,1,0.0,0.0,69.9%,MIA,7,2018
26,Buffalo Bills,0,0,0,0,0,1,0,1,-2.0,-2.0,61.3%,BUF,7,2018
27,New York Jets,1,0,0,0,0,0,0,1,-3.0,-3.0,82.4%,NYJ,7,2018
28,San Francisco 49ers,1,0,0,0,0,0,0,1,-3.0,-3.0,97.8%,SF,7,2018
