Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Baltimore Ravens,11,0,0,1,0,0,0,1,21.0,21.0,86.2%,BAL,6,2018
2,Houston Texans,2,2,1,0,1,0,0,1,19.0,19.0,31.9%,HOU,6,2018
3,Seattle Seahawks,6,0,2,3,0,0,0,1,17.0,17.0,22.4%,SEA,6,2018
4,Arizona Cardinals,4,1,1,1,1,0,0,1,14.0,14.0,0.8%,ARI,6,2018
5,Buffalo Bills,7,2,1,3,0,0,0,1,14.0,14.0,61.3%,BUF,6,2018
6,New York Jets,0,3,1,1,1,0,0,1,13.0,13.0,82.4%,NYJ,6,2018
7,Minnesota Vikings,4,1,1,1,0,0,0,1,12.0,12.0,10.9%,MIN,6,2018
8,Dallas Cowboys,3,1,1,1,0,0,0,1,11.0,11.0,92.7%,DAL,6,2018
9,Los Angeles Chargers,5,2,0,0,0,0,0,1,10.0,10.0,13.8%,LAC,6,2018
10,Philadelphia Eagles,4,1,0,1,0,0,0,1,10.0,10.0,51.6%,PHI,6,2018
11,Washington Commanders,1,1,2,2,0,0,0,1,8.0,8.0,8.1%,WAS,6,2018
12,Green Bay Packers,2,1,2,1,0,0,0,1,7.0,7.0,26.4%,GB,6,2018
13,Denver Broncos,5,1,0,0,0,0,0,1,7.0,7.0,34.5%,DEN,6,2018
14,Miami Dolphins,2,1,2,2,0,0,0,1,7.0,7.0,69.9%,MIA,6,2018
15,Atlanta Falcons,2,2,0,0,0,0,0,1,5.0,5.0,16.7%,ATL,6,2018
16,Chicago Bears,0,2,1,1,0,0,0,1,5.0,5.0,33.9%,CHI,6,2018
17,Los Angeles Rams,2,1,0,1,0,0,0,1,5.0,5.0,21.2%,LAR,6,2018
18,Las Vegas Raiders,1,1,0,0,0,0,0,1,3.0,3.0,24.5%,LV,6,2018
19,Pittsburgh Steelers,3,0,0,0,0,0,0,1,3.0,3.0,75.9%,PIT,6,2018
20,Carolina Panthers,3,0,0,1,0,0,0,1,3.0,3.0,3.0%,CAR,6,2018
21,Tennessee Titans,0,1,0,0,0,0,0,1,2.0,2.0,3.5%,TEN,6,2018
22,Indianapolis Colts,2,1,1,2,0,0,0,1,2.0,2.0,26.4%,IND,6,2018
23,San Francisco 49ers,3,0,0,0,0,0,0,1,2.0,2.0,97.8%,SF,6,2018
24,New England Patriots,0,2,0,0,0,0,0,1,0.0,0.0,13.6%,NE,6,2018
25,New York Giants,1,0,0,1,0,0,0,1,0.0,0.0,2.4%,NYG,6,2018
26,Kansas City Chiefs,2,0,1,2,0,0,0,1,0.0,0.0,77.7%,KC,6,2018
27,Tampa Bay Buccaneers,1,0,0,1,0,0,0,1,0.0,0.0,20.8%,TB,6,2018
28,Jacksonville Jaguars,3,0,0,0,0,0,0,1,-1.0,-1.0,50.2%,JAC,6,2018
29,Cincinnati Bengals,0,0,0,1,0,0,0,1,-1.0,-1.0,50.0%,CIN,6,2018
30,Cleveland Browns,1,1,0,0,0,0,0,1,-1.0,-1.0,94.2%,CLE,6,2018
