Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chicago Bears,4,3,1,1,2,0,0,1,28.0,28.0,33.9%,CHI,9,2018
2,Miami Dolphins,4,4,0,0,1,0,0,1,25.0,25.0,69.9%,MIA,9,2018
3,Minnesota Vikings,10,0,1,0,1,0,0,1,22.0,22.0,10.9%,MIN,9,2018
4,San Francisco 49ers,8,0,0,1,0,0,0,1,15.0,15.0,97.8%,SF,9,2018
5,Los Angeles Chargers,4,1,0,0,1,0,0,1,13.0,13.0,13.8%,LAC,9,2018
6,Tennessee Titans,5,1,1,1,0,0,0,1,10.0,10.0,3.5%,TEN,9,2018
7,New York Jets,4,0,0,0,0,0,0,1,8.0,8.0,82.4%,NYJ,9,2018
8,Dallas Cowboys,4,0,2,1,0,0,0,1,7.0,7.0,92.7%,DAL,9,2018
9,Atlanta Falcons,3,1,0,0,0,0,0,1,6.0,6.0,16.7%,ATL,9,2018
10,Detroit Lions,1,1,1,0,0,0,0,1,6.0,6.0,38.6%,DET,9,2018
11,Carolina Panthers,3,2,0,1,0,0,0,1,6.0,6.0,3.0%,CAR,9,2018
12,Denver Broncos,4,0,0,0,0,0,0,1,5.0,5.0,34.5%,DEN,9,2018
13,Houston Texans,2,0,1,1,0,0,0,1,5.0,5.0,31.9%,HOU,9,2018
14,Kansas City Chiefs,2,1,0,0,0,0,0,1,5.0,5.0,77.7%,KC,9,2018
15,New England Patriots,1,0,1,2,0,0,0,1,4.0,4.0,13.6%,NE,9,2018
16,Seattle Seahawks,2,0,0,0,0,0,0,1,3.0,3.0,22.4%,SEA,9,2018
17,Pittsburgh Steelers,2,0,0,0,0,0,0,1,3.0,3.0,75.9%,PIT,9,2018
18,Buffalo Bills,1,1,0,1,0,0,0,1,2.0,2.0,61.3%,BUF,9,2018
19,Green Bay Packers,2,0,0,0,0,0,0,1,1.0,1.0,26.4%,GB,9,2018
20,Baltimore Ravens,1,0,0,0,0,0,0,1,1.0,1.0,86.2%,BAL,9,2018
21,Cleveland Browns,2,1,0,0,0,0,0,1,0.0,0.0,94.2%,CLE,9,2018
22,Washington Commanders,2,1,0,0,0,0,0,1,0.0,0.0,8.1%,WAS,9,2018
23,Las Vegas Raiders,0,0,0,0,0,0,0,1,-1.0,-1.0,24.5%,LV,9,2018
24,New Orleans Saints,0,1,0,0,0,0,0,1,-2.0,-2.0,64.0%,NO,9,2018
25,Los Angeles Rams,0,0,1,1,0,0,0,1,-2.0,-2.0,21.2%,LAR,9,2018
26,Tampa Bay Buccaneers,2,0,0,1,0,0,0,1,-2.0,-2.0,20.8%,TB,9,2018
