Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Kansas City Chiefs,3,2,2,3,1,0,0,1,24.0,24.0,77.7%,KC,17,2018
2,New England Patriots,4,0,3,3,1,0,0,1,23.0,23.0,13.6%,NE,17,2018
3,Los Angeles Chargers,1,1,3,1,1,0,0,1,21.0,21.0,13.8%,LAC,17,2018
4,Philadelphia Eagles,4,1,0,1,0,0,0,1,16.0,16.0,51.6%,PHI,17,2018
5,Los Angeles Rams,3,3,1,1,1,0,0,1,16.0,16.0,21.2%,LAR,17,2018
6,Buffalo Bills,4,2,2,2,0,0,0,1,16.0,16.0,61.3%,BUF,17,2018
7,Detroit Lions,3,1,0,0,0,0,0,1,15.0,15.0,38.6%,DET,17,2018
8,Arizona Cardinals,6,1,0,0,0,0,0,1,15.0,15.0,0.8%,ARI,17,2018
9,Houston Texans,3,1,1,1,0,0,0,1,14.0,14.0,31.9%,HOU,17,2018
10,Seattle Seahawks,6,0,2,1,0,0,0,1,11.0,11.0,22.4%,SEA,17,2018
11,Cincinnati Bengals,1,1,0,1,1,0,0,1,10.0,10.0,50.0%,CIN,17,2018
12,Tennessee Titans,1,1,1,1,1,0,0,1,10.0,10.0,3.5%,TEN,17,2018
13,Indianapolis Colts,0,2,1,0,0,0,0,1,10.0,10.0,26.4%,IND,17,2018
14,Denver Broncos,1,2,2,0,0,0,0,1,10.0,10.0,34.5%,DEN,17,2018
15,Jacksonville Jaguars,6,0,1,0,0,0,0,1,9.0,9.0,50.2%,JAC,17,2018
16,Chicago Bears,4,0,0,0,0,0,0,1,8.0,8.0,33.9%,CHI,17,2018
17,Pittsburgh Steelers,4,0,0,2,0,0,0,1,8.0,8.0,75.9%,PIT,17,2018
18,Baltimore Ravens,0,3,0,0,0,0,0,1,6.0,6.0,86.2%,BAL,17,2018
19,Miami Dolphins,1,1,0,0,1,0,0,1,5.0,5.0,69.9%,MIA,17,2018
20,Washington Commanders,3,1,0,0,0,0,0,1,5.0,5.0,8.1%,WAS,17,2018
21,Carolina Panthers,2,1,0,0,0,0,0,1,5.0,5.0,3.0%,CAR,17,2018
22,Cleveland Browns,2,0,1,1,0,0,0,1,4.0,4.0,94.2%,CLE,17,2018
23,New York Giants,4,0,1,1,0,0,0,1,2.0,2.0,2.4%,NYG,17,2018
24,Atlanta Falcons,1,1,0,0,0,0,0,1,2.0,2.0,16.7%,ATL,17,2018
25,Tampa Bay Buccaneers,1,1,0,0,0,0,0,1,2.0,2.0,20.8%,TB,17,2018
26,Las Vegas Raiders,0,1,0,0,0,0,0,1,1.0,1.0,24.5%,LV,17,2018
27,Dallas Cowboys,1,1,1,1,0,0,0,1,1.0,1.0,92.7%,DAL,17,2018
28,New Orleans Saints,1,0,0,0,0,0,0,1,0.0,0.0,64.0%,NO,17,2018
29,New York Jets,1,0,0,0,0,0,0,1,0.0,0.0,82.4%,NYJ,17,2018
30,Minnesota Vikings,0,0,0,0,0,0,0,1,0.0,0.0,10.9%,MIN,17,2018
31,Green Bay Packers,1,0,0,0,0,0,0,1,0.0,0.0,26.4%,GB,17,2018
32,San Francisco 49ers,0,0,0,0,0,0,0,1,-4.0,-4.0,97.8%,SF,17,2018
