Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Washington Commanders,2,2,2,3,0,0,0,1,17.0,17.0,8.1%,WAS,10,2018
2,Pittsburgh Steelers,5,1,1,1,1,0,0,1,15.0,15.0,75.9%,PIT,10,2018
3,Green Bay Packers,6,1,1,0,0,0,0,1,14.0,14.0,26.4%,GB,10,2018
4,Los Angeles Chargers,4,0,1,1,0,0,0,1,13.0,13.0,13.8%,LAC,10,2018
5,Chicago Bears,6,2,1,3,0,0,0,1,12.0,12.0,33.9%,CHI,10,2018
6,Buffalo Bills,3,2,0,0,1,0,0,1,11.0,11.0,61.3%,BUF,10,2018
7,Kansas City Chiefs,5,2,0,1,0,0,0,1,10.0,10.0,77.7%,KC,10,2018
8,New Orleans Saints,4,2,0,0,0,0,0,1,9.0,9.0,64.0%,NO,10,2018
9,Tennessee Titans,3,0,0,0,0,0,0,1,7.0,7.0,3.5%,TEN,10,2018
10,Cleveland Browns,2,0,2,2,0,0,0,1,7.0,7.0,94.2%,CLE,10,2018
11,Los Angeles Rams,4,0,1,1,0,0,0,1,5.0,5.0,21.2%,LAR,10,2018
12,Arizona Cardinals,5,0,0,1,0,0,0,1,5.0,5.0,0.8%,ARI,10,2018
13,Dallas Cowboys,2,1,0,0,0,0,0,1,5.0,5.0,92.7%,DAL,10,2018
14,Miami Dolphins,2,0,1,0,0,0,0,1,4.0,4.0,69.9%,MIA,10,2018
15,New York Giants,0,2,0,0,0,0,0,1,4.0,4.0,2.4%,NYG,10,2018
16,Tampa Bay Buccaneers,3,0,0,0,0,0,0,1,4.0,4.0,20.8%,TB,10,2018
17,Philadelphia Eagles,4,0,0,1,0,0,0,1,4.0,4.0,51.6%,PHI,10,2018
18,Las Vegas Raiders,1,1,0,0,0,0,0,1,4.0,4.0,24.5%,LV,10,2018
19,Indianapolis Colts,0,0,1,1,0,0,0,1,3.0,3.0,26.4%,IND,10,2018
20,New England Patriots,2,0,0,1,0,0,0,1,1.0,1.0,13.6%,NE,10,2018
21,Atlanta Falcons,0,1,0,1,0,0,0,1,1.0,1.0,16.7%,ATL,10,2018
22,San Francisco 49ers,1,0,0,0,0,0,0,1,1.0,1.0,97.8%,SF,10,2018
23,Jacksonville Jaguars,0,1,0,0,0,0,0,1,1.0,1.0,50.2%,JAC,10,2018
24,Detroit Lions,1,0,0,0,0,0,0,1,0.0,0.0,38.6%,DET,10,2018
25,Seattle Seahawks,2,0,0,0,0,0,0,1,-2.0,-2.0,22.4%,SEA,10,2018
26,New York Jets,1,0,0,1,0,0,0,1,-3.0,-3.0,82.4%,NYJ,10,2018
27,Carolina Panthers,1,0,0,0,0,0,0,1,-3.0,-3.0,3.0%,CAR,10,2018
28,Cincinnati Bengals,0,0,0,0,0,0,0,1,-4.0,-4.0,50.0%,CIN,10,2018
