Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Rashaad Penny,25,170,6.8,37,4,2,2,3,15,7.5,0,0,1,32.5,32.5,4.1%,CAR,17,2021
2,Najee Harris,28,188,6.7,37,4,1,3,3,18,6.0,0,0,1,29.6,29.6,91.4%,PIT,17,2021
3,Darrel Williams,14,88,6.3,19,0,2,3,3,19,6.3,0,0,1,25.7,25.7,0.0%,FA,17,2021
4,Boston Scott,14,47,3.4,14,0,2,4,4,39,9.8,0,0,1,24.6,24.6,0.1%,LAR,17,2021
5,Devin Singletary,23,110,4.8,20,2,2,0,1,0,0.0,0,0,1,23.0,23.0,83.7%,NYG,17,2021
6,Rhamondre Stevenson,19,107,5.6,15,0,2,0,0,0,0.0,0,0,1,22.7,22.7,84.5%,NE,17,2021
7,AJ Dillon,14,63,4.5,9,0,2,2,3,20,10.0,0,0,1,22.3,22.3,35.2%,GB,17,2021
8,David Montgomery,22,64,2.9,10,0,2,2,2,17,8.5,0,0,1,21.1,21.1,93.2%,DET,17,2021
9,Elijah Mitchell,21,119,5.7,37,2,0,2,2,11,5.5,1,0,1,21.0,21.0,8.9%,SF,17,2021
10,Alvin Kamara,13,32,2.5,30,2,0,5,6,68,13.6,1,0,1,21.0,21.0,98.2%,NO,17,2021
11,Jaret Patterson,12,57,4.8,11,0,1,5,5,41,8.2,0,0,1,20.8,20.8,0.0%,LAC,17,2021
12,Austin Ekeler,17,58,3.4,14,0,1,3,3,54,18.0,0,0,1,20.2,20.2,93.1%,WAS,17,2021
13,D'Onta Foreman,26,132,5.1,35,3,1,0,0,0,0.0,0,0,1,19.2,19.2,19.4%,CLE,17,2021
14,Sony Michel,19,74,3.9,14,0,1,3,5,25,8.3,0,0,1,18.9,18.9,0.0%,FA,17,2021
15,Jonathan Taylor,20,108,5.4,24,1,1,1,2,6,6.0,0,0,1,18.4,18.4,98.8%,IND,17,2021
16,Josh Jacobs,16,63,3.9,9,0,1,4,4,17,4.3,0,0,1,18.0,18.0,97.3%,GB,17,2021
17,Damien Harris,9,35,3.9,7,0,2,1,1,12,12.0,0,0,1,17.7,17.7,4.6%,FA,17,2021
18,Ty Johnson,5,35,7.0,22,1,1,3,4,47,15.7,0,0,1,17.2,17.2,0.6%,BUF,17,2021
19,Dontrell Hilliard,8,45,5.6,39,2,1,3,3,33,11.0,0,0,1,16.8,16.8,0.0%,FA,17,2021
20,Chuba Hubbard,17,55,3.2,21,1,1,3,4,13,4.3,0,0,1,15.8,15.8,51.0%,CAR,17,2021
21,Joe Mixon,12,46,3.8,13,0,0,7,8,40,5.7,0,0,1,15.6,15.6,99.1%,HOU,17,2021
22,Aaron Jones,8,76,9.5,28,2,0,5,6,30,6.0,0,0,1,15.6,15.6,93.3%,MIN,17,2021
23,Dare Ogunbowale,9,36,4.0,5,0,0,2,2,32,16.0,1,0,1,14.8,14.8,0.3%,HOU,17,2021
24,Rex Burkhead,16,47,2.9,8,0,0,6,6,32,5.3,0,0,1,13.9,13.9,10.0%,FA,17,2021
25,Jamaal Williams,11,22,2.0,6,0,1,3,3,22,7.3,0,0,1,13.4,13.4,10.3%,NO,17,2021
26,Chase Edmonds,18,53,2.9,14,0,0,5,6,29,5.8,0,0,1,13.2,13.2,0.8%,TB,17,2021
27,Mike Davis,8,42,5.3,13,0,1,1,2,15,15.0,0,0,1,12.7,12.7,1.0%,FA,17,2021
28,Melvin Gordon III,10,43,4.3,12,0,0,3,4,29,9.7,0,0,1,10.2,10.2,0.0%,FA,17,2021
29,Saquon Barkley,21,102,4.9,10,0,0,0,1,0,0.0,0,0,1,10.2,10.2,100.0%,PHI,17,2021
30,Ameer Abdullah,6,21,3.5,15,0,0,4,4,31,7.8,0,0,1,9.2,9.2,0.7%,LV,17,2021
31,Justin Jackson,12,41,3.4,7,0,0,3,3,20,6.7,0,0,1,9.1,9.1,0.0%,FA,17,2021
32,Tony Pollard,3,9,3.0,5,0,0,3,5,49,16.3,0,0,1,8.8,8.8,93.4%,TEN,17,2021
33,Devonta Freeman,14,76,5.4,32,2,0,1,1,1,1.0,0,0,1,8.7,8.7,0.0%,FA,17,2021
34,Duke Johnson Jr.,7,49,7.0,16,0,0,2,3,16,8.0,0,0,1,8.5,8.5,0.0%,FA,17,2021
35,Le'Veon Bell,3,5,1.7,2,0,0,3,3,30,10.0,0,0,1,8.5,8.5,0.2%,FA,17,2021
36,Michael Carter,3,54,18.0,55,4,0,1,1,9,9.0,0,0,1,7.3,7.3,1.3%,ARI,17,2021
37,Cordarrelle Patterson,9,28,3.1,13,0,0,2,2,24,12.0,0,0,1,7.2,7.2,1.4%,PIT,17,2021
38,Devontae Booker,18,46,2.6,5,0,0,2,3,0,0.0,0,0,1,6.6,6.6,0.0%,FA,17,2021
39,Ke'Shawn Vaughn,8,31,3.9,11,0,0,2,3,14,7.0,0,0,1,6.5,6.5,0.1%,FA,17,2021
40,D'Andre Swift,4,32,8.0,31,2,0,2,3,7,3.5,0,0,1,5.9,5.9,93.8%,CHI,17,2021
41,Nick Chubb,12,58,4.8,32,2,0,0,1,0,0.0,0,0,1,5.8,5.8,55.6%,CLE,17,2021
42,Nyheim Hines,2,4,2.0,3,0,0,4,4,14,3.5,0,0,1,5.8,5.8,0.5%,CLE,17,2021
43,Derrick Gore,3,37,12.3,23,1,0,1,1,8,8.0,0,0,1,5.5,5.5,0.0%,FA,17,2021
44,Alexander Mattison,0,0,0.0,0,0,0,4,5,13,3.3,0,0,1,5.3,5.3,41.3%,LV,17,2021
45,Jaylen Samuels,3,7,2.3,3,0,0,3,3,14,4.7,0,0,1,5.1,5.1,0.0%,FA,17,2021
46,Austin Walter,14,49,3.5,14,0,0,0,0,0,0.0,0,0,1,4.9,4.9,0.0%,FA,17,2021
47,Brandon Bolden,1,4,4.0,4,0,0,2,3,21,10.5,0,0,1,4.5,4.5,0.0%,FA,17,2021
48,Ryquell Armstead,6,28,4.7,9,0,0,1,2,6,6.0,0,0,1,4.4,4.4,0.2%,FA,17,2021
49,Dalvin Cook,9,13,1.4,6,0,0,3,3,0,0.0,0,0,1,4.3,4.3,9.5%,FA,17,2021
50,Wendell Smallwood,4,12,3.0,4,0,0,2,3,10,5.0,0,0,1,4.2,4.2,0.0%,FA,17,2021
51,Javonte Williams,14,30,2.1,7,0,0,1,1,2,2.0,0,0,1,4.2,4.2,89.1%,DEN,17,2021
52,Ezekiel Elliott,9,16,1.8,6,0,0,1,2,14,14.0,0,0,1,4.0,4.0,78.1%,DAL,17,2021
53,Zack Moss,5,39,7.8,12,0,0,0,0,0,0.0,0,0,1,3.9,3.9,75.1%,CIN,17,2021
54,Ronald Jones II,10,26,2.6,7,0,0,1,1,1,1.0,0,0,1,3.7,3.7,0.0%,FA,17,2021
55,Jonathan Ward,2,3,1.5,2,0,0,1,1,23,23.0,0,0,1,3.6,3.6,0.0%,PIT,17,2021
56,Jalen Richard,1,4,4.0,4,0,0,1,1,19,19.0,0,0,1,3.3,3.3,1.0%,FA,17,2021
57,Peyton Barber,6,3,0.5,3,0,0,2,2,9,4.5,0,0,1,3.2,3.2,1.0%,FA,17,2021
58,Jonathan Williams,2,4,2.0,3,0,0,2,3,7,3.5,0,0,1,3.1,3.1,0.0%,FA,17,2021
59,Latavius Murray,11,31,2.8,6,0,0,0,0,0,0.0,0,0,1,3.1,3.1,7.6%,FA,17,2021
60,Kyle Juszczyk,0,0,0.0,0,0,0,2,2,9,4.5,0,0,1,2.9,2.9,1.0%,SF,17,2021
61,Travis Homer,6,27,4.5,13,0,0,0,0,0,0.0,0,0,1,2.7,2.7,0.1%,CHI,17,2021
62,Jordan Howard,11,26,2.4,7,0,0,0,1,0,0.0,0,0,1,2.6,2.6,0.0%,FA,17,2021
63,Royce Freeman,6,25,4.2,8,0,0,0,1,0,0.0,0,0,1,2.5,2.5,3.2%,DAL,17,2021
64,Samaje Perine,1,4,4.0,4,0,0,1,1,10,10.0,0,0,1,2.4,2.4,12.7%,DEN,17,2021
65,D'Ernest Johnson,5,13,2.6,4,0,0,1,3,1,1.0,0,0,1,2.4,2.4,2.7%,JAC,17,2021
