Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Bobby Okereke,13,4,0.0,0,0,1,0,0,1,31.5,31.5,79.2%,NYG,17,2022
2,Frankie Luvu,10,3,1.0,0,0,0,0,0,1,28.8,28.8,44.5%,WAS,17,2022
3,James Houston,3,0,3.0,0,0,1,0,0,1,25.5,25.5,1.4%,DET,17,2022
4,Kaden Elliss,4,1,1.5,0,0,1,0,0,1,21.8,21.8,15.6%,ATL,17,2022
5,T.J. Edwards,9,2,0.0,0,0,0,0,0,1,20.0,20.0,78.6%,CHI,17,2022
6,David Mayo,5,4,1.0,0,0,0,0,0,1,19.5,19.5,0.0%,FA,17,2022
7,Monty Rice,8,5,0.0,0,0,0,0,0,1,18.3,18.3,1.0%,NO,17,2022
8,Elandon Roberts,6,3,1.0,0,0,0,0,0,1,17.8,17.8,15.1%,PIT,17,2022
9,Drue Tranquill,6,5,0.0,0,0,0,0,0,1,17.8,17.8,12.1%,KC,17,2022
10,Joe Thomas,7,5,0.0,0,0,0,0,0,1,16.8,16.8,1.0%,FA,17,2022
11,Zaire Franklin,7,3,0.0,2,0,0,0,0,1,15.8,15.8,91.7%,IND,17,2022
12,Robert Spillane,8,1,0.0,0,0,0,0,0,1,15.3,15.3,33.6%,LV,17,2022
13,C.J. Mosley,8,1,0.0,0,0,0,0,0,1,15.3,15.3,65.6%,NYJ,17,2022
14,Ogbo Okoronkwo,4,0,1.0,0,0,0,0,0,1,15.0,15.0,2.7%,CLE,17,2022
15,Marquis Haynes Sr.,3,1,1.0,0,0,0,0,0,1,14.3,14.3,0.6%,FA,17,2022
16,Kyle Van Noy,1,1,1.0,0,0,1,1,0,1,14.3,14.3,8.7%,BAL,17,2022
17,T.J. Watt,3,1,1.0,0,0,0,0,0,1,14.3,14.3,78.7%,PIT,17,2022
18,Zaven Collins,6,1,0.0,1,0,0,0,0,1,13.8,13.8,6.0%,ARI,17,2022
19,Jamin Davis,5,4,0.0,0,0,0,0,0,1,13.0,13.0,8.8%,WAS,17,2022
20,Lavonte David,6,2,0.0,0,0,0,0,0,1,13.0,13.0,52.1%,TB,17,2022
21,Ja'Whaun Bentley,5,4,0.0,0,0,0,0,0,1,13.0,13.0,15.8%,NE,17,2022
22,Shaq Thompson,5,7,0.0,0,0,0,0,0,1,12.8,12.8,14.7%,CAR,17,2022
23,Devin White,4,3,0.0,0,0,0,1,0,1,12.3,12.3,22.4%,PHI,17,2022
24,Foyesade Oluokun,5,4,0.0,1,0,0,0,0,1,12.0,12.0,94.0%,JAC,17,2022
25,Fred Warner,4,8,0.0,0,0,0,0,0,1,12.0,12.0,90.1%,SF,17,2022
26,Harvey Langi,7,2,0.0,0,0,0,0,0,1,12.0,12.0,0.0%,FA,17,2022
27,Jack Gibbens,5,5,0.0,0,0,0,0,0,1,11.3,11.3,6.0%,TEN,17,2022
28,Quincy Williams,5,5,0.0,0,0,0,0,0,1,11.3,11.3,51.1%,NYJ,17,2022
29,Roquan Smith,4,5,0.0,1,0,0,0,0,1,11.3,11.3,90.5%,BAL,17,2022
30,Nick Bolton,4,5,0.0,1,0,0,0,0,1,11.3,11.3,52.4%,KC,17,2022
31,Quay Walker,4,4,0.0,1,0,0,0,0,1,10.5,10.5,37.0%,GB,17,2022
32,Joe Tryon-Shoyinka,7,0,0.0,0,0,0,0,0,1,10.5,10.5,2.7%,TB,17,2022
33,Jaylon Smith,5,4,0.0,0,0,0,0,0,1,10.5,10.5,0.2%,FA,17,2022
34,Ernest Jones IV,5,4,0.0,0,0,0,0,0,1,10.5,10.5,58.6%,LAR,17,2022
35,Tony Fields II,5,4,0.0,0,0,0,0,0,1,10.5,10.5,1.5%,CLE,17,2022
36,Uchenna Nwosu,2,1,0.0,0,0,0,1,0,1,10.3,10.3,17.7%,SEA,17,2022
37,Matthew Adams,3,4,0.0,0,0,0,0,0,1,10.0,10.0,0.2%,NYG,17,2022
38,Nicholas Morrow,4,2,0.0,0,0,0,0,0,1,10.0,10.0,4.7%,BUF,17,2022
39,Luke Masterson,3,4,0.0,0,0,0,0,0,1,10.0,10.0,1.7%,LV,17,2022
40,De'Vondre Campbell,5,3,0.0,0,0,0,0,0,1,9.8,9.8,20.5%,SF,17,2022
41,Josey Jewell,4,3,0.0,1,0,0,0,0,1,9.8,9.8,30.4%,CAR,17,2022
42,Cody Barton,3,3,0.0,0,0,0,0,0,1,9.3,9.3,11.8%,DEN,17,2022
43,Damone Clark,4,1,0.0,0,0,0,0,0,1,9.3,9.3,8.9%,DAL,17,2022
44,Willie Gay Jr.,5,2,0.0,0,0,0,0,0,1,9.0,9.0,7.3%,NO,17,2022
45,Azeez Al-Shaair,5,2,0.0,0,0,0,0,0,1,9.0,9.0,42.8%,HOU,17,2022
46,Demario Davis,3,4,0.0,1,0,0,0,0,1,9.0,9.0,22.0%,NO,17,2022
47,Bobby Wagner,5,2,0.0,0,0,0,0,0,1,9.0,9.0,72.2%,WAS,17,2022
48,Kyzir White,4,3,0.0,0,0,0,0,0,1,8.3,8.3,22.2%,ARI,17,2022
49,Alex Anzalone,4,3,0.0,0,0,0,0,0,1,8.3,8.3,31.4%,DET,17,2022
50,Dre Greenlaw,3,5,0.0,0,0,0,0,0,1,8.3,8.3,37.6%,SF,17,2022
51,Alex Singleton,4,3,0.0,0,0,0,0,0,1,8.3,8.3,60.2%,DEN,17,2022
52,Justin Hollins,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,17,2022
53,Casey Toohill,2,1,1.0,0,0,0,0,0,1,7.8,7.8,0.8%,BUF,17,2022
54,Dennis Gardeck,3,1,0.0,0,0,0,0,0,1,7.8,7.8,3.5%,ARI,17,2022
55,Jerome Baker,3,2,0.0,1,0,0,0,0,1,7.5,7.5,14.2%,SEA,17,2022
56,Patrick Queen,4,2,0.0,0,0,0,0,0,1,7.5,7.5,43.0%,PIT,17,2022
57,Jordyn Brooks,2,2,0.0,0,0,0,0,0,1,7.0,7.0,25.7%,MIA,17,2022
58,Mark Robinson,2,5,0.0,0,0,0,0,0,1,6.8,6.8,0.6%,PIT,17,2022
59,Isaiah Simmons,4,1,0.0,0,0,0,0,0,1,6.8,6.8,6.1%,NYG,17,2022
60,Deion Jones,1,3,0.0,0,0,0,0,0,1,6.3,6.3,2.5%,BUF,17,2022
61,Eric Kendricks,3,2,0.0,0,0,0,0,0,1,6.0,6.0,32.2%,DAL,17,2022
62,Christian Kirksey,2,4,0.0,0,0,0,0,0,1,6.0,6.0,0.1%,FA,17,2022
63,Malcolm Rodriguez,4,0,0.0,0,0,0,0,0,1,6.0,6.0,2.5%,DET,17,2022
64,Jahlani Tavai,2,4,0.0,0,0,0,0,0,1,6.0,6.0,6.2%,NE,17,2022
65,Rashaan Evans,4,0,0.0,0,0,0,0,0,1,6.0,6.0,0.2%,FA,17,2022
66,Sam Franklin Jr.,1,0,0.0,0,0,1,0,0,1,5.5,5.5,0.4%,CAR,17,2022
67,Jesse Luketa,2,0,0.0,0,0,0,0,0,1,5.5,5.5,0.0%,ARI,17,2022
68,Brian Asamoah II,3,1,0.0,0,0,0,0,0,1,5.3,5.3,2.9%,MIN,17,2022
69,Christian Harris,3,1,0.0,0,0,0,0,0,1,5.3,5.3,11.4%,HOU,17,2022
70,Jermaine Carter Jr.,1,5,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,17,2022
71,Troy Andersen,2,3,0.0,0,0,0,0,0,1,5.3,5.3,10.7%,ATL,17,2022
72,Raekwon McMillan,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.6%,NE,17,2022
73,Chad Muma,3,1,0.0,0,0,0,0,0,1,5.3,5.3,2.3%,JAC,17,2022
74,Devin Lloyd,1,5,0.0,0,0,0,0,0,1,5.3,5.3,24.8%,JAC,17,2022
75,Micah Parsons,0,1,0.0,0,0,0,1,0,1,4.8,4.8,77.6%,DAL,17,2022
76,Micah McFadden,2,2,0.0,0,0,0,0,0,1,4.5,4.5,7.6%,NYG,17,2022
77,Anthony Barr,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,17,2022
78,Isaiah McDuffie,2,2,0.0,0,0,0,0,0,1,4.5,4.5,4.2%,GB,17,2022
79,E.J. Speed,1,0,0.0,0,0,0,0,0,1,4.0,4.0,39.2%,IND,17,2022
80,Lorenzo Carter,1,3,0.0,0,0,0,0,0,1,3.8,3.8,1.9%,ATL,17,2022
81,Jordan Hicks,1,3,0.0,0,0,0,0,0,1,3.8,3.8,29.8%,CLE,17,2022
82,Za'Darius Smith,2,1,0.0,0,0,0,0,0,1,3.8,3.8,5.3%,CLE,17,2022
83,Shaquille Quarterman,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,17,2022
84,Kenneth Murray Jr.,1,2,0.0,0,0,0,0,0,1,3.0,3.0,14.8%,TEN,17,2022
85,Andrew Van Ginkel,0,2,0.0,1,0,0,0,0,1,3.0,3.0,11.0%,MIN,17,2022
86,Blake Cashman,2,0,0.0,0,0,0,0,0,1,3.0,3.0,14.4%,MIN,17,2022
87,Kwon Alexander,1,2,0.0,0,0,0,0,0,1,3.0,3.0,1.0%,FA,17,2022
88,Leo Chenal,1,2,0.0,0,0,0,0,0,1,3.0,3.0,6.4%,KC,17,2022
89,Preston Smith,1,2,0.0,0,0,0,0,0,1,3.0,3.0,10.7%,GB,17,2022
90,Devin Bush Jr.,1,1,0.0,0,0,0,0,0,1,2.3,2.3,4.8%,CLE,17,2022
91,Leonard Floyd,1,1,0.0,0,0,0,0,0,1,2.3,2.3,5.1%,SF,17,2022
92,Jabril Cox,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,17,2022
93,Alex Highsmith,0,3,0.0,0,0,0,0,0,1,2.3,2.3,25.8%,PIT,17,2022
94,Darius Harris,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,17,2022
95,Oren Burks,1,1,0.0,0,0,0,0,0,1,2.3,2.3,3.5%,PHI,17,2022
96,Derrick Barnes,0,2,0.0,0,0,0,0,0,1,1.5,1.5,9.4%,DET,17,2022
97,Oshane Ximines,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,NE,17,2022
98,Tomon Fox,0,2,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,NYG,17,2022
99,Khalil Mack,1,0,0.0,0,0,0,0,0,1,1.5,1.5,52.9%,LAC,17,2022
100,Anfernee Jennings,1,0,0.0,0,0,0,0,0,1,1.5,1.5,4.9%,NE,17,2022
101,Matt Milano,1,0,0.0,0,0,0,0,0,1,1.5,1.5,22.9%,BUF,17,2022
102,Ben Niemann,0,2,0.0,0,0,0,0,0,1,1.5,1.5,0.4%,DET,17,2022
103,Reggie Ragland,0,2,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,17,2022
104,Joe Jones,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,17,2022
105,Mykal Walker,1,0,0.0,0,0,0,0,0,1,1.5,1.5,2.1%,WAS,17,2022
106,Markus Golden,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.6%,FA,17,2022
107,Tremaine Edmunds,1,0,0.0,0,0,0,0,0,1,1.5,1.5,33.2%,CHI,17,2022
108,Cory Littleton,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,17,2022
109,DeMarquis Gates,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,17,2022
110,Logan Wilson,0,1,0.0,0,0,0,0,0,1,0.8,0.8,63.3%,CIN,17,2022
111,Eric Wilson,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.6%,GB,17,2022
112,Daniel Hardy,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,CHI,17,2022
113,Matthew Judon,0,1,0.0,0,0,0,0,0,1,0.8,0.8,17.4%,NE,17,2022
114,Carter Coughlin,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,NYG,17,2022
115,Michael Hoecht,5,2,0.0,0,0,0,0,0,1,0.0,0.0,16.3%,LAR,17,2022
116,Anthony Nelson,3,1,1.0,0,0,1,0,0,1,0.0,0.0,0.4%,TB,17,2022
117,L.J. Collier,0,0,0.0,0,0,0,0,0,1,0.0,0.0,1.0%,ARI,17,2022
118,Josh Woods,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.6%,FA,17,2022
119,Ezekiel Turner,4,1,0.0,0,0,0,0,0,1,0.0,0.0,0.2%,SF,17,2022
120,Wyatt Ray,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2022
121,Josh Allen,3,3,1.0,0,0,1,0,0,1,0.0,0.0,44.0%,JAC,17,2022
122,Brian Burns,2,1,0.0,0,0,0,0,0,1,0.0,0.0,41.8%,NYG,17,2022
123,Mack Wilson Sr.,0,0,0.0,0,0,0,0,0,1,0.0,0.0,4.4%,ARI,17,2022
124,Ben Burr-Kirven,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2022
125,Christian Rozeboom,0,0,0.0,0,0,0,0,0,1,0.0,0.0,4.4%,LAR,17,2022
126,Yetur Gross-Matos,1,3,1.0,0,0,0,0,0,1,0.0,0.0,1.1%,SF,17,2022
127,K'Lavon Chaisson,3,1,1.0,0,0,0,0,0,1,0.0,0.0,1.2%,CAR,17,2022
128,Andrew Dowell,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2022
129,Luke Gifford,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,TEN,17,2022
130,Jonathan Garvin,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2022
131,D.J. Wonnum,1,2,0.0,0,0,0,0,0,1,0.0,0.0,13.8%,CAR,17,2022
132,Tanner Muse,2,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2022
133,Khaleke Hudson,0,0,0.0,0,0,0,0,0,1,0.0,0.0,2.4%,NO,17,2022
134,Joshua Uche,1,0,0.0,0,0,0,0,0,1,0.0,0.0,1.0%,NE,17,2022
135,Hamsah Nasirildeen,1,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2022
136,Darrell Taylor,2,1,2.5,1,0,1,0,0,1,0.0,0.0,1.1%,SEA,17,2022
137,Trevis Gipson,1,0,1.0,0,0,0,0,0,1,0.0,0.0,1.1%,JAC,17,2022
138,Kyron Johnson,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.2%,PIT,17,2022
139,Segun Olubi,0,0,0.0,0,0,0,0,0,1,0.0,0.0,2.1%,IND,17,2022
140,Tariq Carpenter,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,17,2022
141,Caleb Johnson,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,JAC,17,2022
142,Odafe Oweh,3,1,0.0,0,0,0,0,0,1,0.0,0.0,6.4%,BAL,17,2022
