Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jake Elliott,5,5,100.0,54,0,1,2,0,2,1,1,1,20.0,20.0,93.5%,PHI,18,2022
2,Younghoe Koo,3,3,100.0,51,0,1,0,1,1,3,3,1,15.0,15.0,61.7%,ATL,18,2022
3,Greg Joseph,3,3,100.0,50,0,1,0,1,1,2,3,1,14.0,14.0,3.7%,GB,18,2022
4,Jason Myers,4,5,80.0,37,0,1,3,0,0,1,1,1,13.0,13.0,32.1%,SEA,18,2022
5,Randy Bullock,3,3,100.0,51,0,0,1,1,1,1,1,1,13.0,13.0,0.1%,FA,18,2022
6,Mason Crosby,3,4,75.0,49,0,1,0,2,0,1,1,1,12.0,12.0,0.1%,FA,18,2022
7,Justin Tucker,3,3,100.0,51,0,2,0,0,1,1,1,1,12.0,12.0,98.7%,BAL,18,2022
8,Matt Gay,3,3,100.0,45,0,1,1,1,0,1,1,1,11.0,11.0,28.9%,IND,18,2022
9,Jason Sanders,3,3,100.0,50,0,0,2,0,1,0,0,1,11.0,11.0,46.2%,MIA,18,2022
10,Chris Boswell,2,2,100.0,49,0,0,1,1,0,2,2,1,9.0,9.0,17.2%,PIT,18,2022
11,Cameron Dicker,2,2,100.0,48,0,0,1,1,0,2,2,1,9.0,9.0,50.4%,LAC,18,2022
12,Evan McPherson,2,2,100.0,34,0,1,1,0,0,3,3,1,9.0,9.0,81.8%,CIN,18,2022
13,Chase McLaughlin,1,1,100.0,54,0,0,0,0,1,4,4,1,9.0,9.0,6.8%,TB,18,2022
14,Daniel Carlson,2,2,100.0,54,0,0,1,0,1,1,1,1,9.0,9.0,24.2%,LV,18,2022
15,Joey Slye,2,4,50.0,29,0,2,0,0,0,2,3,1,8.0,8.0,0.6%,NE,18,2022
16,Robbie Gould,1,1,100.0,27,0,1,0,0,0,5,5,1,8.0,8.0,0.1%,FA,18,2022
17,Harrison Butker,1,1,100.0,44,0,0,0,1,0,4,4,1,8.0,8.0,96.2%,KC,18,2022
18,Riley Patterson,2,2,100.0,36,0,1,1,0,0,2,2,1,8.0,8.0,13.1%,JAC,18,2022
19,Michael Badgley,2,3,66.7,37,0,0,2,0,0,2,2,1,8.0,8.0,19.0%,DET,18,2022
20,Brandon McManus,1,1,100.0,33,0,0,1,0,0,4,4,1,7.0,7.0,18.3%,FA,18,2022
21,Ka'imi Fairbairn,1,1,100.0,37,0,0,1,0,0,3,3,1,6.0,6.0,47.4%,HOU,18,2022
22,Greg Zuerlein,2,3,66.7,35,0,0,2,0,0,0,0,1,6.0,6.0,43.8%,NYJ,18,2022
23,Ryan Succop,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,0.0%,FA,18,2022
24,Nick Folk,1,1,100.0,24,0,1,0,0,0,2,2,1,5.0,5.0,9.5%,TEN,18,2022
25,Eddy Pineiro,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,1.5%,CAR,18,2022
26,Tyler Bass,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,45.5%,BUF,18,2022
27,Graham Gano,1,1,100.0,24,0,1,0,0,0,1,1,1,4.0,4.0,1.3%,NYG,18,2022
28,Cade York,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,CLE,18,2022
29,Cairo Santos,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,26.6%,CHI,18,2022
30,Wil Lutz,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,10.3%,DEN,18,2022
31,Matt Prater,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,1.7%,ARI,18,2022
32,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,18,2022
33,Brett Maher,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.6%,FA,18,2022
