Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Michael Badgley,4,4,100.0,47,0,0,1,3,0,4,4,1,19.0,19.0,19.0%,DET,13,2022
2,Greg Zuerlein,5,5,100.0,60,0,1,2,1,1,1,1,1,19.0,19.0,43.8%,NYJ,13,2022
3,Robbie Gould,4,4,100.0,48,0,0,1,3,0,3,3,1,18.0,18.0,0.1%,FA,13,2022
4,Matthew Wright,4,4,100.0,48,0,0,1,3,0,1,1,1,16.0,16.0,0.0%,PIT,13,2022
5,Matt Gay,3,3,100.0,54,0,0,1,1,1,2,2,1,14.0,14.0,28.9%,IND,13,2022
6,Brandon McManus,3,4,75.0,52,0,0,0,1,2,0,0,1,14.0,14.0,18.3%,FA,13,2022
7,Younghoe Koo,3,3,100.0,51,0,1,0,0,2,1,1,1,14.0,14.0,61.7%,ATL,13,2022
8,Greg Joseph,2,2,100.0,51,0,0,0,1,1,3,3,1,12.0,12.0,3.7%,GB,13,2022
9,Cade York,2,2,100.0,43,0,0,0,2,0,3,3,1,11.0,11.0,0.1%,CLE,13,2022
10,Daniel Carlson,2,3,66.7,55,0,1,0,0,1,3,3,1,11.0,11.0,24.2%,LV,13,2022
11,Wil Lutz,3,3,100.0,38,0,2,1,0,0,1,1,1,10.0,10.0,10.3%,DEN,13,2022
12,Evan McPherson,2,2,100.0,41,0,0,1,1,0,3,3,1,10.0,10.0,81.8%,CIN,13,2022
13,Jason Myers,2,2,100.0,41,0,1,0,1,0,3,3,1,10.0,10.0,32.1%,SEA,13,2022
14,Joey Slye,2,3,66.7,42,0,1,0,1,0,2,2,1,9.0,9.0,0.6%,NE,13,2022
15,Chase McLaughlin,2,2,100.0,52,0,0,1,0,1,1,1,1,9.0,9.0,6.8%,TB,13,2022
16,Graham Gano,2,3,66.7,48,0,1,0,1,0,2,2,1,9.0,9.0,1.3%,NYG,13,2022
17,Cameron Dicker,2,3,66.7,37,0,0,2,0,0,2,2,1,8.0,8.0,50.4%,LAC,13,2022
18,Cairo Santos,2,3,66.7,40,0,1,0,1,0,1,2,1,8.0,8.0,26.6%,CHI,13,2022
19,Mason Crosby,2,2,100.0,32,0,1,1,0,0,2,2,1,8.0,8.0,0.1%,FA,13,2022
20,Ka'imi Fairbairn,2,2,100.0,44,0,0,1,1,0,0,0,1,7.0,7.0,47.4%,HOU,13,2022
21,Riley Patterson,2,2,100.0,42,0,0,1,1,0,0,0,1,7.0,7.0,13.1%,JAC,13,2022
22,Tyler Bass,1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,7.0,45.5%,BUF,13,2022
23,Jason Sanders,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,46.2%,MIA,13,2022
24,Brett Maher,0,0,0.0,0,0,0,0,0,0,6,7,1,6.0,6.0,0.6%,FA,13,2022
25,Harrison Butker,1,2,50.0,26,0,1,0,0,0,3,3,1,6.0,6.0,96.2%,KC,13,2022
26,Jake Elliott,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,93.5%,PHI,13,2022
27,Ryan Succop,1,1,100.0,21,0,1,0,0,0,2,2,1,5.0,5.0,0.0%,FA,13,2022
28,Nick Folk,1,2,50.0,39,0,0,1,0,0,1,1,1,4.0,4.0,9.5%,TEN,13,2022
29,Justin Tucker,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,4.0,98.7%,BAL,13,2022
30,Randy Bullock,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,0.1%,FA,13,2022
31,Tristan Vizcaino,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2022
32,Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,13,2022
33,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,13,2022
