Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Nick Folk,4,4,100.0,49,0,1,0,3,0,2,2,1,17.0,17.0,9.5%,TEN,9,2022
2,Ryan Succop,3,4,75.0,50,0,1,1,0,1,1,1,1,12.0,12.0,0.0%,FA,9,2022
3,Riley Patterson,2,3,66.7,48,0,0,0,2,0,3,3,1,11.0,11.0,13.1%,JAC,9,2022
4,Justin Tucker,2,2,100.0,41,0,0,1,1,0,3,3,1,10.0,10.0,98.7%,BAL,9,2022
5,Greg Zuerlein,2,2,100.0,53,0,1,0,0,1,2,2,1,10.0,10.0,43.8%,NYJ,9,2022
6,Daniel Carlson,2,2,100.0,38,0,0,2,0,0,2,2,1,8.0,8.0,24.2%,LV,9,2022
7,Cameron Dicker,2,2,100.0,37,0,0,2,0,0,2,2,1,8.0,8.0,50.4%,LAC,9,2022
8,Jason Myers,1,1,100.0,49,0,0,0,1,0,4,4,1,8.0,8.0,32.1%,SEA,9,2022
9,Greg Joseph,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,3.7%,GB,9,2022
10,Tyler Bass,1,2,50.0,51,0,0,0,0,1,2,2,1,7.0,7.0,45.5%,BUF,9,2022
11,Matt Gay,2,2,100.0,35,0,1,1,0,0,1,1,1,7.0,7.0,28.9%,IND,9,2022
12,Wil Lutz,2,2,100.0,37,0,0,2,0,0,1,1,1,7.0,7.0,10.3%,DEN,9,2022
13,Evan McPherson,0,1,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,81.8%,CIN,9,2022
14,Joey Slye,1,1,100.0,44,0,0,0,1,0,2,2,1,6.0,6.0,0.6%,NE,9,2022
15,Harrison Butker,2,3,66.7,28,0,2,0,0,0,0,1,1,6.0,6.0,96.2%,KC,9,2022
16,Randy Bullock,1,1,100.0,44,0,0,0,1,0,2,2,1,6.0,6.0,0.1%,FA,9,2022
17,Cairo Santos,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,26.6%,CHI,9,2022
18,Jason Sanders,0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,46.2%,MIA,9,2022
19,Ka'imi Fairbairn,1,1,100.0,30,0,0,1,0,0,2,2,1,5.0,5.0,47.4%,HOU,9,2022
20,Younghoe Koo,1,2,50.0,29,0,1,0,0,0,2,2,1,5.0,5.0,61.7%,ATL,9,2022
21,Chase McLaughlin,1,2,50.0,40,0,0,0,1,0,0,0,1,4.0,4.0,6.8%,TB,9,2022
22,Jake Elliott,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,93.5%,PHI,9,2022
23,Matt Prater,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.7%,ARI,9,2022
24,Mason Crosby,1,1,100.0,25,0,1,0,0,0,0,0,1,3.0,3.0,0.1%,FA,9,2022
25,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.5%,CAR,9,2022
26,Michael Badgley,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,19.0%,DET,9,2022
