Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Nick Folk,5,5,100.0,52,0,0,1,3,1,1,1,1,21.0,21.0,9.5%,TEN,8,2022
2,Younghoe Koo,3,3,100.0,41,0,0,2,1,0,4,4,1,14.0,14.0,61.7%,ATL,8,2022
3,Chase McLaughlin,3,3,100.0,46,0,1,1,1,0,1,1,1,11.0,11.0,6.8%,TB,8,2022
4,Jason Myers,2,2,100.0,51,0,0,1,0,1,3,3,1,11.0,11.0,32.1%,SEA,8,2022
5,Ryan Succop,3,3,100.0,31,0,1,2,0,0,1,1,1,10.0,10.0,0.0%,FA,8,2022
6,Michael Badgley,2,2,100.0,42,0,1,0,1,0,3,3,1,10.0,10.0,19.0%,DET,8,2022
7,Tyler Bass,2,2,100.0,42,0,0,1,1,0,3,3,1,10.0,10.0,45.5%,BUF,8,2022
8,Justin Tucker,2,3,66.7,30,0,1,1,0,0,3,3,1,9.0,9.0,98.7%,BAL,8,2022
9,Eddy Pineiro,2,3,66.7,42,0,0,1,1,0,2,3,1,9.0,9.0,1.5%,CAR,8,2022
10,Matt Prater,2,2,100.0,44,0,0,1,1,0,2,2,1,9.0,9.0,1.7%,ARI,8,2022
11,Cade York,1,2,50.0,55,0,0,0,0,1,3,3,1,8.0,8.0,0.1%,CLE,8,2022
12,Graham Gano,2,2,100.0,45,0,0,1,1,0,1,1,1,8.0,8.0,1.3%,NYG,8,2022
13,Jason Sanders,1,1,100.0,45,0,0,0,1,0,4,4,1,8.0,8.0,46.2%,MIA,8,2022
14,Nick Sciba,2,2,100.0,38,0,1,1,0,0,1,1,1,7.0,7.0,0.0%,FA,8,2022
15,Robbie Gould,1,1,100.0,29,0,1,0,0,0,4,4,1,7.0,7.0,0.1%,FA,8,2022
16,Brett Maher,0,0,0.0,0,0,0,0,0,0,7,7,1,7.0,7.0,0.6%,FA,8,2022
17,Wil Lutz,1,2,50.0,37,0,0,1,0,0,3,3,1,6.0,6.0,10.3%,DEN,8,2022
18,Riley Patterson,1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,5.0,13.1%,JAC,8,2022
19,Joey Slye,1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,5.0,0.6%,NE,8,2022
20,Cairo Santos,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,26.6%,CHI,8,2022
21,Mason Crosby,1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,0.1%,FA,8,2022
22,Randy Bullock,1,2,50.0,29,0,1,0,0,0,2,2,1,5.0,5.0,0.1%,FA,8,2022
23,Greg Zuerlein,1,2,50.0,28,0,1,0,0,0,2,2,1,5.0,5.0,43.8%,NYJ,8,2022
24,Jake Elliott,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,93.5%,PHI,8,2022
25,Ka'imi Fairbairn,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,5.0,47.4%,HOU,8,2022
26,Greg Joseph,0,1,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,3.7%,GB,8,2022
27,Brandon McManus,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,18.3%,FA,8,2022
28,Matt Gay,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,28.9%,IND,8,2022
29,Evan McPherson,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,81.8%,CIN,8,2022
30,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,24.2%,LV,8,2022
31,Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,8,2022
