Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyler Lockett,9,13,100,11.1,43,3,3,0,0,0,0,1,37.0,37.0,88.8%,SEA,3,2020
2,Justin Jefferson,7,9,175,25.0,71,8,1,0,0,0,0,1,30.5,30.5,100.0%,MIN,3,2020
3,Keenan Allen,13,19,132,10.2,22,2,1,0,0,0,1,1,30.2,30.2,91.1%,CHI,3,2020
4,Allen Robinson II,10,13,123,12.3,37,2,1,0,0,0,0,1,28.3,28.3,0.6%,NYG,3,2020
5,Cedrick Wilson Jr.,5,7,107,21.4,42,6,2,0,0,0,0,1,27.7,27.7,1.1%,NO,3,2020
6,Allen Lazard,6,8,146,24.3,72,7,1,1,-2,0,0,1,26.4,26.4,4.8%,NYJ,3,2020
7,Michael Gallup,6,9,138,23.0,52,7,1,0,0,0,0,1,25.8,25.8,6.4%,LV,3,2020
8,Cooper Kupp,9,10,107,11.9,20,2,1,0,0,0,0,1,25.7,25.7,97.9%,LAR,3,2020
9,DeAndre Hopkins,10,12,137,13.7,30,3,0,0,0,0,0,1,23.7,23.7,92.5%,TEN,3,2020
10,Tyler Boyd,10,13,125,12.5,25,1,0,0,0,0,0,1,22.5,22.5,28.0%,TEN,3,2020
11,Robert Woods,5,6,74,14.8,31,3,1,3,30,0,0,1,21.4,21.4,2.7%,HOU,3,2020
12,Tyreek Hill,5,6,77,15.4,33,3,1,2,25,0,0,1,21.2,21.2,100.0%,MIA,3,2020
13,Brandon Aiyuk,5,8,70,14.0,20,1,0,3,31,1,0,1,21.1,21.1,98.2%,SF,3,2020
14,Tee Higgins,5,9,40,8.0,16,0,2,0,0,0,0,1,21.0,21.0,94.5%,CIN,3,2020
15,Greg Ward,8,11,72,9.0,29,1,1,1,-6,0,0,1,20.6,20.6,0.0%,FA,3,2020
16,Hunter Renfrow,6,9,84,14.0,26,2,1,0,0,0,0,1,20.4,20.4,0.7%,FA,3,2020
17,Andy Isabella,4,4,47,11.8,26,1,2,1,-6,0,0,1,20.1,20.1,0.0%,BUF,3,2020
18,Randall Cobb,4,4,95,23.8,34,3,1,0,0,0,0,1,19.5,19.5,0.0%,FA,3,2020
19,DK Metcalf,4,8,110,27.5,62,5,1,0,0,0,1,1,19.0,19.0,98.5%,SEA,3,2020
20,Dontrelle Inman,3,6,38,12.7,17,0,2,0,0,0,0,1,18.8,18.8,0.0%,FA,3,2020
21,Mecole Hardman Jr.,4,6,81,20.3,49,3,1,0,0,0,0,1,18.1,18.1,1.2%,KC,3,2020
22,Kenny Golladay,6,7,57,9.5,19,0,1,0,0,0,0,1,17.7,17.7,4.0%,FA,3,2020
23,Amari Cooper,9,12,86,9.6,28,2,0,0,0,0,0,1,17.6,17.6,91.4%,CLE,3,2020
24,Chris Godwin,5,6,64,12.8,30,2,1,0,0,0,0,1,17.4,17.4,90.4%,TB,3,2020
25,Calvin Ridley,5,13,110,22.0,63,5,0,1,7,0,0,1,16.7,16.7,95.3%,TEN,3,2020
26,Braxton Berrios,4,4,64,16.0,28,1,1,0,0,0,0,1,16.4,16.4,1.3%,MIA,3,2020
27,JuJu Smith-Schuster,4,5,43,10.8,26,1,1,0,0,0,0,1,16.3,16.3,7.0%,NE,3,2020
28,Cole Beasley,6,7,100,16.7,29,2,0,0,0,0,0,1,16.0,16.0,0.0%,FA,3,2020
29,Emmanuel Sanders,4,5,56,14.0,18,0,1,0,0,0,0,1,15.6,15.6,0.0%,FA,3,2020
30,William Fuller V,4,5,54,13.5,17,0,1,0,0,0,0,1,15.4,15.4,0.0%,FA,3,2020
31,Stefon Diggs,4,6,49,12.3,23,1,1,0,0,0,0,1,14.9,14.9,99.7%,HOU,3,2020
32,Kalif Raymond,3,3,118,39.3,61,7,0,1,-3,0,0,1,14.5,14.5,1.3%,DET,3,2020
33,Tim Patrick,4,4,43,10.8,27,1,1,0,0,0,0,1,14.3,14.3,0.6%,DEN,3,2020
34,Mike Evans,2,4,2,1.0,1,0,2,0,0,0,0,1,14.2,14.2,98.1%,TB,3,2020
35,Sammy Watkins,7,8,62,8.9,15,0,0,0,0,0,0,1,13.2,13.2,0.0%,FA,3,2020
36,Anthony Miller,2,5,41,20.5,28,1,1,1,9,0,0,1,13.0,13.0,0.0%,FA,3,2020
37,Terry McLaurin,4,8,83,20.8,33,3,0,1,3,0,0,1,12.6,12.6,90.2%,WAS,3,2020
38,Adam Thielen,3,5,29,9.7,16,0,1,1,4,0,0,1,12.3,12.3,76.1%,CAR,3,2020
39,Gabe Davis,4,4,81,20.3,39,3,0,0,0,0,0,1,12.1,12.1,54.7%,JAC,3,2020
