Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Calvin Ridley,7,10,109,15.6,25,3,2,0,0,0,0,1,29.9,29.9,95.3%,TEN,2,2020
2,Stefon Diggs,8,13,153,19.1,47,6,1,0,0,0,0,1,29.3,29.3,99.7%,HOU,2,2020
3,Julian Edelman,8,11,179,22.4,49,6,0,0,0,0,0,1,25.9,25.9,12.1%,FA,2,2020
4,Terry McLaurin,7,10,125,17.9,26,3,1,0,0,0,0,1,25.5,25.5,90.2%,WAS,2,2020
5,Mike Evans,7,10,104,14.9,50,5,1,0,0,0,0,1,23.4,23.4,98.1%,TB,2,2020
6,Diontae Johnson,8,13,92,11.5,28,1,1,0,0,0,0,1,23.2,23.2,83.3%,CAR,2,2020
7,Tyreek Hill,5,11,99,19.8,54,4,1,1,9,0,0,1,21.8,21.8,100.0%,MIA,2,2020
8,DeAndre Hopkins,8,9,68,8.5,25,1,1,0,0,0,0,1,20.8,20.8,92.5%,TEN,2,2020
9,Tyler Boyd,7,8,72,10.3,17,0,1,0,0,0,0,1,20.2,20.2,28.0%,TEN,2,2020
10,DJ Moore,8,13,120,15.0,30,2,0,0,0,0,0,1,20.0,20.0,97.7%,CHI,2,2020
11,Tyler Lockett,7,8,67,9.6,16,0,1,0,0,0,0,1,19.7,19.7,88.8%,SEA,2,2020
12,DK Metcalf,4,6,92,23.0,54,4,1,0,0,0,0,1,19.2,19.2,98.5%,SEA,2,2020
13,John Brown,4,6,82,20.5,46,3,1,0,0,0,0,1,18.2,18.2,0.0%,FA,2,2020
14,Braxton Berrios,6,8,59,9.8,30,2,1,0,0,0,0,1,17.9,17.9,1.3%,MIA,2,2020
15,Robbie Chosen,9,10,109,12.1,39,2,0,0,0,0,1,1,17.9,17.9,0.0%,FA,2,2020
16,Chase Claypool,3,3,88,29.3,84,4,1,0,0,0,0,1,17.8,17.8,0.8%,BUF,2,2020
17,Keelan Cole Sr.,6,7,58,9.7,23,1,1,0,0,0,0,1,17.8,17.8,0.0%,FA,2,2020
18,CeeDee Lamb,6,9,106,17.7,37,3,0,1,9,0,0,1,17.5,17.5,100.0%,DAL,2,2020
19,Odell Beckham Jr.,4,6,74,18.5,43,3,1,0,0,0,0,1,17.4,17.4,33.2%,MIA,2,2020
20,Russell Gage,6,9,46,7.7,14,0,1,0,0,0,0,1,16.6,16.6,0.0%,FA,2,2020
21,Keenan Allen,7,10,96,13.7,28,2,0,0,0,0,0,1,16.6,16.6,91.1%,CHI,2,2020
22,DeVante Parker,5,8,53,10.6,20,1,1,0,0,0,0,1,16.3,16.3,1.7%,FA,2,2020
23,Amari Cooper,6,9,100,16.7,58,4,0,0,0,0,0,1,16.0,16.0,91.4%,CLE,2,2020
24,Adam Humphries,5,6,48,9.6,18,0,1,0,0,0,0,1,15.8,15.8,0.0%,FA,2,2020
25,N'Keal Harry,8,12,72,9.0,17,0,0,0,0,0,0,1,15.2,15.2,0.1%,MIN,2,2020
26,Isaiah Ford,7,9,76,10.9,14,0,0,0,0,0,0,1,14.6,14.6,0.0%,FA,2,2020
27,Brandin Cooks,5,8,95,19.0,38,3,0,0,0,0,0,1,14.5,14.5,43.9%,DAL,2,2020
28,David Moore,3,3,48,16.0,38,2,1,0,0,0,0,1,13.8,13.8,0.1%,CAR,2,2020
29,Tre'Quan Smith,5,7,86,17.2,29,2,0,0,0,0,0,1,13.6,13.6,0.0%,DET,2,2020
30,Chris Hogan,6,8,75,12.5,27,1,0,0,0,0,0,1,13.5,13.5,0.0%,FA,2,2020
31,Damiere Byrd,6,9,72,12.0,20,1,0,0,0,0,0,1,13.2,13.2,0.0%,WAS,2,2020
32,Mike Thomas,4,4,31,7.8,14,0,1,0,0,0,0,1,13.1,13.1,0.0%,FA,2,2020
33,Cooper Kupp,5,6,81,16.2,24,2,0,2,19,0,1,1,13.0,13.0,97.9%,LAR,2,2020
34,Corey Davis,3,5,36,12.0,17,0,1,0,0,0,0,1,12.6,12.6,0.0%,FA,2,2020
35,Darnell Mooney,3,3,36,12.0,16,0,1,0,0,0,0,1,12.6,12.6,39.2%,ATL,2,2020
36,DeSean Jackson,6,9,64,10.7,25,1,0,0,0,0,0,1,12.4,12.4,0.6%,FA,2,2020
37,DJ Chark Jr.,4,4,84,21.0,45,3,0,0,0,0,0,1,12.4,12.4,4.6%,LAC,2,2020
38,Marvin Jones Jr.,4,6,23,5.8,8,0,1,0,0,0,0,1,12.3,12.3,0.1%,FA,2,2020
39,Larry Fitzgerald,7,7,50,7.1,12,0,0,0,0,0,0,1,12.0,12.0,0.2%,FA,2,2020
40,Cole Beasley,5,6,70,14.0,26,2,0,0,0,0,0,1,12.0,12.0,0.0%,FA,2,2020
41,JuJu Smith-Schuster,7,8,48,6.9,18,0,0,0,0,0,0,1,11.8,11.8,7.0%,NE,2,2020
42,Robert Woods,2,5,14,7.0,13,0,0,3,19,1,0,1,11.3,11.3,2.7%,HOU,2,2020
43,Zach Pascal,3,4,19,6.3,14,0,1,0,0,0,0,1,10.9,10.9,0.1%,ARI,2,2020
44,Randall Cobb,5,6,59,11.8,23,1,0,0,0,0,0,1,10.9,10.9,0.0%,FA,2,2020
45,Kendrick Bourne,4,5,67,16.8,24,1,0,0,0,0,0,1,10.7,10.7,4.7%,NE,2,2020
46,Laviska Shenault Jr.,3,4,35,11.7,14,0,0,5,37,0,0,1,10.2,10.2,0.2%,SEA,2,2020
47,Jerry Jeudy,4,7,62,15.5,20,1,0,0,0,0,0,1,10.2,10.2,62.0%,CLE,2,2020
48,Golden Tate,5,5,47,9.4,20,1,0,0,0,0,0,1,9.7,9.7,0.0%,FA,2,2020
49,Courtland Sutton,3,6,66,22.0,45,4,0,0,0,0,0,1,9.6,9.6,83.4%,DEN,2,2020
50,Marquez Valdes-Scantling,3,7,64,21.3,41,3,0,0,0,0,0,1,9.4,9.4,1.3%,BUF,2,2020
51,Marvin Hall,1,2,24,24.0,24,1,1,0,0,0,0,1,9.4,9.4,0.0%,FA,2,2020
52,Hollywood Brown,5,6,42,8.4,25,1,0,0,0,0,0,1,9.2,9.2,79.0%,KC,2,2020
53,Freddie Swain,1,1,21,21.0,21,1,1,0,0,0,0,1,9.1,9.1,0.0%,CHI,2,2020
54,Chris Conley,4,7,48,12.0,24,1,0,0,0,0,0,1,8.8,8.8,0.1%,SF,2,2020
55,KJ Hamler,3,7,48,16.0,18,0,0,1,9,0,0,1,8.7,8.7,0.1%,BUF,2,2020
56,Andy Isabella,2,3,67,33.5,54,4,0,0,0,0,0,1,8.7,8.7,0.0%,BUF,2,2020
57,Zay Jones,1,1,15,15.0,15,0,1,0,0,0,0,1,8.5,8.5,17.3%,ARI,2,2020
58,Quintez Cephus,3,3,54,18.0,36,2,0,0,0,0,0,1,8.4,8.4,0.0%,FA,2,2020
59,Van Jefferson,4,5,45,11.3,21,1,0,1,-1,0,0,1,8.4,8.4,1.4%,PIT,2,2020
60,Jalen Guyton,1,2,14,14.0,14,0,1,0,0,0,0,1,8.4,8.4,1.1%,LV,2,2020
61,Jalen Reagor,4,4,41,10.3,16,0,0,0,0,0,0,1,8.1,8.1,0.1%,NE,2,2020
62,Christian Kirk,2,4,57,28.5,49,3,0,1,3,0,0,1,8.0,8.0,70.5%,JAC,2,2020
63,Miles Boykin,4,5,38,9.5,14,0,0,0,0,0,0,1,7.8,7.8,0.0%,NYG,2,2020
64,Michael Gallup,2,5,58,29.0,38,3,0,0,0,0,0,1,7.8,7.8,6.4%,LV,2,2020
65,Michael Pittman Jr.,4,6,37,9.3,16,0,0,0,0,0,0,1,7.7,7.7,97.2%,IND,2,2020
66,Gabe Davis,1,1,6,6.0,6,0,1,1,0,0,0,1,7.6,7.6,54.7%,JAC,2,2020
67,Jarvis Landry,3,3,46,15.3,21,1,0,0,0,0,0,1,7.6,7.6,14.0%,FA,2,2020
68,Allen Lazard,3,5,45,15.0,25,1,0,0,0,0,0,1,7.5,7.5,4.8%,NYJ,2,2020
