Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,San Francisco 49ers,7,1,1,1,1,0,0,1,21.0,21.0,97.8%,SF,4,2022
2,New York Giants,6,0,3,3,0,0,0,1,16.0,16.0,2.4%,NYG,4,2022
3,Philadelphia Eagles,4,1,4,3,0,0,0,1,15.0,15.0,51.6%,PHI,4,2022
4,Arizona Cardinals,2,2,1,0,0,0,0,1,12.0,12.0,0.8%,ARI,4,2022
5,New York Jets,3,4,0,0,0,0,0,1,12.0,12.0,82.4%,NYJ,4,2022
6,New England Patriots,1,1,1,1,1,0,0,1,11.0,11.0,13.6%,NE,4,2022
7,Las Vegas Raiders,3,0,1,1,1,0,0,1,11.0,11.0,24.5%,LV,4,2022
8,Tennessee Titans,3,1,2,3,0,0,0,1,10.0,10.0,3.5%,TEN,4,2022
9,Dallas Cowboys,2,2,0,1,0,0,0,1,10.0,10.0,92.7%,DAL,4,2022
10,Jacksonville Jaguars,2,1,0,0,1,0,0,1,9.0,9.0,50.2%,JAC,4,2022
11,Carolina Panthers,1,1,0,1,1,0,0,1,9.0,9.0,3.0%,CAR,4,2022
12,Cincinnati Bengals,1,2,0,0,0,0,0,1,8.0,8.0,50.0%,CIN,4,2022
13,Los Angeles Chargers,4,2,0,1,0,0,0,1,8.0,8.0,13.8%,LAC,4,2022
14,Seattle Seahawks,1,1,1,1,1,0,0,1,7.0,7.0,22.4%,SEA,4,2022
15,Buffalo Bills,2,2,0,0,0,0,0,1,7.0,7.0,61.3%,BUF,4,2022
16,Green Bay Packers,4,0,1,1,0,0,0,1,7.0,7.0,26.4%,GB,4,2022
17,Chicago Bears,1,1,1,1,0,0,0,1,6.0,6.0,33.9%,CHI,4,2022
18,Atlanta Falcons,1,1,1,1,0,0,0,1,6.0,6.0,16.7%,ATL,4,2022
19,Minnesota Vikings,2,0,2,1,0,0,0,1,6.0,6.0,10.9%,MIN,4,2022
20,Pittsburgh Steelers,1,2,0,0,0,0,0,1,5.0,5.0,75.9%,PIT,4,2022
21,Baltimore Ravens,1,1,1,1,0,0,0,1,5.0,5.0,86.2%,BAL,4,2022
22,Kansas City Chiefs,1,0,2,1,0,0,0,1,4.0,4.0,77.7%,KC,4,2022
23,New Orleans Saints,3,1,0,0,0,0,0,1,4.0,4.0,64.0%,NO,4,2022
24,Washington Commanders,1,0,0,0,0,0,0,1,3.0,3.0,8.1%,WAS,4,2022
25,Cleveland Browns,1,1,0,0,0,0,0,1,3.0,3.0,94.2%,CLE,4,2022
26,Indianapolis Colts,3,0,0,0,0,0,0,1,3.0,3.0,26.4%,IND,4,2022
27,Houston Texans,1,0,1,0,0,0,0,1,2.0,2.0,31.9%,HOU,4,2022
28,Denver Broncos,2,0,0,0,0,0,0,1,2.0,2.0,34.5%,DEN,4,2022
29,Los Angeles Rams,0,0,0,0,0,0,0,1,1.0,1.0,21.2%,LAR,4,2022
30,Tampa Bay Buccaneers,3,1,0,0,0,0,0,1,1.0,1.0,20.8%,TB,4,2022
31,Miami Dolphins,1,0,0,0,0,0,0,1,1.0,1.0,69.9%,MIA,4,2022
32,Detroit Lions,0,0,1,0,0,0,0,1,-2.0,-2.0,38.6%,DET,4,2022
