Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Los Angeles Rams,6,4,0,0,1,0,0,1,21.0,21.0,21.2%,LAR,16,2022
2,Los Angeles Chargers,7,3,0,0,0,0,0,1,20.0,20.0,13.8%,LAC,16,2022
3,Houston Texans,4,2,1,2,0,0,0,1,17.0,17.0,31.9%,HOU,16,2022
4,New England Patriots,2,2,1,1,1,0,0,1,14.0,14.0,13.6%,NE,16,2022
5,Jacksonville Jaguars,3,1,1,2,0,0,0,1,14.0,14.0,50.2%,JAC,16,2022
6,Pittsburgh Steelers,3,3,0,0,0,0,0,1,13.0,13.0,75.9%,PIT,16,2022
7,Green Bay Packers,2,3,1,2,0,0,0,1,11.0,11.0,26.4%,GB,16,2022
8,Philadelphia Eagles,6,1,0,1,1,0,0,1,10.0,10.0,51.6%,PHI,16,2022
9,Buffalo Bills,2,1,1,1,0,0,0,1,10.0,10.0,61.3%,BUF,16,2022
10,Cincinnati Bengals,4,0,1,2,0,0,0,1,10.0,10.0,50.0%,CIN,16,2022
11,Indianapolis Colts,4,1,1,1,0,0,0,1,9.0,9.0,26.4%,IND,16,2022
12,Minnesota Vikings,3,1,1,2,0,0,0,1,9.0,9.0,10.9%,MIN,16,2022
13,Tampa Bay Buccaneers,1,1,2,1,0,0,0,1,8.0,8.0,20.8%,TB,16,2022
14,Kansas City Chiefs,2,1,0,0,0,0,0,1,8.0,8.0,77.7%,KC,16,2022
15,Baltimore Ravens,2,0,1,1,0,0,0,1,8.0,8.0,86.2%,BAL,16,2022
16,New Orleans Saints,2,1,0,0,0,0,0,1,8.0,8.0,64.0%,NO,16,2022
17,Dallas Cowboys,0,2,2,1,0,0,0,1,7.0,7.0,92.7%,DAL,16,2022
18,San Francisco 49ers,2,1,1,1,0,0,0,1,7.0,7.0,97.8%,SF,16,2022
19,Tennessee Titans,1,1,0,1,0,0,0,1,7.0,7.0,3.5%,TEN,16,2022
20,Las Vegas Raiders,0,1,0,0,0,0,0,1,6.0,6.0,24.5%,LV,16,2022
21,Arizona Cardinals,0,2,0,0,0,0,0,1,5.0,5.0,0.8%,ARI,16,2022
22,Miami Dolphins,2,1,0,0,0,0,0,1,4.0,4.0,69.9%,MIA,16,2022
23,New York Jets,1,0,1,1,0,0,0,1,4.0,4.0,82.4%,NYJ,16,2022
24,New York Giants,4,0,0,0,0,0,0,1,4.0,4.0,2.4%,NYG,16,2022
25,Carolina Panthers,2,0,1,0,0,0,0,1,4.0,4.0,3.0%,CAR,16,2022
26,Atlanta Falcons,0,0,0,1,0,0,0,1,3.0,3.0,16.7%,ATL,16,2022
27,Cleveland Browns,0,1,0,0,0,0,0,1,3.0,3.0,94.2%,CLE,16,2022
28,Chicago Bears,1,2,1,1,0,0,0,1,3.0,3.0,33.9%,CHI,16,2022
29,Seattle Seahawks,1,0,0,0,0,0,0,1,1.0,1.0,22.4%,SEA,16,2022
30,Washington Commanders,3,1,0,0,0,0,0,1,1.0,1.0,8.1%,WAS,16,2022
31,Detroit Lions,0,0,0,0,0,0,0,1,-4.0,-4.0,38.6%,DET,16,2022
32,Denver Broncos,0,0,0,0,0,0,0,1,-4.0,-4.0,34.5%,DEN,16,2022
