Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Cleveland Browns,0,2,2,1,2,0,1,1,27.0,27.0,94.2%,CLE,13,2022
2,Dallas Cowboys,3,3,2,2,1,0,0,1,20.0,20.0,92.7%,DAL,13,2022
3,San Francisco 49ers,3,3,1,1,1,0,0,1,18.0,18.0,97.8%,SF,13,2022
4,Los Angeles Chargers,0,1,1,1,1,0,0,1,12.0,12.0,13.8%,LAC,13,2022
5,Denver Broncos,4,2,0,1,0,0,0,1,12.0,12.0,34.5%,DEN,13,2022
6,Philadelphia Eagles,6,0,0,0,0,0,0,1,10.0,10.0,51.6%,PHI,13,2022
7,Green Bay Packers,0,2,1,1,0,0,0,1,9.0,9.0,26.4%,GB,13,2022
8,Los Angeles Rams,4,1,1,1,0,0,0,1,8.0,8.0,21.2%,LAR,13,2022
9,Seattle Seahawks,4,2,0,1,0,0,0,1,8.0,8.0,22.4%,SEA,13,2022
10,Las Vegas Raiders,5,0,1,2,0,0,0,1,8.0,8.0,24.5%,LV,13,2022
11,Houston Texans,1,1,1,1,0,1,0,1,8.0,8.0,31.9%,HOU,13,2022
12,New York Giants,5,0,1,3,0,0,0,1,8.0,8.0,2.4%,NYG,13,2022
13,Washington Commanders,4,0,1,1,0,0,0,1,7.0,7.0,8.1%,WAS,13,2022
14,New Orleans Saints,1,1,1,1,0,0,0,1,6.0,6.0,64.0%,NO,13,2022
15,Miami Dolphins,4,1,0,1,0,0,0,1,6.0,6.0,69.9%,MIA,13,2022
16,Baltimore Ravens,2,0,0,0,0,0,0,1,6.0,6.0,86.2%,BAL,13,2022
17,Minnesota Vikings,1,2,0,0,0,0,0,1,5.0,5.0,10.9%,MIN,13,2022
18,Detroit Lions,2,0,1,1,0,0,0,1,5.0,5.0,38.6%,DET,13,2022
19,Buffalo Bills,1,0,0,1,0,0,0,1,5.0,5.0,61.3%,BUF,13,2022
20,Cincinnati Bengals,2,0,1,1,0,0,0,1,4.0,4.0,50.0%,CIN,13,2022
21,Pittsburgh Steelers,1,1,0,0,0,0,0,1,4.0,4.0,75.9%,PIT,13,2022
22,New England Patriots,2,0,1,1,0,0,0,1,4.0,4.0,13.6%,NE,13,2022
23,Tampa Bay Buccaneers,2,0,0,0,0,0,0,1,3.0,3.0,20.8%,TB,13,2022
24,New York Jets,2,0,0,0,0,0,0,1,2.0,2.0,82.4%,NYJ,13,2022
25,Kansas City Chiefs,1,0,0,0,0,0,0,1,1.0,1.0,77.7%,KC,13,2022
26,Atlanta Falcons,0,0,0,0,0,0,0,1,1.0,1.0,16.7%,ATL,13,2022
27,Indianapolis Colts,1,1,0,0,0,0,0,1,1.0,1.0,26.4%,IND,13,2022
28,Chicago Bears,0,0,0,0,0,0,0,1,-1.0,-1.0,33.9%,CHI,13,2022
29,Jacksonville Jaguars,2,0,0,0,0,0,0,1,-2.0,-2.0,50.2%,JAC,13,2022
30,Tennessee Titans,2,0,0,1,0,0,0,1,-2.0,-2.0,3.5%,TEN,13,2022
