Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Miami Dolphins,5,2,1,3,1,0,0,1,18.0,18.0,69.9%,MIA,12,2022
2,San Francisco 49ers,1,0,2,2,0,0,0,1,15.0,15.0,97.8%,SF,12,2022
3,Carolina Panthers,3,0,2,1,0,0,0,1,11.0,11.0,3.0%,CAR,12,2022
4,Kansas City Chiefs,3,2,0,0,0,0,0,1,11.0,11.0,77.7%,KC,12,2022
5,Pittsburgh Steelers,3,1,1,2,0,0,0,1,10.0,10.0,75.9%,PIT,12,2022
6,Minnesota Vikings,3,0,0,0,0,0,1,1,9.0,9.0,10.9%,MIN,12,2022
7,Tennessee Titans,1,0,0,0,0,0,0,1,8.0,8.0,3.5%,TEN,12,2022
8,Buffalo Bills,2,0,2,1,0,1,0,1,8.0,8.0,61.3%,BUF,12,2022
9,New York Jets,2,1,0,1,0,0,0,1,8.0,8.0,82.4%,NYJ,12,2022
10,Houston Texans,5,0,1,0,0,0,0,1,7.0,7.0,31.9%,HOU,12,2022
11,Washington Commanders,1,1,0,0,0,0,0,1,7.0,7.0,8.1%,WAS,12,2022
12,Las Vegas Raiders,3,1,1,0,0,0,0,1,6.0,6.0,24.5%,LV,12,2022
13,Tampa Bay Buccaneers,4,1,0,0,0,0,0,1,6.0,6.0,20.8%,TB,12,2022
14,Philadelphia Eagles,3,2,0,0,0,0,0,1,6.0,6.0,51.6%,PHI,12,2022
15,Baltimore Ravens,4,0,1,2,0,0,0,1,5.0,5.0,86.2%,BAL,12,2022
16,Jacksonville Jaguars,1,0,2,3,0,0,0,1,5.0,5.0,50.2%,JAC,12,2022
17,Los Angeles Chargers,1,1,1,1,0,0,0,1,5.0,5.0,13.8%,LAC,12,2022
18,Cincinnati Bengals,1,0,0,1,0,0,0,1,5.0,5.0,50.0%,CIN,12,2022
19,New Orleans Saints,1,0,0,0,0,0,0,1,5.0,5.0,64.0%,NO,12,2022
20,Arizona Cardinals,4,0,0,1,0,0,0,1,4.0,4.0,0.8%,ARI,12,2022
21,Los Angeles Rams,0,1,1,0,0,0,0,1,4.0,4.0,21.2%,LAR,12,2022
22,Cleveland Browns,3,0,0,0,0,0,0,1,4.0,4.0,94.2%,CLE,12,2022
23,Detroit Lions,3,1,0,0,0,0,0,1,4.0,4.0,38.6%,DET,12,2022
24,Dallas Cowboys,3,0,0,1,0,0,0,1,4.0,4.0,92.7%,DAL,12,2022
25,New York Giants,0,2,0,0,0,0,0,1,3.0,3.0,2.4%,NYG,12,2022
26,Atlanta Falcons,0,1,0,0,0,0,0,1,3.0,3.0,16.7%,ATL,12,2022
27,Indianapolis Colts,3,0,0,0,0,0,0,1,3.0,3.0,26.4%,IND,12,2022
28,New England Patriots,1,1,0,0,0,0,0,1,2.0,2.0,13.6%,NE,12,2022
29,Denver Broncos,0,0,1,1,0,0,0,1,2.0,2.0,34.5%,DEN,12,2022
30,Seattle Seahawks,1,2,0,0,0,0,0,1,1.0,1.0,22.4%,SEA,12,2022
31,Chicago Bears,1,0,0,0,0,0,0,1,0.0,0.0,33.9%,CHI,12,2022
32,Green Bay Packers,2,0,1,1,0,0,0,1,0.0,0.0,26.4%,GB,12,2022
