Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New England Patriots,9,1,0,0,1,0,0,1,26.0,26.0,13.6%,NE,9,2022
2,Detroit Lions,1,3,0,2,0,0,0,1,11.0,11.0,38.6%,DET,9,2022
3,Baltimore Ravens,4,1,0,0,0,0,0,1,10.0,10.0,86.2%,BAL,9,2022
4,New York Jets,5,2,0,2,0,0,0,1,10.0,10.0,82.4%,NYJ,9,2022
5,Arizona Cardinals,2,1,0,0,1,0,0,1,9.0,9.0,0.8%,ARI,9,2022
6,Miami Dolphins,2,0,0,0,0,0,1,1,9.0,9.0,69.9%,MIA,9,2022
7,Tampa Bay Buccaneers,4,0,0,0,0,0,0,1,8.0,8.0,20.8%,TB,9,2022
8,Seattle Seahawks,5,0,1,1,0,0,0,1,8.0,8.0,22.4%,SEA,9,2022
9,Philadelphia Eagles,3,2,0,0,0,0,0,1,8.0,8.0,51.6%,PHI,9,2022
10,Tennessee Titans,4,1,0,0,0,0,0,1,7.0,7.0,3.5%,TEN,9,2022
11,Los Angeles Chargers,2,0,2,1,0,0,0,1,7.0,7.0,13.8%,LAC,9,2022
12,Indianapolis Colts,4,0,1,2,0,0,0,1,7.0,7.0,26.4%,IND,9,2022
13,Cincinnati Bengals,0,2,1,0,0,0,0,1,6.0,6.0,50.0%,CIN,9,2022
14,Minnesota Vikings,3,1,0,0,0,0,0,1,6.0,6.0,10.9%,MIN,9,2022
15,Buffalo Bills,2,0,1,1,0,0,0,1,5.0,5.0,61.3%,BUF,9,2022
16,Washington Commanders,2,1,0,0,0,0,0,1,5.0,5.0,8.1%,WAS,9,2022
17,Atlanta Falcons,0,1,1,1,0,0,0,1,5.0,5.0,16.7%,ATL,9,2022
18,Jacksonville Jaguars,2,0,1,1,0,0,0,1,5.0,5.0,50.2%,JAC,9,2022
19,Houston Texans,4,0,1,2,0,0,0,1,5.0,5.0,31.9%,HOU,9,2022
20,Kansas City Chiefs,3,0,0,0,0,0,0,1,4.0,4.0,77.7%,KC,9,2022
21,Los Angeles Rams,1,0,0,0,0,0,0,1,4.0,4.0,21.2%,LAR,9,2022
22,Green Bay Packers,0,1,0,0,0,0,0,1,3.0,3.0,26.4%,GB,9,2022
23,New Orleans Saints,3,0,0,0,0,0,0,1,3.0,3.0,64.0%,NO,9,2022
24,Las Vegas Raiders,0,0,1,0,0,0,0,1,2.0,2.0,24.5%,LV,9,2022
25,Chicago Bears,0,0,0,0,0,0,0,1,-1.0,-1.0,33.9%,CHI,9,2022
26,Carolina Panthers,2,0,0,0,0,0,0,1,-2.0,-2.0,3.0%,CAR,9,2022
