Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Shaquil Barrett,6,0,3.0,0,0,0,0,0,1,28.5,28.5,8.3%,MIA,17,2019
2,Eric Wilson,7,5,1.0,0,0,0,0,0,1,23.3,23.3,0.6%,GB,17,2019
3,Blake Martinez,5,2,1.0,1,1,0,0,0,1,22.0,22.0,0.0%,FA,17,2019
4,Anthony Walker Jr.,12,5,0.0,0,0,0,0,0,1,21.8,21.8,4.1%,MIA,17,2019
5,James Burgess Jr.,7,2,0.0,1,1,0,0,0,1,21.0,21.0,0.0%,FA,17,2019
6,Todd Davis,8,5,0.0,0,0,0,0,0,1,20.8,20.8,0.0%,FA,17,2019
7,A.J. Klein,5,1,0.0,1,1,0,0,1,1,20.8,20.8,0.0%,FA,17,2019
8,Dre Greenlaw,11,2,0.0,0,0,0,0,0,1,20.5,20.5,37.6%,SF,17,2019
9,Deion Jones,2,1,0.0,1,1,0,1,1,1,20.3,20.3,2.5%,BUF,17,2019
10,Jaylon Smith,2,7,0.0,3,1,0,0,0,1,20.3,20.3,0.2%,FA,17,2019
11,Jordan Jenkins,3,0,1.0,1,0,1,0,0,1,19.0,19.0,0.0%,FA,17,2019
12,Devin Bush Jr.,11,1,0.0,0,0,0,0,0,1,17.3,17.3,4.8%,CLE,17,2019
13,Devin White,4,1,0.0,0,0,0,1,1,1,16.8,16.8,22.4%,PHI,17,2019
14,Anthony Hitchens,5,5,0.0,0,0,0,0,0,1,16.3,16.3,1.0%,FA,17,2019
15,Joe Walker,7,4,0.0,0,0,0,0,0,1,16.0,16.0,0.0%,FA,17,2019
16,Shaquille Leonard,3,3,0.0,1,1,0,0,0,1,15.8,15.8,21.8%,FA,17,2019
17,Nick Kwiatkoski,6,2,0.0,0,0,0,0,0,1,15.5,15.5,0.0%,FA,17,2019
18,Jermaine Carter Jr.,7,3,0.0,0,0,0,0,0,1,15.3,15.3,0.0%,FA,17,2019
19,Cory Littleton,3,0,1.0,0,0,0,1,0,1,15.0,15.0,0.0%,FA,17,2019
20,Jordan Hicks,6,7,0.0,0,0,0,0,0,1,14.3,14.3,29.8%,CLE,17,2019
