Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Shaquille Leonard,3,6,0.0,2,2,0,0,1,1,30.5,30.5,21.8%,FA,14,2019
2,Zach Cunningham,11,5,0.0,0,0,0,0,0,1,25.3,25.3,1.7%,FA,14,2019
3,Vic Beasley Jr.,4,0,2.0,0,0,2,0,0,1,24.5,24.5,0.0%,FA,14,2019
4,James Burgess Jr.,9,3,0.0,1,0,1,0,0,1,23.8,23.8,0.0%,FA,14,2019
5,Tremaine Edmunds,6,2,0.0,1,1,0,0,0,1,22.0,22.0,33.2%,CHI,14,2019
6,Jaylon Smith,6,2,0.0,3,0,0,1,0,1,21.5,21.5,0.2%,FA,14,2019
7,Samson Ebukam,4,1,2.0,0,0,0,0,0,1,19.8,19.8,8.6%,IND,14,2019
8,De'Vondre Campbell,6,1,1.0,2,0,0,0,0,1,19.3,19.3,20.5%,SF,14,2019
9,Jayon Brown,2,5,0.0,0,0,0,1,1,1,19.3,19.3,2.0%,FA,14,2019
10,Takk McKinley,3,2,2.0,0,0,0,0,0,1,19.0,19.0,2.0%,NYJ,14,2019
11,Shaquil Barrett,6,1,1.0,0,0,0,0,0,1,18.8,18.8,8.3%,MIA,14,2019
12,Craig Robertson,5,3,0.0,1,1,0,0,0,1,18.8,18.8,0.0%,FA,14,2019
13,Bobby Wagner,11,3,0.0,0,0,0,0,0,1,18.8,18.8,72.2%,WAS,14,2019
14,Bud Dupree,4,1,1.0,0,0,0,0,0,1,18.3,18.3,1.2%,LAC,14,2019
15,Jordan Jenkins,3,1,2.0,0,0,0,0,0,1,18.3,18.3,0.0%,FA,14,2019
16,Tanner Vallejo,5,0,1.0,0,0,1,0,0,1,18.0,18.0,0.0%,FA,14,2019
17,Matthew Judon,2,3,1.5,0,0,1,0,0,1,17.8,17.8,17.4%,NE,14,2019
18,Jeremiah Attaochu,2,0,2.0,0,0,0,1,0,1,17.5,17.5,0.0%,FA,14,2019
19,Chandler Jones,5,0,1.0,1,0,1,0,0,1,17.0,17.0,0.6%,FA,14,2019
20,Shaq Thompson,9,1,0.0,0,0,0,0,0,1,16.8,16.8,14.7%,CAR,14,2019
21,Donald Payne,7,8,0.0,0,0,0,0,0,1,16.5,16.5,0.0%,FA,14,2019
22,Mark Barron,6,1,1.0,0,0,0,0,0,1,16.3,16.3,0.0%,FA,14,2019
23,Demario Davis,6,1,1.0,0,0,0,0,0,1,16.3,16.3,22.0%,NO,14,2019
24,Oshane Ximines,2,0,2.0,0,0,0,0,0,1,16.0,16.0,0.0%,NE,14,2019
25,Cory Littleton,8,2,0.0,0,0,0,0,0,1,16.0,16.0,0.0%,FA,14,2019
26,Luke Kuechly,8,3,0.0,1,0,0,0,0,1,15.8,15.8,92.3%,FA,14,2019
27,Todd Davis,5,10,0.0,0,0,0,0,0,1,15.0,15.0,0.0%,FA,14,2019
28,Ryan Anderson,2,0,1.0,0,0,1,1,0,1,15.0,15.0,0.0%,FA,14,2019
29,Vince Biegel,5,3,0.0,0,0,0,0,0,1,14.8,14.8,0.0%,FA,14,2019
30,Nick Kwiatkoski,8,2,0.0,0,0,0,0,0,1,13.5,13.5,0.0%,FA,14,2019
31,Blake Martinez,5,6,0.0,1,0,0,0,0,1,13.5,13.5,0.0%,FA,14,2019
32,Lorenzo Alexander,5,2,0.0,1,0,0,0,0,1,13.0,13.0,3.0%,FA,14,2019
33,Tahir Whitehead,6,5,0.0,0,0,0,0,0,1,12.8,12.8,0.0%,FA,14,2019
34,Alec Ogletree,8,1,0.0,0,0,0,0,0,1,12.8,12.8,2.0%,FA,14,2019
35,Nick Vigil,2,2,0.0,2,1,0,0,0,1,12.5,12.5,0.0%,FA,14,2019
36,Kevin Pierre-Louis,4,1,0.0,2,0,0,0,0,1,12.3,12.3,0.0%,FA,14,2019
37,Foyesade Oluokun,6,4,0.0,0,0,0,0,0,1,12.0,12.0,94.0%,JAC,14,2019
38,Dre Greenlaw,6,1,0.0,1,0,0,0,0,1,11.3,11.3,37.6%,SF,14,2019
39,Drue Tranquill,7,1,0.0,0,0,0,0,0,1,11.3,11.3,12.1%,KC,14,2019
40,T.J. Watt,1,1,0.0,1,1,0,0,0,1,11.3,11.3,78.7%,PIT,14,2019
41,Za'Darius Smith,3,0,0.0,0,0,1,0,0,1,11.0,11.0,5.3%,CLE,14,2019
42,Vince Williams,2,2,1.0,0,0,0,0,0,1,11.0,11.0,0.1%,FA,14,2019
43,Jamie Collins Sr.,4,1,0.0,1,0,0,0,0,1,10.8,10.8,0.0%,FA,14,2019
44,Devin White,3,3,0.0,0,0,1,0,0,1,10.8,10.8,22.4%,PHI,14,2019
45,Joe Walker,7,0,0.0,0,0,0,0,0,1,10.5,10.5,0.0%,FA,14,2019
46,Jahlani Tavai,4,6,0.0,0,0,0,0,0,1,10.5,10.5,6.2%,NE,14,2019
47,Damien Wilson,4,2,0.0,0,0,0,0,0,1,10.0,10.0,0.0%,DAL,14,2019
48,Cole Holcomb,6,1,0.0,0,0,0,0,0,1,9.8,9.8,9.1%,PIT,14,2019
49,Eric Kendricks,6,1,0.0,0,0,0,0,0,1,9.8,9.8,32.2%,DAL,14,2019
50,Germaine Pratt,5,3,0.0,0,0,0,0,0,1,9.8,9.8,17.4%,CIN,14,2019
51,Markus Golden,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.6%,FA,14,2019
52,Khalil Mack,2,0,1.0,0,0,0,0,0,1,9.5,9.5,52.9%,LAC,14,2019
53,Preston Smith,2,0,1.0,0,0,0,0,0,1,9.5,9.5,10.7%,GB,14,2019
54,Alexander Johnson,2,3,0.0,0,0,1,0,0,1,9.3,9.3,1.0%,FA,14,2019
55,David Mayo,2,3,0.0,0,0,0,1,0,1,9.3,9.3,0.0%,FA,14,2019
56,Robert Quinn,4,1,0.0,0,0,0,0,0,1,9.3,9.3,1.2%,FA,14,2019
57,Joe Schobert,4,4,0.0,0,0,0,0,0,1,9.0,9.0,0.0%,FA,14,2019
58,Jerome Baker,4,4,0.0,0,0,0,0,0,1,9.0,9.0,14.2%,SEA,14,2019
59,Nate Gerry,4,0,0.0,2,0,0,0,0,1,9.0,9.0,0.0%,FA,14,2019
60,Josey Jewell,1,1,1.0,0,0,0,0,0,1,8.8,8.8,30.4%,CAR,14,2019
61,Andrew Van Ginkel,1,1,1.0,0,0,0,0,0,1,8.8,8.8,11.0%,MIN,14,2019
62,Joe Thomas,1,2,0.0,1,0,1,0,0,1,8.5,8.5,1.0%,FA,14,2019
63,Devon Kennard,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,14,2019
64,Mack Wilson Sr.,3,3,0.0,1,0,0,0,0,1,8.3,8.3,4.4%,ARI,14,2019
65,Jacob Martin,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.4%,CHI,14,2019
66,L.J. Fort,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,14,2019
67,Rashan Gary,3,1,0.0,0,0,0,0,0,1,7.8,7.8,11.1%,GB,14,2019
68,Quincy Williams,4,2,0.0,0,0,0,0,0,1,7.5,7.5,51.1%,NYJ,14,2019
69,Travin Howard,4,0,0.0,1,0,0,0,0,1,7.5,7.5,0.2%,FA,14,2019
70,Matt Milano,2,6,0.0,0,0,0,0,0,1,7.5,7.5,22.9%,BUF,14,2019
71,Kamalei Correa,2,0,1.0,0,0,0,0,0,1,7.0,7.0,0.0%,FA,14,2019
72,Patrick Onwuasor,3,0,0.0,0,0,0,0,0,1,7.0,7.0,0.0%,FA,14,2019
73,Josh Bynes,2,0,1.0,0,0,0,0,0,1,7.0,7.0,0.0%,FA,14,2019
74,Kyle Van Noy,4,1,0.0,0,0,0,0,0,1,6.8,6.8,8.7%,BAL,14,2019
75,Rashaan Evans,4,1,0.0,0,0,0,0,0,1,6.8,6.8,0.2%,FA,14,2019
76,Jordan Hicks,4,1,0.0,0,0,0,0,0,1,6.8,6.8,29.8%,CLE,14,2019
77,Jon Bostic,3,3,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,FA,14,2019
78,K.J. Wright,4,1,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,FA,14,2019
79,Lavonte David,3,3,0.0,0,0,0,0,0,1,6.8,6.8,52.1%,TB,14,2019
80,Thomas Davis Sr.,3,3,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,FA,14,2019
81,Anthony Walker Jr.,2,4,0.0,0,0,0,0,0,1,6.0,6.0,4.1%,MIA,14,2019
82,Deion Jones,2,2,0.0,1,0,0,0,0,1,6.0,6.0,2.5%,BUF,14,2019
83,Benardrick McKinney,1,6,0.0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,14,2019
84,Justin Hollins,3,0,0.0,1,0,0,0,0,1,6.0,6.0,0.0%,FA,14,2019
85,Sean Lee,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,14,2019
86,Neville Hewitt,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.0%,HOU,14,2019
87,Shilique Calhoun,1,0,0.0,0,0,1,0,0,1,5.5,5.5,0.0%,FA,14,2019
88,Harold Landry III,2,3,0.0,0,0,0,0,0,1,5.3,5.3,24.5%,TEN,14,2019
89,B.J. Goodson,2,3,0.0,0,0,0,0,0,1,5.3,5.3,0.1%,FA,14,2019
90,Cody Barton,1,3,0.0,1,0,0,0,0,1,5.3,5.3,11.8%,DEN,14,2019
91,Nigel Bradham,1,3,0.0,1,0,0,0,0,1,5.3,5.3,0.0%,FA,14,2019
92,Dont'a Hightower,3,1,0.0,0,0,0,0,0,1,5.3,5.3,1.0%,FA,14,2019
93,Fred Warner,2,1,0.0,1,0,0,0,0,1,5.3,5.3,90.1%,SF,14,2019
94,Dennis Gardeck,0,1,0.0,0,0,0,1,0,1,4.8,4.8,3.5%,ARI,14,2019
95,David Long Jr.,1,1,0.0,0,0,0,0,0,1,4.8,4.8,8.1%,MIA,14,2019
96,Austin Calitro,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,14,2019
97,Raekwon McMillan,1,4,0.0,0,0,0,0,0,1,4.5,4.5,0.6%,NE,14,2019
98,Christian Jones,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,14,2019
99,John Simon,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,14,2019
100,Anthony Hitchens,3,0,0.0,0,0,0,0,0,1,4.5,4.5,1.0%,FA,14,2019
101,Anthony Barr,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,14,2019
102,Kareem Martin,1,0,0.0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,14,2019
103,Terrell Suggs,0,0,0.0,0,0,0,1,0,1,4.0,4.0,0.0%,FA,14,2019
104,Shaun Dion Hamilton,1,1,0.0,1,0,0,0,0,1,3.8,3.8,0.0%,FA,14,2019
105,Will Compton,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.0%,FA,14,2019
106,Whitney Mercilus,2,1,0.0,0,0,0,0,0,1,3.8,3.8,0.2%,FA,14,2019
107,Kyler Fackrell,0,2,0.5,0,0,0,0,0,1,3.5,3.5,0.0%,FA,14,2019
108,Marquel Lee,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,14,2019
109,Deone Bucannon,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,14,2019
110,Bobby Okereke,2,0,0.0,0,0,0,0,0,1,3.0,3.0,79.2%,NYG,14,2019
111,Leon Jacobs,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,14,2019
112,Von Miller,1,2,0.0,0,0,0,0,0,1,3.0,3.0,2.7%,BUF,14,2019
113,Reggie Ragland,2,0,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,14,2019
114,Reggie Gilbert,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.1%,FA,14,2019
115,Ben Niemann,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.4%,DET,14,2019
116,Kyzir White,0,3,0.0,0,0,0,0,0,1,2.3,2.3,22.2%,ARI,14,2019
117,Roquan Smith,1,1,0.0,0,0,0,0,0,1,2.3,2.3,90.5%,BAL,14,2019
118,Clay Matthews,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,14,2019
119,Brennan Scarlett,0,3,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,14,2019
120,Nicholas Morrow,1,1,0.0,0,0,0,0,0,1,2.3,2.3,4.7%,BUF,14,2019
121,Preston Brown,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,14,2019
122,Tyus Bowser,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.6%,FA,14,2019
123,Sam Eguavoen,0,2,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,NYJ,14,2019
124,Devin Bush Jr.,0,2,0.0,0,0,0,0,0,1,1.5,1.5,4.8%,CLE,14,2019
125,Lorenzo Carter,1,0,0.0,0,0,0,0,0,1,1.5,1.5,1.9%,ATL,14,2019
126,T.J. Edwards,1,0,0.0,0,0,0,0,0,1,1.5,1.5,78.6%,CHI,14,2019
127,Leonard Floyd,1,0,0.0,0,0,0,0,0,1,1.5,1.5,5.1%,SF,14,2019
128,Jalen Reeves-Maybin,1,0,0.0,0,0,0,0,0,1,1.5,1.5,1.2%,DET,14,2019
129,Duke Riley,1,0,0.0,0,0,0,0,0,1,1.5,1.5,4.0%,MIA,14,2019
130,Sione Takitaki,1,0,0.0,0,0,0,0,0,1,1.5,1.5,4.2%,NE,14,2019
131,Ja'Whaun Bentley,1,0,0.0,0,0,0,0,0,1,1.5,1.5,15.8%,NE,14,2019
132,Eric Wilson,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.6%,GB,14,2019
133,Jordan Evans,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,14,2019
134,Porter Gustin,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,14,2019
135,Jermaine Carter Jr.,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,14,2019
136,Nate Orchard,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,14,2019
137,Troy Reeder,0,1,0.0,0,0,0,0,0,1,0.8,0.8,1.7%,LAR,14,2019
138,Jarrad Davis,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,14,2019
139,Marquis Haynes Sr.,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.6%,FA,14,2019
140,Josh Watson,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
141,Ahmad Gooden,0,0,0.0,0,0,0,0,0,1,0.0,0.0,1.2%,FA,14,2019
142,Joe Giles-Harris,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,NE,14,2019
143,Darryl Johnson,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
144,Jordan Kunaszyk,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
145,Noah Dawkins,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
146,Luke Gifford,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,TEN,14,2019
147,Matt Orzech,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,14,2019
148,Austin Cutting,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
149,Azeez Al-Shaair,0,0,0.0,0,0,0,0,0,1,0.0,0.0,42.8%,HOU,14,2019
150,Emeke Egbule,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
151,Ben Burr-Kirven,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
152,Josh Woods,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.6%,FA,14,2019
153,Josh Allen,1,1,0.0,0,0,0,0,0,1,0.0,0.0,44.0%,JAC,14,2019
154,Brian Burns,1,1,0.0,0,0,0,0,0,1,0.0,0.0,41.8%,NYG,14,2019
155,Jaylon Ferguson,2,1,1.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
156,Cole Mazza,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
157,Josiah Tauaefa,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
158,Ty Summers,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,JAC,14,2019
159,L.J. Collier,0,0,0.0,0,0,0,0,0,1,0.0,0.0,1.0%,ARI,14,2019
160,Hardy Nickerson Jr.,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
161,Manti Te'o,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,14,2019
162,Barkevious Mingo,0,0,0.0,0,0,0,0,0,1,0.0,0.0,6.0%,FA,14,2019
163,Julian Stanford,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
164,Kemal Ishmael,1,3,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
165,Kevin Minter,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
166,Bruce Irvin,0,2,0.0,0,0,0,0,0,1,0.0,0.0,0.2%,FA,14,2019
167,Melvin Ingram III,3,2,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
168,LaRoy Reynolds,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
169,Deon Lacey,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
170,Brandon Copeland,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
171,Josh Martin,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
172,Jadeveon Clowney,1,1,0.0,0,0,0,0,0,1,0.0,0.0,22.5%,CAR,14,2019
173,Dee Ford,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
174,Aaron Lynch,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
175,Benson Mayowa,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
176,Cassius Marsh,0,1,0.0,0,0,0,0,0,1,0.0,0.0,1.0%,FA,14,2019
177,Justin Houston,2,3,1.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
178,Sam Acho,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
179,Jason Pierre-Paul,1,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
180,Wesley Woodyard,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,14,2019
