Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Shaquille Leonard,11,2,1.0,2,1,1,0,0,1,39.0,39.0,21.8%,FA,10,2019
2,Fred Warner,9,1,2.0,1,0,1,0,0,1,32.8,32.8,90.1%,SF,10,2019
3,Rashaan Evans,3,4,1.0,0,0,0,1,1,1,26.5,26.5,0.2%,FA,10,2019
4,Demario Davis,7,4,1.0,1,0,0,0,0,1,26.5,26.5,22.0%,NO,10,2019
5,Cory Littleton,8,5,0.0,0,0,1,1,0,1,26.3,26.3,0.0%,FA,10,2019
6,Nick Kwiatkoski,8,1,1.0,1,1,0,0,0,1,25.8,25.8,0.0%,FA,10,2019
7,Preston Smith,5,1,2.0,0,0,0,0,0,1,21.3,21.3,10.7%,GB,10,2019
8,Chandler Jones,4,1,2.0,0,0,1,0,0,1,21.3,21.3,0.6%,FA,10,2019
9,T.J. Watt,4,1,2.0,0,0,1,0,0,1,21.3,21.3,78.7%,PIT,10,2019
10,Lavonte David,6,2,0.0,0,0,1,1,0,1,21.0,21.0,52.1%,TB,10,2019
11,Jordan Hicks,6,3,0.0,1,1,0,0,0,1,20.3,20.3,29.8%,CLE,10,2019
12,Jerome Baker,7,1,1.0,0,0,1,0,0,1,19.3,19.3,14.2%,SEA,10,2019
13,Tahir Whitehead,8,6,0.0,0,0,0,0,0,1,19.0,19.0,0.0%,FA,10,2019
14,Jordan Jenkins,2,0,2.0,1,0,0,0,0,1,17.5,17.5,0.0%,FA,10,2019
15,Matthew Judon,6,0,0.0,0,0,0,0,0,1,16.5,16.5,17.4%,NE,10,2019
16,Mark Barron,10,0,0.0,1,0,0,0,0,1,16.5,16.5,0.0%,FA,10,2019
17,Terrell Suggs,5,2,0.5,0,0,0,0,0,1,16.0,16.0,0.0%,FA,10,2019
18,Matt Milano,5,2,1.0,0,0,0,0,0,1,15.5,15.5,22.9%,BUF,10,2019
19,Drue Tranquill,6,8,0.0,0,0,0,0,0,1,15.0,15.0,12.1%,KC,10,2019
20,Jaylon Smith,7,6,0.0,0,0,0,0,0,1,15.0,15.0,0.2%,FA,10,2019
21,Dre Greenlaw,3,5,0.0,1,1,0,0,0,1,14.8,14.8,37.6%,SF,10,2019
22,De'Vondre Campbell,4,2,1.0,0,0,0,0,0,1,14.0,14.0,20.5%,SF,10,2019
23,Vic Beasley Jr.,3,1,1.5,0,0,0,0,0,1,13.8,13.8,0.0%,FA,10,2019
24,David Long Jr.,5,3,0.0,0,0,1,0,0,1,13.8,13.8,8.1%,MIA,10,2019
25,Roquan Smith,7,4,0.0,0,0,0,0,0,1,13.5,13.5,90.5%,BAL,10,2019
26,Shaquil Barrett,3,0,1.0,0,0,0,0,0,1,13.5,13.5,8.3%,MIA,10,2019
27,Bobby Wagner,5,6,0.0,1,0,0,0,0,1,13.5,13.5,72.2%,WAS,10,2019
28,Leighton Vander Esch,5,8,0.0,0,0,0,0,0,1,13.5,13.5,2.0%,FA,10,2019
29,Markus Golden,2,2,1.0,0,0,0,0,0,1,13.5,13.5,0.6%,FA,10,2019
30,Tyus Bowser,0,2,0.0,1,0,0,1,1,1,13.0,13.0,0.6%,FA,10,2019
31,Thomas Davis Sr.,6,5,0.0,0,0,0,0,0,1,12.8,12.8,0.0%,FA,10,2019
32,Clay Matthews,3,0,1.0,1,0,0,0,0,1,12.5,12.5,0.0%,FA,10,2019
33,Tremaine Edmunds,2,2,1.0,1,0,0,0,0,1,12.5,12.5,33.2%,CHI,10,2019
34,Anthony Barr,6,1,0.0,0,0,0,0,0,1,12.3,12.3,0.0%,FA,10,2019
35,James Burgess Jr.,4,3,0.5,1,0,0,0,0,1,11.8,11.8,0.0%,FA,10,2019
36,A.J. Klein,5,2,0.0,0,0,0,0,0,1,11.5,11.5,0.0%,FA,10,2019
37,Foyesade Oluokun,7,1,0.0,0,0,0,0,0,1,11.3,11.3,94.0%,JAC,10,2019
38,Jahlani Tavai,3,0,1.0,0,0,0,0,0,1,11.0,11.0,6.2%,NE,10,2019
39,Anthony Hitchens,5,1,0.0,0,0,0,0,0,1,10.8,10.8,1.0%,FA,10,2019
40,Blake Martinez,6,1,0.0,0,0,0,0,0,1,9.8,9.8,0.0%,FA,10,2019
41,Jarrad Davis,5,3,0.0,0,0,0,0,0,1,9.8,9.8,0.0%,FA,10,2019
42,Nicholas Morrow,5,3,0.0,0,0,0,0,0,1,9.8,9.8,4.7%,BUF,10,2019
43,Robert Quinn,1,2,1.0,0,0,0,0,0,1,9.5,9.5,1.2%,FA,10,2019
44,Harold Landry III,1,2,1.0,0,0,0,0,0,1,9.5,9.5,24.5%,TEN,10,2019
45,Devon Kennard,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,10,2019
46,Kiko Alonso,5,2,0.0,0,0,0,0,0,1,9.0,9.0,0.0%,FA,10,2019
47,Alec Ogletree,3,4,0.0,1,0,0,0,0,1,9.0,9.0,2.0%,FA,10,2019
48,Raekwon McMillan,5,0,0.0,1,0,0,0,0,1,9.0,9.0,0.6%,NE,10,2019
49,Nick Vigil,1,4,1.0,0,0,0,0,0,1,8.5,8.5,0.0%,FA,10,2019
50,Josh Bynes,2,7,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,10,2019
