Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Shaq Thompson,10,1,1.0,0,0,0,0,0,1,27.3,27.3,14.7%,CAR,9,2019
2,Bud Dupree,3,0,2.0,0,0,1,1,0,1,25.5,25.5,1.2%,LAC,9,2019
3,Harold Landry III,2,6,1.0,1,1,0,0,0,1,23.0,23.0,24.5%,TEN,9,2019
4,Devin White,5,7,0.5,0,0,2,0,0,1,22.8,22.8,22.4%,PHI,9,2019
5,Patrick Onwuasor,7,1,1.0,0,0,1,0,0,1,21.8,21.8,0.0%,FA,9,2019
6,Brandon Copeland,7,1,1.0,0,0,0,0,0,1,20.3,20.3,0.0%,FA,9,2019
7,Sean Lee,9,3,0.0,1,0,0,0,0,1,19.8,19.8,0.0%,FA,9,2019
8,Bobby Wagner,6,5,1.0,0,0,0,0,0,1,19.3,19.3,72.2%,WAS,9,2019
9,Dont'a Hightower,9,4,0.0,0,0,0,0,0,1,19.0,19.0,1.0%,FA,9,2019
10,Lavonte David,5,3,1.0,0,0,0,0,0,1,18.8,18.8,52.1%,TB,9,2019
11,Mack Wilson Sr.,5,0,1.0,1,0,0,0,0,1,18.0,18.0,4.4%,ARI,9,2019
12,Brennan Scarlett,2,0,2.0,0,0,1,0,0,1,17.5,17.5,0.0%,FA,9,2019
13,Mychal Kendricks,3,1,1.0,1,0,1,0,0,1,17.3,17.3,0.0%,FA,9,2019
14,Preston Smith,5,2,1.0,0,0,0,0,0,1,15.5,15.5,10.7%,GB,9,2019
15,Joe Walker,7,3,0.0,0,0,0,0,0,1,15.3,15.3,0.0%,FA,9,2019
16,Anthony Walker Jr.,7,3,0.0,0,0,0,0,0,1,15.3,15.3,4.1%,MIA,9,2019
17,Jordan Hicks,7,3,0.0,0,0,0,0,0,1,15.3,15.3,29.8%,CLE,9,2019
18,Zach Cunningham,7,0,0.0,0,0,0,1,0,1,14.5,14.5,1.7%,FA,9,2019
19,Alexander Johnson,6,7,0.0,0,0,0,0,0,1,14.3,14.3,1.0%,FA,9,2019
20,Jaylon Smith,4,8,0.5,0,0,0,0,0,1,14.0,14.0,0.2%,FA,9,2019
21,Leonard Floyd,4,2,1.0,0,0,0,0,0,1,14.0,14.0,5.1%,SF,9,2019
22,K.J. Wright,6,4,0.0,1,0,0,0,0,1,13.5,13.5,0.0%,FA,9,2019
23,Blake Martinez,5,7,0.0,0,0,0,0,0,1,12.8,12.8,0.0%,FA,9,2019
24,Shaquille Leonard,8,1,0.0,0,0,0,0,0,1,12.8,12.8,21.8%,FA,9,2019
25,Khalil Mack,4,0,0.0,1,0,0,0,0,1,12.5,12.5,52.9%,LAC,9,2019
26,T.J. Watt,2,1,1.5,0,0,0,0,0,1,12.3,12.3,78.7%,PIT,9,2019
27,Kyle Van Noy,5,1,0.0,0,0,1,0,0,1,12.3,12.3,8.7%,BAL,9,2019
28,Devin Bush Jr.,4,3,0.0,1,0,0,0,0,1,12.3,12.3,4.8%,CLE,9,2019
29,Roquan Smith,6,4,0.0,0,0,0,0,0,1,12.0,12.0,90.5%,BAL,9,2019
30,Christian Jones,5,6,0.0,0,0,0,0,0,1,12.0,12.0,0.0%,FA,9,2019
31,Jahlani Tavai,5,4,0.0,1,0,0,0,0,1,12.0,12.0,6.2%,NE,9,2019
32,Fred Warner,4,5,0.0,1,0,0,0,0,1,11.3,11.3,90.1%,SF,9,2019
33,Za'Darius Smith,5,2,0.5,0,0,0,0,0,1,11.0,11.0,5.3%,CLE,9,2019
34,Dre Greenlaw,3,0,1.0,0,0,0,0,0,1,11.0,11.0,37.6%,SF,9,2019
35,Shaun Dion Hamilton,5,1,0.0,0,0,0,0,0,1,10.8,10.8,0.0%,FA,9,2019
36,Tahir Whitehead,7,0,0.0,0,0,0,0,0,1,10.5,10.5,0.0%,FA,9,2019
37,Jerome Baker,5,2,0.0,1,0,0,0,0,1,10.5,10.5,14.2%,SEA,9,2019
38,Todd Davis,4,6,0.0,0,0,0,0,0,1,10.5,10.5,0.0%,FA,9,2019
39,Matt Milano,3,4,0.0,0,0,0,0,0,1,10.0,10.0,22.9%,BUF,9,2019
40,Joe Schobert,4,0,0.0,0,0,1,0,0,1,10.0,10.0,0.0%,FA,9,2019
41,James Burgess Jr.,4,2,0.0,0,0,0,0,0,1,10.0,10.0,0.0%,FA,9,2019
42,Myles Jack,6,1,0.0,0,0,0,0,0,1,9.8,9.8,0.2%,FA,9,2019
43,Rashaan Evans,4,5,0.0,0,0,0,0,0,1,9.8,9.8,0.2%,FA,9,2019
44,Kamalei Correa,1,2,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,9,2019
45,Danny Trevathan,3,3,0.0,0,0,0,0,0,1,9.3,9.3,0.0%,FA,9,2019
46,Denzel Perryman,4,1,0.0,0,0,0,0,0,1,9.3,9.3,11.6%,LAC,9,2019
47,Jayon Brown,4,4,0.0,0,0,0,0,0,1,9.0,9.0,2.0%,FA,9,2019
48,Justin Hollins,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.0%,FA,9,2019
49,Markus Golden,3,2,0.0,0,0,0,0,0,1,8.5,8.5,0.6%,FA,9,2019
50,Malik Reed,3,0,0.0,1,0,0,0,0,1,8.5,8.5,0.0%,FA,9,2019
51,Damien Wilson,4,3,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,DAL,9,2019
52,Luke Kuechly,3,3,0.0,1,0,0,0,0,1,8.3,8.3,92.3%,FA,9,2019
53,Marquis Haynes Sr.,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.6%,FA,9,2019
54,Chandler Jones,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.6%,FA,9,2019
55,Jordan Jenkins,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,9,2019
56,Sharif Finch,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,9,2019
57,Aaron Lynch,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,9,2019
58,Lorenzo Carter,3,1,0.0,0,0,0,0,0,1,7.8,7.8,1.9%,ATL,9,2019
59,Reggie Ragland,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,9,2019
60,Raekwon McMillan,2,6,0.0,0,0,0,0,0,1,7.5,7.5,0.6%,NE,9,2019
61,Alec Ogletree,4,2,0.0,0,0,0,0,0,1,7.5,7.5,2.0%,FA,9,2019
62,Eric Kendricks,4,2,0.0,0,0,0,0,0,1,7.5,7.5,32.2%,DAL,9,2019
63,Wesley Woodyard,2,6,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,9,2019
64,Tremaine Edmunds,2,6,0.0,0,0,0,0,0,1,7.5,7.5,33.2%,CHI,9,2019
65,Vince Williams,2,2,0.0,0,0,0,0,0,1,7.0,7.0,0.1%,FA,9,2019
66,Dylan Cole,2,0,0.0,0,0,0,1,0,1,7.0,7.0,0.0%,FA,9,2019
67,Najee Goode,4,1,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,FA,9,2019
68,Anthony Hitchens,3,3,0.0,0,0,0,0,0,1,6.8,6.8,1.0%,FA,9,2019
69,Jarrad Davis,3,3,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,FA,9,2019
70,Mark Barron,2,2,0.5,0,0,0,0,0,1,6.5,6.5,0.0%,FA,9,2019
71,L.J. Fort,2,1,0.0,0,0,0,0,0,1,6.3,6.3,0.0%,FA,9,2019
72,Benardrick McKinney,3,0,0.0,1,0,0,0,0,1,6.0,6.0,0.0%,FA,9,2019
73,Devon Kennard,3,2,0.0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,9,2019
74,Duke Riley,1,0,0.0,0,0,0,1,0,1,5.5,5.5,4.0%,MIA,9,2019
75,Jacob Martin,1,0,0.0,0,0,1,0,0,1,5.5,5.5,0.4%,CHI,9,2019
76,Jon Bostic,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,9,2019
77,Thomas Davis Sr.,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,9,2019
78,Jamie Collins Sr.,3,1,0.0,0,0,0,0,0,1,5.3,5.3,0.0%,FA,9,2019
79,Ryan Anderson,1,1,0.0,0,0,0,0,0,1,4.8,4.8,0.0%,FA,9,2019
80,Ja'Whaun Bentley,1,1,0.0,0,0,0,0,0,1,4.8,4.8,15.8%,NE,9,2019
81,Drue Tranquill,3,0,0.0,0,0,0,0,0,1,4.5,4.5,12.1%,KC,9,2019
82,David Mayo,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,9,2019
83,Bobby Okereke,2,2,0.0,0,0,0,0,0,1,4.5,4.5,79.2%,NYG,9,2019
84,Will Compton,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,9,2019
85,Josh Bynes,2,0,0.0,1,0,0,0,0,1,4.5,4.5,0.0%,FA,9,2019
86,Peter Kalambayi,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,9,2019
87,Elandon Roberts,2,2,0.0,0,0,0,0,0,1,4.5,4.5,15.1%,PIT,9,2019
88,Cole Holcomb,3,0,0.0,0,0,0,0,0,1,4.5,4.5,9.1%,PIT,9,2019
89,Whitney Mercilus,3,0,0.0,0,0,0,0,0,1,4.5,4.5,0.2%,FA,9,2019
90,Anthony Barr,1,2,0.0,1,0,0,0,0,1,4.5,4.5,0.0%,FA,9,2019
91,Nate Gerry,2,2,0.0,0,0,0,0,0,1,4.5,4.5,0.0%,FA,9,2019
92,Genard Avery,1,1,0.5,0,0,0,0,0,1,4.3,4.3,0.0%,IND,9,2019
93,Matthew Adams,1,0,0.0,0,0,0,0,0,1,4.0,4.0,0.2%,NYG,9,2019
94,Joe Thomas,2,1,0.0,0,0,0,0,0,1,3.8,3.8,1.0%,FA,9,2019
95,Nicholas Morrow,2,1,0.0,0,0,0,0,0,1,3.8,3.8,4.7%,BUF,9,2019
96,Robert Quinn,0,2,0.5,0,0,0,0,0,1,3.5,3.5,1.2%,FA,9,2019
97,Von Miller,1,2,0.0,0,0,0,0,0,1,3.0,3.0,2.7%,BUF,9,2019
98,Kamu Grugier-Hill,1,2,0.0,0,0,0,0,0,1,3.0,3.0,7.0%,MIN,9,2019
99,T.J. Edwards,1,2,0.0,0,0,0,0,0,1,3.0,3.0,78.6%,CHI,9,2019
100,Rashan Gary,2,0,0.0,0,0,0,0,0,1,3.0,3.0,11.1%,GB,9,2019
101,Terrell Suggs,1,2,0.0,0,0,0,0,0,1,3.0,3.0,0.0%,FA,9,2019
102,Shaquil Barrett,0,1,0.5,0,0,0,0,0,1,2.8,2.8,8.3%,MIA,9,2019
103,Lorenzo Alexander,0,1,0.0,1,0,0,0,0,1,2.3,2.3,3.0%,FA,9,2019
104,Anthony Chickillo,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,9,2019
105,Kyler Fackrell,1,1,0.0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,9,2019
106,Lerentee McCray,1,0,0.0,0,0,0,0,0,1,1.5,1.5,4.0%,FA,9,2019
107,James Vaughters,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,9,2019
108,Oshane Ximines,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,NE,9,2019
109,Deone Bucannon,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,9,2019
110,Adarius Taylor,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,9,2019
111,B.J. Goodson,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.1%,FA,9,2019
112,Tyus Bowser,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.6%,FA,9,2019
113,Shilique Calhoun,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,9,2019
114,John Simon,1,0,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,9,2019
115,Vince Biegel,0,2,0.0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,9,2019
116,Kyzir White,0,1,0.0,0,0,0,0,0,1,0.8,0.8,22.2%,ARI,9,2019
117,Sam Eguavoen,0,1,0.0,0,0,0,0,0,1,0.8,0.8,0.0%,NYJ,9,2019
118,Josh Watson,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
119,Anthony Nelson,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.4%,TB,9,2019
120,Cole Mazza,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
121,Josiah Tauaefa,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
122,Darryl Johnson,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
123,Ulysees Gilbert III,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
124,E.J. Speed,0,0,0.0,0,0,0,0,0,1,0.0,0.0,39.2%,IND,9,2019
125,David Long Jr.,0,0,0.0,0,0,0,0,0,1,0.0,0.0,8.1%,MIA,9,2019
126,Matt Orzech,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,9,2019
127,Noah Dawkins,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
128,Luke Gifford,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,TEN,9,2019
129,Brian Burns,0,0,0.0,0,0,0,0,0,1,0.0,0.0,41.8%,NYG,9,2019
130,Jaylon Ferguson,2,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
131,Ben Burr-Kirven,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
132,Austin Cutting,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
133,Josh Allen,2,0,0.0,0,0,0,0,0,1,0.0,0.0,44.0%,JAC,9,2019
134,Sione Takitaki,0,0,0.0,0,0,0,0,0,1,0.0,0.0,4.2%,NE,9,2019
135,L.J. Collier,0,0,0.0,0,0,0,0,0,1,0.0,0.0,1.0%,ARI,9,2019
136,Ty Summers,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,JAC,9,2019
137,Cody Barton,0,0,0.0,0,0,0,0,0,1,0.0,0.0,11.8%,DEN,9,2019
138,Azeez Al-Shaair,0,0,0.0,0,0,0,0,0,1,0.0,0.0,42.8%,HOU,9,2019
139,Emeke Egbule,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
140,Corey Thompson,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
141,Barkevious Mingo,0,0,0.0,0,0,0,0,0,1,0.0,0.0,6.0%,FA,9,2019
142,Julian Stanford,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
143,Kevin Minter,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
144,Nick Bellore,0,0,0.0,0,0,0,0,0,1,0.0,0.0,7.0%,FA,9,2019
145,Kyle Wilber,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
146,Melvin Ingram III,2,1,1.5,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
147,Bruce Irvin,0,1,0.0,0,0,0,0,0,1,0.0,0.0,0.2%,FA,9,2019
148,Deon Lacey,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
149,Josh Martin,0,0,0.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
150,Jadeveon Clowney,1,1,0.0,0,0,0,0,0,1,0.0,0.0,22.5%,CAR,9,2019
151,Dee Ford,2,0,1.0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,9,2019
