Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Fred Warner,11,0,1.0,0,0,1,0,0,1,27.0,27.0,90.1%,SF,12,2019
2,Cole Holcomb,7,6,1.0,0,0,1,0,0,1,25.5,25.5,9.1%,PIT,12,2019
3,Devin White,5,3,2.0,0,0,0,0,0,1,22.8,22.8,22.4%,PHI,12,2019
4,Mychal Kendricks,13,0,0.0,0,0,0,0,0,1,22.0,22.0,0.0%,FA,12,2019
5,Zach Cunningham,13,3,0.0,0,0,0,0,0,1,21.8,21.8,1.7%,FA,12,2019
6,Alexander Johnson,10,5,0.0,0,0,0,0,0,1,21.3,21.3,1.0%,FA,12,2019
7,Joe Schobert,2,2,0.0,4,2,0,0,0,1,20.5,20.5,0.0%,FA,12,2019
8,Demario Davis,9,2,1.0,1,0,0,0,0,1,20.5,20.5,22.0%,NO,12,2019
9,Jarrad Davis,6,2,1.0,0,0,0,0,0,1,19.5,19.5,0.0%,FA,12,2019
10,Jayon Brown,11,4,0.0,0,0,0,0,0,1,19.5,19.5,2.0%,FA,12,2019
11,Za'Darius Smith,5,1,1.5,0,0,0,0,0,1,19.3,19.3,5.3%,CLE,12,2019
12,James Burgess Jr.,6,3,0.0,1,0,0,1,0,1,19.3,19.3,0.0%,FA,12,2019
13,Todd Davis,9,4,0.0,0,0,0,0,0,1,19.0,19.0,0.0%,FA,12,2019
14,K.J. Wright,8,4,0.0,0,0,0,0,0,1,17.5,17.5,0.0%,FA,12,2019
15,Markus Golden,3,1,1.0,0,0,0,0,0,1,16.8,16.8,0.6%,FA,12,2019
16,Samson Ebukam,3,4,1.5,0,0,0,0,0,1,16.0,16.0,8.6%,IND,12,2019
17,Ryan Anderson,6,0,1.0,0,0,0,0,0,1,15.5,15.5,0.0%,FA,12,2019
18,Jamie Collins Sr.,5,5,0.0,0,0,1,0,0,1,15.3,15.3,0.0%,FA,12,2019
19,Matt Milano,5,1,0.0,3,0,0,0,0,1,15.3,15.3,22.9%,BUF,12,2019
20,Shaquil Barrett,2,2,1.0,0,0,1,0,0,1,15.0,15.0,8.3%,MIA,12,2019
21,T.J. Watt,2,0,1.0,1,0,1,0,0,1,15.0,15.0,78.7%,PIT,12,2019
22,Bud Dupree,2,0,1.0,0,0,1,1,0,1,15.0,15.0,1.2%,LAC,12,2019
23,Lavonte David,6,2,0.0,1,0,0,0,0,1,14.5,14.5,52.1%,TB,12,2019
24,De'Vondre Campbell,2,6,0.0,1,1,0,0,0,1,14.0,14.0,20.5%,SF,12,2019
25,Blake Martinez,4,2,1.0,0,0,0,0,0,1,14.0,14.0,0.0%,FA,12,2019
26,Harold Landry III,4,1,1.0,0,0,0,0,0,1,13.3,13.3,24.5%,TEN,12,2019
27,Deion Jones,5,4,0.0,0,0,0,0,0,1,13.0,13.0,2.5%,BUF,12,2019
