Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Bashaud Breeland,7,1,0,1,1,0,0,0,1,20.3,20.3,1.0%,FA,2,2019
2,Harrison Smith,4,2,0,1,0,1,1,0,1,19.5,19.5,18.5%,MIN,2,2019
3,Vernon Hargreaves III,11,1,0,1,0,0,0,0,1,18.8,18.8,0.0%,FA,2,2019
4,Montae Nicholson,7,2,0,1,1,0,0,0,1,18.5,18.5,0.0%,FA,2,2019
5,Brandon Carr,6,1,1,1,0,0,0,0,1,17.8,17.8,0.0%,FA,2,2019
6,Landon Collins,8,4,0,0,0,0,0,0,1,17.5,17.5,0.0%,FA,2,2019
7,Budda Baker,7,4,0,0,0,1,0,0,1,17.5,17.5,36.4%,ARI,2,2019
8,Charvarius Ward,3,1,0,2,1,1,0,0,1,17.3,17.3,30.5%,SF,2,2019
9,Stephon Gilmore,0,2,0,3,1,0,0,1,1,17.0,17.0,1.2%,FA,2,2019
10,John Johnson III,4,2,0,1,1,0,0,0,1,16.5,16.5,0.0%,FA,2,2019
11,Kendall Fuller,5,1,1,1,0,0,0,0,1,16.3,16.3,7.2%,MIA,2,2019
12,Darius Slay Jr.,5,1,0,2,1,0,0,0,1,16.3,16.3,10.0%,PHI,2,2019
13,Justin Simmons,8,1,0,2,0,0,0,0,1,15.8,15.8,11.3%,FA,2,2019
14,Terrell Edmunds,8,3,0,1,0,0,0,0,1,15.8,15.8,1.1%,JAC,2,2019
15,Minkah Fitzpatrick,4,2,0,0,0,1,1,0,1,15.5,15.5,36.6%,PIT,2,2019
16,Jarrod Wilson,4,4,0,1,0,0,0,0,1,15.5,15.5,0.0%,FA,2,2019
17,Tracy Walker III,7,3,0,0,0,0,0,0,1,15.3,15.3,1.7%,FA,2,2019
18,Eddie Jackson,6,4,0,2,0,0,0,0,1,15.0,15.0,3.5%,FA,2,2019
19,Kyle Fuller,5,1,0,1,1,0,0,0,1,14.8,14.8,0.0%,FA,2,2019
20,Darnell Savage Jr.,6,0,0,1,0,1,0,0,1,14.5,14.5,5.0%,JAC,2,2019
21,Desmond Trufant,0,0,0,3,2,0,0,0,1,14.5,14.5,0.0%,FA,2,2019
22,Jessie Bates III,8,3,0,0,0,0,0,0,1,14.3,14.3,68.8%,ATL,2,2019
23,Sidney Jones IV,4,2,0,1,1,0,0,0,1,14.0,14.0,0.0%,FA,2,2019
24,Daryl Worley,6,1,0,0,0,0,1,0,1,13.8,13.8,0.0%,FA,2,2019
25,Carlton Davis III,7,0,0,2,0,0,0,0,1,13.5,13.5,4.3%,DET,2,2019
26,Levi Wallace,8,0,0,1,0,0,0,0,1,13.5,13.5,2.2%,DEN,2,2019
27,Byron Jones,8,0,0,1,0,0,0,0,1,13.5,13.5,0.0%,FA,2,2019
28,Darryl Roberts,4,1,0,1,1,0,0,0,1,13.3,13.3,0.0%,FA,2,2019
29,Ronald Darby,2,1,0,3,1,0,0,0,1,13.3,13.3,2.2%,JAC,2,2019
30,Ronnie Harrison Jr.,4,4,1,0,0,0,0,0,1,13.0,13.0,0.6%,IND,2,2019
31,Shawn Williams,8,1,0,0,0,0,0,0,1,12.8,12.8,10.0%,FA,2,2019
32,Keanu Neal,8,1,0,0,0,0,0,0,1,12.8,12.8,0.4%,FA,2,2019
33,Morgan Burnett,2,4,1,0,0,0,0,0,1,12.5,12.5,0.0%,FA,2,2019
34,Marlon Humphrey,5,1,0,1,0,0,0,0,1,12.3,12.3,5.0%,BAL,2,2019
35,Tre'Davious White,8,0,0,0,0,0,0,0,1,12.0,12.0,5.3%,LAR,2,2019
36,Johnathan Joseph,5,2,0,2,0,0,0,0,1,12.0,12.0,0.0%,FA,2,2019
37,Byron Murphy Jr.,5,2,0,2,0,0,0,0,1,12.0,12.0,7.0%,MIN,2,2019
38,D.J. Hayden,2,1,1,1,0,0,0,0,1,11.8,11.8,0.0%,FA,2,2019
39,Logan Ryan,1,3,0,2,1,0,0,0,1,11.8,11.8,1.3%,FA,2,2019
40,Antoine Bethea,5,5,0,0,0,0,0,0,1,11.3,11.3,28.0%,FA,2,2019
41,Steven Nelson,6,1,0,1,0,0,0,0,1,11.3,11.3,0.0%,FA,2,2019
42,Kenny Vaccaro,6,2,0,0,0,0,0,0,1,10.5,10.5,4.0%,FA,2,2019
43,Brandon Facyson,6,2,0,0,0,0,0,0,1,10.5,10.5,0.6%,LV,2,2019
44,Eric Weddle,5,2,0,1,0,0,0,0,1,10.5,10.5,11.0%,FA,2,2019
45,Janoris Jenkins,7,0,0,0,0,0,0,0,1,10.5,10.5,1.0%,FA,2,2019
46,Rodney McLeod Jr.,5,2,0,1,0,0,0,0,1,10.5,10.5,0.4%,CLE,2,2019
47,Eli Apple,7,0,0,0,0,0,0,0,1,10.5,10.5,0.0%,FA,2,2019
48,Jimmy Moreland,6,0,0,1,0,0,0,0,1,10.5,10.5,0.0%,FA,2,2019
49,Bradley McDougald,2,1,0,1,1,0,0,0,1,10.3,10.3,0.0%,FA,2,2019
50,Andrew Sendejo,2,1,1,0,0,0,0,0,1,10.3,10.3,0.0%,FA,2,2019
