Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,T.J. Watt,5,1,3.5,0,0,1,0,0,1,33.8,33.8,78.7%,PIT,13,2021
2,Kamu Grugier-Hill,10,9,1.0,0,0,0,0,0,1,33.3,33.3,7.0%,MIN,13,2021
3,Blake Lynch,6,3,2.0,0,0,1,1,0,1,29.8,29.8,0.0%,FA,13,2021
4,Jordan Hicks,9,4,2.0,0,0,0,0,0,1,29.5,29.5,29.8%,CLE,13,2021
5,Azeez Al-Shaair,11,4,0.5,0,0,1,0,0,1,28.0,28.0,42.8%,HOU,13,2021
6,Uchenna Nwosu,2,0,2.0,0,0,1,1,0,1,21.5,21.5,17.7%,SEA,13,2021
7,Drue Tranquill,6,4,1.0,1,0,0,0,0,1,20.0,20.0,12.1%,KC,13,2021
8,Denzel Perryman,9,3,0.0,0,0,0,0,0,1,18.3,18.3,11.6%,LAC,13,2021
9,Nick Vigil,9,6,0.0,0,0,0,0,0,1,18.0,18.0,0.0%,FA,13,2021
10,Bobby Wagner,6,3,0.0,1,1,0,0,0,1,17.8,17.8,72.2%,WAS,13,2021
11,Foyesade Oluokun,8,7,0.0,0,0,0,0,0,1,17.3,17.3,94.0%,JAC,13,2021
12,Germaine Pratt,3,6,0.0,0,0,1,1,0,1,17.0,17.0,17.4%,CIN,13,2021
13,C.J. Mosley,9,4,0.0,0,0,0,0,0,1,16.5,16.5,65.6%,NYJ,13,2021
14,Jordyn Brooks,6,6,0.0,0,0,0,0,0,1,16.0,16.0,25.7%,MIA,13,2021
15,Cole Holcomb,7,3,0.0,2,0,0,0,0,1,15.8,15.8,9.1%,PIT,13,2021
16,Kyzir White,7,3,0.0,0,0,0,0,0,1,15.3,15.3,22.2%,ARI,13,2021
17,Willie Gay Jr.,4,4,0.5,1,0,0,0,0,1,15.0,15.0,7.3%,NO,13,2021
18,Quincy Williams,7,6,0.0,0,0,0,0,0,1,15.0,15.0,51.1%,NYJ,13,2021
19,Christian Kirksey,5,2,0.0,1,0,0,1,0,1,14.5,14.5,0.1%,FA,13,2021
20,Ernest Jones IV,5,4,0.5,1,0,0,0,0,1,14.0,14.0,58.6%,LAR,13,2021
21,Robert Quinn,3,0,1.0,0,0,0,0,0,1,13.5,13.5,1.2%,FA,13,2021
22,Deion Jones,6,2,0.0,2,0,0,0,0,1,13.5,13.5,2.5%,BUF,13,2021
23,Devin White,7,3,0.0,0,0,0,0,0,1,12.8,12.8,22.4%,PHI,13,2021
24,T.J. Edwards,6,5,0.0,0,0,0,0,0,1,12.8,12.8,78.6%,CHI,13,2021
25,Tremaine Edmunds,3,4,0.0,0,0,0,0,0,1,12.5,12.5,33.2%,CHI,13,2021
26,Kwon Alexander,7,2,0.0,0,0,0,0,0,1,12.0,12.0,1.0%,FA,13,2021
27,Azeez Ojulari,3,1,1.0,0,0,0,0,0,1,11.8,11.8,2.3%,NYG,13,2021
28,Micah Parsons,2,3,1.0,0,0,0,0,0,1,11.8,11.8,77.6%,DAL,13,2021
29,Roquan Smith,4,4,0.0,0,0,0,0,0,1,11.5,11.5,90.5%,BAL,13,2021
30,Baron Browning,7,1,0.0,0,0,0,0,0,1,11.3,11.3,5.8%,DEN,13,2021
31,Joe Bachie,6,3,0.0,0,0,0,0,0,1,11.3,11.3,0.8%,CIN,13,2021
32,Joe Schobert,6,1,0.0,1,0,0,0,0,1,11.3,11.3,0.0%,FA,13,2021
33,Tae Crowder,6,3,0.0,0,0,0,0,0,1,11.3,11.3,0.0%,FA,13,2021
34,Chandler Jones,3,2,0.5,2,0,0,0,0,1,11.0,11.0,0.6%,FA,13,2021
35,Matthew Judon,3,0,1.0,0,0,0,0,0,1,11.0,11.0,17.4%,NE,13,2021
36,Jamin Davis,5,1,0.0,0,0,0,0,0,1,10.8,10.8,8.8%,WAS,13,2021
37,Josh Woods,6,2,0.0,0,0,0,0,0,1,10.5,10.5,0.6%,FA,13,2021
38,Kenny Young,5,4,0.0,0,0,0,0,0,1,10.5,10.5,0.0%,FA,13,2021
39,Alex Anzalone,4,1,0.0,2,0,0,0,0,1,9.8,9.8,31.4%,DET,13,2021
40,Alex Highsmith,3,0,0.0,0,0,0,0,0,1,9.5,9.5,25.8%,PIT,13,2021
41,Jerome Baker,3,0,0.0,0,0,0,0,0,1,9.5,9.5,14.2%,SEA,13,2021
42,Jordan Willis,1,2,1.0,0,0,0,0,0,1,9.5,9.5,1.0%,FA,13,2021
43,Cam Gill,2,0,1.0,0,0,0,0,0,1,9.5,9.5,0.0%,CAR,13,2021
44,Andrew Van Ginkel,3,1,0.0,1,0,0,0,0,1,9.3,9.3,11.0%,MIN,13,2021
45,Alex Singleton,4,4,0.0,0,0,0,0,0,1,9.0,9.0,60.2%,DEN,13,2021
46,Matt Milano,3,2,0.0,0,0,0,0,0,1,8.5,8.5,22.9%,BUF,13,2021
47,Reggie Ragland,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,13,2021
48,Patrick Queen,5,1,0.0,0,0,0,0,0,1,8.3,8.3,43.0%,PIT,13,2021
49,Dont'a Hightower,4,3,0.0,0,0,0,0,0,1,8.3,8.3,1.0%,FA,13,2021
50,Ja'Whaun Bentley,3,5,0.0,0,0,0,0,0,1,8.3,8.3,15.8%,NE,13,2021
51,Josh Bynes,3,4,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,13,2021
52,Bobby Okereke,4,2,0.0,0,0,0,0,0,1,7.5,7.5,79.2%,NYG,13,2021
53,Myles Jack,3,4,0.0,0,0,0,0,0,1,7.5,7.5,0.2%,FA,13,2021
54,Lavonte David,4,2,0.0,0,0,0,0,0,1,7.5,7.5,52.1%,TB,13,2021
55,Elandon Roberts,2,0,0.0,1,0,0,0,0,1,7.0,7.0,15.1%,PIT,13,2021
56,Cory Littleton,3,3,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,FA,13,2021
57,Ben Niemann,3,1,0.0,1,0,0,0,0,1,6.8,6.8,0.4%,DET,13,2021
58,Tyrel Dodson,4,1,0.0,0,0,0,0,0,1,6.8,6.8,8.8%,SEA,13,2021
59,Bradley Chubb,2,1,0.0,0,0,0,0,0,1,6.3,6.3,18.1%,MIA,13,2021
60,Isaiah Simmons,2,2,0.0,1,0,0,0,0,1,6.0,6.0,6.1%,NYG,13,2021
61,Anthony Hitchens,2,4,0.0,0,0,0,0,0,1,6.0,6.0,1.0%,FA,13,2021
62,Damien Wilson,2,4,0.0,0,0,0,0,0,1,6.0,6.0,0.0%,DAL,13,2021
63,Von Miller,1,0,0.0,1,0,0,0,0,1,5.5,5.5,2.7%,BUF,13,2021
64,Derrick Barnes,2,0,0.0,0,0,0,0,0,1,5.5,5.5,9.4%,DET,13,2021
65,Pete Werner,1,2,0.0,0,0,0,0,0,1,5.5,5.5,10.3%,NO,13,2021
